GeneNames,value1,value2,log2.Fold_change.,log2.Fold_change..normalized,p.value,q.value.Benjamini.et.al..1995.,q.value.Storey.et.al..2003.,Signature.p.value...0.001.,control.1.G,control.1.G.1,control.2.G,control.2.G.1,control.3.G,control.3.G.1,change
Eif3i,3,72,-4.584962501,-4.64229108,0,0,0,TRUE,2,71,2,2,2,2,Down
Eif3k,3,68,-4.502500341,-4.559828919,0,0,0,TRUE,2,55,2,14,2,2,Down
Eif3s6-ps1,3,79,-4.718818247,-4.776146826,0,0,0,TRUE,2,78,2,2,2,2,Down
Eif3s6-ps4,3,815,-8.085693748,-8.143022327,0,0,0,TRUE,2,814,2,2,2,2,Down
Eif4g2,3,6849,-11.15671514,-11.21404372,0,0,0,TRUE,2,2,2,6848,2,2,Down
Eif4h,3,43,-3.841302254,-3.898630833,4.95E-11,4.25E-10,4.24E-10,TRUE,2,42,2,2,2,2,Down
Eif5b,3,163,-5.763765654,-5.821094232,0,0,0,TRUE,2,69,2,95,2,2,Down
Eipr1,3,26,-3.115477217,-3.172805796,2.97E-06,2.04E-05,2.04E-05,TRUE,2,4,2,2,2,23,Down
Elac1,3,39,-3.700439718,-3.757768297,6.87E-10,5.66E-09,5.65E-09,TRUE,2,38,2,2,2,2,Down
Elk1,3,51,-4.087462841,-4.14479142,2.44E-13,2.27E-12,2.26E-12,TRUE,2,50,2,2,2,2,Down
Elk3,30,160,-2.415037499,-2.472366078,0,0,0,TRUE,2,159,2,2,29,2,Down
Ell2,41,1291,-4.976721281,-5.03404986,0,0,0,TRUE,34,1284,6,2,4,8,Down
Elmod2,3,54,-4.169925001,-4.22725358,3.28E-14,3.12E-13,3.12E-13,TRUE,2,39,2,2,2,16,Down
Eloa,3,23,-2.938599455,-2.995928034,1.94E-05,0.000126307,0.00012553,TRUE,2,16,2,2,2,8,Down
Elovl4,74,2870,-5.277381656,-5.334710235,0,0,0,TRUE,2,2305,2,548,73,20,Down
Elovl5,2193,32310,-3.881003033,-3.938331612,0,0,0,TRUE,2188,389,2,31875,6,49,Down
Emc1,26,252,-3.276840205,-3.334168784,0,0,0,TRUE,10,232,17,2,2,21,Down
Emp1,3,40,-3.736965594,-3.794294173,3.57E-10,2.97E-09,2.96E-09,TRUE,2,39,2,2,2,2,Down
Enc1,180,3058,-4.086519595,-4.143848174,0,0,0,TRUE,179,10,2,10,2,3041,Down
Ensa,3,97,-5.014950341,-5.07227892,0,0,0,TRUE,2,96,2,2,2,2,Down
Entpd6,3,56,-4.222392421,-4.279721,8.55E-15,8.28E-14,8.27E-14,TRUE,2,55,2,2,2,2,Down
Epb41l4a,676,3853,-2.510887034,-2.568215613,0,0,0,TRUE,647,3848,30,2,2,6,Down
Epb41l4aos,3,25,-3.058893689,-3.116222268,5.56E-06,3.76E-05,3.74E-05,TRUE,2,24,2,2,2,2,Down
Epb42,3,205,-6.094517599,-6.151846178,0,0,0,TRUE,2,204,2,2,2,2,Down
Epha7,44,721,-4.034423831,-4.09175241,0,0,0,TRUE,43,720,2,2,2,2,Down
Epyc,3,210,-6.129283017,-6.186611596,0,0,0,TRUE,2,209,2,2,2,2,Down
Erc1,175,1027,-2.553009354,-2.610337933,0,0,0,TRUE,170,154,6,874,2,2,Down
Erc2,19,927,-5.608498015,-5.665826594,0,0,0,TRUE,16,922,2,2,4,6,Down
Ercc4,3,99,-5.044394119,-5.101722698,0,0,0,TRUE,2,74,2,2,2,26,Down
Ercc6,15,127,-3.081794091,-3.13912267,0,0,0,TRUE,14,75,2,2,2,53,Down
Ercc6l2,37,655,-4.145897731,-4.20322631,0,0,0,TRUE,2,646,36,10,2,2,Down
Ergic1,3,69,-4.523561956,-4.580890535,0,0,0,TRUE,2,68,2,2,2,2,Down
Ergic3,43,292,-2.763559804,-2.820888383,0,0,0,TRUE,2,14,2,2,42,279,Down
Eri2,3,70,-4.544320516,-4.601649095,0,0,0,TRUE,2,41,2,2,2,30,Down
Eri3,11,125,-3.506352666,-3.563681245,0,0,0,TRUE,10,124,2,2,2,2,Down
Erlec1,3,31,-3.36923381,-3.426562389,1.23E-07,9.21E-07,9.18E-07,TRUE,2,30,2,2,2,2,Down
Ermp1,11,1547,-7.135825863,-7.193154442,0,0,0,TRUE,2,44,2,1504,10,2,Down
Esco2,3,119,-5.309855263,-5.367183842,0,0,0,TRUE,2,118,2,2,2,2,Down
Espl1,3,141,-5.554588852,-5.611917431,0,0,0,TRUE,2,12,2,20,2,112,Down
Esrrb,3,32,-3.415037499,-3.472366078,6.49E-08,4.92E-07,4.90E-07,TRUE,2,31,2,2,2,2,Down
Esyt1,3,50,-4.058893689,-4.116222268,4.75E-13,4.38E-12,4.37E-12,TRUE,2,49,2,2,2,2,Down
Esyt2,96,396,-2.044394119,-2.101722698,0,0,0,TRUE,7,360,2,37,90,2,Down
Etnk1,74,588,-2.990218979,-3.047547558,0,0,0,TRUE,10,70,2,519,65,2,Down
Etv6,3,23,-2.938599455,-2.995928034,1.94E-05,0.000126307,0.00012553,TRUE,2,22,2,2,2,2,Down
Evc2,9,71,-2.979822118,-3.037150697,4.09E-14,3.88E-13,3.88E-13,TRUE,8,70,2,2,2,2,Down
Evi2b,3,32,-3.415037499,-3.472366078,6.49E-08,4.92E-07,4.90E-07,TRUE,2,2,2,2,2,31,Down
Evi5,3,178,-5.89077093,-5.948099509,0,0,0,TRUE,2,6,2,173,2,2,Down
Evl,3,35,-3.544320516,-3.601649095,9.33E-09,7.36E-08,7.34E-08,TRUE,2,4,2,32,2,2,Down
Exoc4,3,311,-6.695808269,-6.753136848,0,0,0,TRUE,2,176,2,2,2,136,Down
Exoc6b,5,336,-6.070389328,-6.127717907,0,0,0,TRUE,2,335,4,2,2,2,Down
Exog,3,43,-3.841302254,-3.898630833,4.95E-11,4.25E-10,4.24E-10,TRUE,2,12,2,32,2,2,Down
Exosc2,18,1181,-6.035868248,-6.093196827,0,0,0,TRUE,2,1180,17,2,2,2,Down
Exph5,155,928,-2.58185659,-2.639185169,0,0,0,TRUE,154,889,2,31,2,11,Down
Ext1,542,2943,-2.440922786,-2.498251365,0,0,0,TRUE,541,173,2,2,2,2771,Down
Extl2,3,43,-3.841302254,-3.898630833,4.95E-11,4.25E-10,4.24E-10,TRUE,2,42,2,2,2,2,Down
Extl3,8,1927,-7.912140856,-7.969469435,0,0,0,TRUE,7,1921,2,7,2,2,Down
Eya1,3,109,-5.183221824,-5.240550403,0,0,0,TRUE,2,108,2,2,2,2,Down
F2,18,463,-4.684943382,-4.742271961,0,0,0,TRUE,2,10,17,454,2,2,Down
F530104D19Rik,3,127,-5.403722186,-5.461050765,0,0,0,TRUE,2,126,2,2,2,2,Down
F630028O10Rik,3,58,-4.273018494,-4.330347073,2.22E-15,2.19E-14,2.19E-14,TRUE,2,2,2,2,2,57,Down
F830210D05Rik,3,58,-4.273018494,-4.330347073,2.22E-15,2.19E-14,2.19E-14,TRUE,2,52,2,2,2,7,Down
Faah,3,376,-6.969626351,-7.02695493,0,0,0,TRUE,2,29,2,2,2,348,Down
Fabp5,3,426,-7.14974712,-7.207075698,0,0,0,TRUE,2,425,2,2,2,2,Down
Fabp9,3,33,-3.459431619,-3.516760198,3.41E-08,2.62E-07,2.61E-07,TRUE,2,2,2,32,2,2,Down
Faim2,3,154,-5.68182404,-5.739152619,0,0,0,TRUE,2,153,2,2,2,2,Down
Fam117a,3,133,-5.470319935,-5.527648514,0,0,0,TRUE,2,132,2,2,2,2,Down
Fam117b,4275,27786,-2.700361838,-2.757690417,0,0,0,TRUE,3259,302,1017,27485,2,2,Down
Fam120a,1925,12707,-2.722693113,-2.780021692,0,0,0,TRUE,973,326,2,12329,953,55,Down
Fam126a,3,23,-2.938599455,-2.995928034,1.94E-05,0.000126307,0.00012553,TRUE,2,22,2,2,2,2,Down
Fam131a,3,35,-3.544320516,-3.601649095,9.33E-09,7.36E-08,7.34E-08,TRUE,2,34,2,2,2,2,Down
Fam134b,3,2083,-9.439484623,-9.496813202,0,0,0,TRUE,2,967,2,1111,2,8,Down
Fam135b,3,134,-5.48112669,-5.538455269,0,0,0,TRUE,2,19,2,2,2,116,Down
Fam13c,3,25,-3.058893689,-3.116222268,5.56E-06,3.76E-05,3.74E-05,TRUE,2,2,2,24,2,2,Down
Fam149b,3,336,-6.807354922,-6.864683501,0,0,0,TRUE,2,335,2,2,2,2,Down
Fam160a2,3,47,-3.969626351,-4.02695493,3.50E-12,3.13E-11,3.13E-11,TRUE,2,46,2,2,2,2,Down
Fam163a,3,51,-4.087462841,-4.14479142,2.44E-13,2.27E-12,2.26E-12,TRUE,2,50,2,2,2,2,Down
Fam168a,3,33,-3.459431619,-3.516760198,3.41E-08,2.62E-07,2.61E-07,TRUE,2,24,2,10,2,2,Down
Fam173a,3,45,-3.906890596,-3.964219175,1.32E-11,1.16E-10,1.15E-10,TRUE,2,44,2,2,2,2,Down
Fam187b,3,144,-5.584962501,-5.64229108,0,0,0,TRUE,2,143,2,2,2,2,Down
Fam196a,3,71,-4.564784619,-4.622113198,0,0,0,TRUE,2,6,2,2,2,66,Down
Fam198b,3,42,-3.807354922,-3.864683501,9.57E-11,8.13E-10,8.11E-10,TRUE,2,41,2,2,2,2,Down
Fam208b,105,608,-2.533681996,-2.591010575,0,0,0,TRUE,100,135,6,2,2,474,Down
Fam20b,3,45,-3.906890596,-3.964219175,1.32E-11,1.16E-10,1.15E-10,TRUE,2,10,2,24,2,14,Down
Fam20c,3,40,-3.736965594,-3.794294173,3.57E-10,2.97E-09,2.96E-09,TRUE,2,29,2,2,2,12,Down
Fam210a,3,35,-3.544320516,-3.601649095,9.33E-09,7.36E-08,7.34E-08,TRUE,2,34,2,2,2,2,Down
Fam219a,3,52,-4.115477217,-4.172805796,1.25E-13,1.17E-12,1.17E-12,TRUE,2,51,2,2,2,2,Down
Fam219aos,3,283,-6.559695742,-6.617024321,0,0,0,TRUE,2,282,2,2,2,2,Down
Fam228a,3,63,-4.392317423,-4.449646002,1.11E-16,1.14E-15,1.13E-15,TRUE,2,26,2,2,2,38,Down
Fam3c,638,9218,-3.852825439,-3.910154018,0,0,0,TRUE,310,570,275,8649,56,2,Down
Fam45a,3,43,-3.841302254,-3.898630833,4.95E-11,4.25E-10,4.24E-10,TRUE,2,7,2,37,2,2,Down
Fam46c,3,79,-4.718818247,-4.776146826,0,0,0,TRUE,2,2,2,2,2,78,Down
Fam57b,3,57,-4.247927513,-4.305256092,4.33E-15,4.24E-14,4.23E-14,TRUE,2,4,2,54,2,2,Down
Fam69a,3,450,-7.22881869,-7.286147269,0,0,0,TRUE,2,449,2,2,2,2,Down
Fam84a,3,433,-7.173260714,-7.230589293,0,0,0,TRUE,2,169,2,6,2,261,Down
Fancd2os,3,21,-2.807354922,-2.864683501,6.64E-05,0.000415934,0.000413598,TRUE,2,20,2,2,2,2,Down
Fancm,71,518,-2.867061168,-2.924389747,0,0,0,TRUE,54,517,18,2,2,2,Down
Far2,3,92,-4.938599455,-4.995928034,0,0,0,TRUE,2,91,2,2,2,2,Down
Farsa,3066,33485,-3.449085366,-3.506413945,0,0,0,TRUE,305,1203,2,2,2762,32283,Down
Fastkd5,3,108,-5.169925001,-5.22725358,0,0,0,TRUE,2,107,2,2,2,2,Down
Fat2,3,21,-2.807354922,-2.864683501,6.64E-05,0.000415934,0.000413598,TRUE,2,15,2,7,2,2,Down
Fat3,11,101,-3.198779864,-3.256108443,0,0,0,TRUE,6,100,6,2,2,2,Down
Fbln5,3,507,-7.400879436,-7.458208015,0,0,0,TRUE,2,506,2,2,2,2,Down
Fbn1,6,35,-2.544320516,-2.601649095,1.03E-06,7.31E-06,7.31E-06,TRUE,5,32,2,2,2,4,Down
Fbxl20,3,35,-3.544320516,-3.601649095,9.33E-09,7.36E-08,7.34E-08,TRUE,2,29,2,7,2,2,Down
Fbxl3,3,150,-5.64385619,-5.701184769,0,0,0,TRUE,2,149,2,2,2,2,Down
Fbxo31,3,74,-4.624490865,-4.681819444,0,0,0,TRUE,2,2,2,73,2,2,Down
Fbxo32,3,194,-6.014950341,-6.07227892,0,0,0,TRUE,2,193,2,2,2,2,Down
Fbxo41,3,76,-4.662965013,-4.720293592,0,0,0,TRUE,2,75,2,2,2,2,Down
Fbxo44,3,110,-5.196397213,-5.253725792,0,0,0,TRUE,2,109,2,2,2,2,Down
Fbxo46,3,352,-6.874469118,-6.931797697,0,0,0,TRUE,2,330,2,2,2,23,Down
Fbxw14,3,27,-3.169925001,-3.22725358,1.58E-06,1.11E-05,1.10E-05,TRUE,2,26,2,2,2,2,Down
Fbxw17,3,60,-4.321928095,-4.379256674,5.55E-16,5.59E-15,5.58E-15,TRUE,2,59,2,2,2,2,Down
Fbxw20,3,160,-5.736965594,-5.794294173,0,0,0,TRUE,2,159,2,2,2,2,Down
Fbxw25,3,298,-6.63420602,-6.691534599,0,0,0,TRUE,2,47,2,2,2,252,Down
Fbxw26,3,25,-3.058893689,-3.116222268,5.56E-06,3.76E-05,3.74E-05,TRUE,2,24,2,2,2,2,Down
Fbxw28,3,151,-5.653442239,-5.710770818,0,0,0,TRUE,2,150,2,2,2,2,Down
Fcgrt,3,24,-3,-3.057328579,1.04E-05,6.91E-05,6.88E-05,TRUE,2,23,2,2,2,2,Down
Fcho2,15,94,-2.647698256,-2.705026835,3.33E-16,3.38E-15,3.38E-15,TRUE,14,2,2,40,2,55,Down
Fdps,3,57,-4.247927513,-4.305256092,4.33E-15,4.24E-14,4.23E-14,TRUE,2,56,2,2,2,2,Down
Fem1b,3,26,-3.115477217,-3.172805796,2.97E-06,2.04E-05,2.04E-05,TRUE,2,25,2,2,2,2,Down
Fen1,3,126,-5.392317423,-5.449646002,0,0,0,TRUE,2,2,2,125,2,2,Down
Fer,3,43,-3.841302254,-3.898630833,4.95E-11,4.25E-10,4.24E-10,TRUE,2,36,2,8,2,2,Down
Ffar1,3,22,-2.874469118,-2.931797697,3.59E-05,0.000229681,0.000228878,TRUE,2,2,2,21,2,2,Down
Ffar4,3,347,-6.853829352,-6.911157931,0,0,0,TRUE,2,22,2,2,2,326,Down
Fga,1073,4490,-2.065065369,-2.122393948,0,0,0,TRUE,34,2741,1040,1015,2,737,Down
Fgd2,3,37,-3.624490865,-3.681819444,2.54E-09,2.05E-08,2.05E-08,TRUE,2,36,2,2,2,2,Down
Fgf1,7,158,-4.496425826,-4.553754405,0,0,0,TRUE,2,130,2,2,6,29,Down
Fgf2,3,29,-3.273018494,-3.330347073,4.44E-07,3.21E-06,3.20E-06,TRUE,2,28,2,2,2,2,Down
Fgf22,3,38,-3.662965013,-3.720293592,1.32E-09,1.08E-08,1.08E-08,TRUE,2,2,2,37,2,2,Down
Fgf9,23,299,-3.700439718,-3.757768297,0,0,0,TRUE,22,14,2,286,2,2,Down
Fgfr1op2,3,921,-8.262094845,-8.319423424,0,0,0,TRUE,2,14,2,2,2,908,Down
Fgl1,15,159,-3.40599236,-3.463320939,0,0,0,TRUE,14,158,2,2,2,2,Down
Fhad1,3,283,-6.559695742,-6.617024321,0,0,0,TRUE,2,282,2,2,2,2,Down
Filip1,3,31,-3.36923381,-3.426562389,1.23E-07,9.21E-07,9.18E-07,TRUE,2,30,2,2,2,2,Down
Filip1l,3,35,-3.544320516,-3.601649095,9.33E-09,7.36E-08,7.34E-08,TRUE,2,34,2,2,2,2,Down
Fkbp4,3,74,-4.624490865,-4.681819444,0,0,0,TRUE,2,73,2,2,2,2,Down
Fkbp8,3,132,-5.459431619,-5.516760198,0,0,0,TRUE,2,131,2,2,2,2,Down
Flnb,20,209,-3.385431037,-3.442759616,0,0,0,TRUE,2,103,19,2,2,107,Down
Flrt1,3,96,-5,-5.057328579,0,0,0,TRUE,2,95,2,2,2,2,Down
Flt1,721,3219,-2.158541412,-2.215869991,0,0,0,TRUE,128,3218,55,2,541,2,Down
Flt4,16,477,-4.897845456,-4.955174035,0,0,0,TRUE,2,476,2,2,15,2,Down
Flvcr1,3,72,-4.584962501,-4.64229108,0,0,0,TRUE,2,6,2,67,2,2,Down
Fmnl1,3,83,-4.790076931,-4.84740551,0,0,0,TRUE,2,15,2,2,2,69,Down
Fmo2,3,21,-2.807354922,-2.864683501,6.64E-05,0.000415934,0.000413598,TRUE,2,20,2,2,2,2,Down
Fmo4,3,20,-2.736965594,-2.794294173,0.000122253,0.000751352,0.00074836,TRUE,2,19,2,2,2,2,Down
Fmr1,93,470,-2.337358135,-2.394686714,0,0,0,TRUE,8,58,23,365,65,50,Down
Fndc5,131,1377,-3.393889843,-3.451218422,0,0,0,TRUE,130,1376,2,2,2,2,Down
Foxc2,8,39,-2.285402219,-2.342730798,1.24E-06,8.74E-06,8.74E-06,TRUE,7,2,2,2,2,38,Down
Foxd2os,6,157,-4.709658248,-4.766986827,0,0,0,TRUE,2,11,5,2,2,147,Down
Foxf1,3,101,-5.073248982,-5.130577561,0,0,0,TRUE,2,100,2,2,2,2,Down
Foxg1,5,231,-5.529820947,-5.587149525,0,0,0,TRUE,4,230,2,2,2,2,Down
Foxp1,299,2691,-3.169925001,-3.22725358,0,0,0,TRUE,57,2086,76,2,169,606,Down
Fpgt,3,60,-4.321928095,-4.379256674,5.55E-16,5.59E-15,5.58E-15,TRUE,2,59,2,2,2,2,Down
Fpr2,12,156,-3.700439718,-3.757768297,0,0,0,TRUE,11,155,2,2,2,2,Down
Fra10ac1,9,45,-2.321928095,-2.379256674,1.45E-07,1.08E-06,1.08E-06,TRUE,8,44,2,2,2,2,Down
Fras1,78,344,-2.140862536,-2.198191115,0,0,0,TRUE,77,241,2,63,2,43,Down
Frem3,3,63,-4.392317423,-4.449646002,1.11E-16,1.14E-15,1.13E-15,TRUE,2,12,2,2,2,52,Down
Frg2f1,3,23,-2.938599455,-2.995928034,1.94E-05,0.000126307,0.00012553,TRUE,2,22,2,2,2,2,Down
Frk,3,23,-2.938599455,-2.995928034,1.94E-05,0.000126307,0.00012553,TRUE,2,22,2,2,2,2,Down
Frmd4b,15,540,-5.169925001,-5.22725358,0,0,0,TRUE,2,539,7,2,9,2,Down
Frmd5,16,154,-3.266786541,-3.32411512,0,0,0,TRUE,12,153,5,2,2,2,Down
Frmpd3,3,50,-4.058893689,-4.116222268,4.75E-13,4.38E-12,4.37E-12,TRUE,2,44,2,7,2,2,Down
Frrs1,3,28,-3.222392421,-3.279721,8.38E-07,5.97E-06,5.95E-06,TRUE,2,27,2,2,2,2,Down
Frrs1l,3,957,-8.317412614,-8.374741193,0,0,0,TRUE,2,951,2,7,2,2,Down
Fry,4468,25243,-2.498182286,-2.555510865,0,0,0,TRUE,4422,3807,24,6624,25,14815,Down
Fsd2,3,37,-3.624490865,-3.681819444,2.54E-09,2.05E-08,2.05E-08,TRUE,2,36,2,2,2,2,Down
Fsip2,3,58,-4.273018494,-4.330347073,2.22E-15,2.19E-14,2.19E-14,TRUE,2,57,2,2,2,2,Down
Fst,3,73,-4.604862058,-4.662190637,0,0,0,TRUE,2,72,2,2,2,2,Down
Fstl5,3,21,-2.807354922,-2.864683501,6.64E-05,0.000415934,0.000413598,TRUE,2,20,2,2,2,2,Down
Ftl1,11,50,-2.184424571,-2.24175315,9.05E-08,6.81E-07,6.81E-07,TRUE,10,5,2,2,2,46,Down
Ftl1-ps1,3,32,-3.415037499,-3.472366078,6.49E-08,4.92E-07,4.90E-07,TRUE,2,6,2,2,2,27,Down
Fto,3,91,-4.922832139,-4.980160718,0,0,0,TRUE,2,90,2,2,2,2,Down
Fuca2,3,25,-3.058893689,-3.116222268,5.56E-06,3.76E-05,3.74E-05,TRUE,2,24,2,2,2,2,Down
Furin,3,45,-3.906890596,-3.964219175,1.32E-11,1.16E-10,1.15E-10,TRUE,2,38,2,2,2,8,Down
Fxyd4,257,1848,-2.846124492,-2.903453071,0,0,0,TRUE,256,11,2,2,2,1838,Down
Fyco1,326,1547,-2.246529327,-2.303857906,0,0,0,TRUE,325,1546,2,2,2,2,Down
G530011O06Rik,7,55,-2.974004791,-3.03133337,3.02E-11,2.61E-10,2.61E-10,TRUE,2,54,6,2,2,2,Down
Gab1,3,99,-5.044394119,-5.101722698,0,0,0,TRUE,2,43,2,57,2,2,Down
Gabbr2,9,146,-4.019899557,-4.077228136,0,0,0,TRUE,2,145,8,2,2,2,Down
Gabra1,3,39,-3.700439718,-3.757768297,6.87E-10,5.66E-09,5.65E-09,TRUE,2,24,2,16,2,2,Down
Gabrb3,3,33,-3.459431619,-3.516760198,3.41E-08,2.62E-07,2.61E-07,TRUE,2,25,2,9,2,2,Down
Gabrg1,3,102,-5.087462841,-5.14479142,0,0,0,TRUE,2,101,2,2,2,2,Down
Gad2,8,68,-3.087462841,-3.14479142,5.27E-14,5.00E-13,5.00E-13,TRUE,7,61,2,8,2,2,Down
Gadd45g,3,37,-3.624490865,-3.681819444,2.54E-09,2.05E-08,2.05E-08,TRUE,2,36,2,2,2,2,Down
Galc,38,1407,-5.2104791,-5.267807679,0,0,0,TRUE,33,536,6,677,2,197,Down
Galnt3,3,73,-4.604862058,-4.662190637,0,0,0,TRUE,2,72,2,2,2,2,Down
Ganab,6,538,-6.486499862,-6.543828441,0,0,0,TRUE,5,537,2,2,2,2,Down
Gapdh-ps15,29,194,-2.741931847,-2.799260426,0,0,0,TRUE,18,193,9,2,5,2,Down
Garnl3,3,20,-2.736965594,-2.794294173,0.000122253,0.000751352,0.00074836,TRUE,2,19,2,2,2,2,Down
Gas1,3264,20104,-2.622769614,-2.680098193,0,0,0,TRUE,35,1925,2,11505,3230,6677,Down
Gas8,3,25,-3.058893689,-3.116222268,5.56E-06,3.76E-05,3.74E-05,TRUE,2,24,2,2,2,2,Down
Gata2,3,56,-4.222392421,-4.279721,8.55E-15,8.28E-14,8.27E-14,TRUE,2,43,2,14,2,2,Down
Gata3,32,129,-2.011227255,-2.068555834,3.33E-16,3.38E-15,3.38E-15,TRUE,2,128,2,2,31,2,Down
Gata6,3,37,-3.624490865,-3.681819444,2.54E-09,2.05E-08,2.05E-08,TRUE,2,36,2,2,2,2,Down
Gbp7,714,2867,-2.005545925,-2.062874504,0,0,0,TRUE,713,1137,2,2,2,1731,Down
Gcfc2,13,2021,-7.280413888,-7.337742467,0,0,0,TRUE,12,1003,2,1019,2,2,Down
Gch1,7,597,-6.414232199,-6.471560778,0,0,0,TRUE,6,596,2,2,2,2,Down
Gcsam,34,227,-2.739085646,-2.796414225,0,0,0,TRUE,33,226,2,2,2,2,Down
Gdap10,27,224,-3.05246742,-3.109795999,0,0,0,TRUE,26,223,2,2,2,2,Down
Gdi1,3,22,-2.874469118,-2.931797697,3.59E-05,0.000229681,0.000228878,TRUE,2,21,2,2,2,2,Down
Gen1,13,63,-2.276840205,-2.334168784,7.73E-10,6.34E-09,6.34E-09,TRUE,12,62,2,2,2,2,Down
Gfm1,3,22,-2.874469118,-2.931797697,3.59E-05,0.000229681,0.000228878,TRUE,2,21,2,2,2,2,Down
Gfod1,3,47,-3.969626351,-4.02695493,3.50E-12,3.13E-11,3.13E-11,TRUE,2,46,2,2,2,2,Down
Gfra2,3,6901,-11.16762722,-11.2249558,0,0,0,TRUE,2,2,2,2,2,6900,Down
Ggnbp1,3,29,-3.273018494,-3.330347073,4.44E-07,3.21E-06,3.20E-06,TRUE,2,28,2,2,2,2,Down
Ggps1,20,2089,-6.706668682,-6.763997261,0,0,0,TRUE,19,2088,2,2,2,2,Down
Ggt7,3,41,-3.772589504,-3.829918083,1.85E-10,1.55E-09,1.55E-09,TRUE,2,40,2,2,2,2,Down
Gigyf2,43,578,-3.748660928,-3.805989507,0,0,0,TRUE,9,146,8,2,29,433,Down
Gimap6,3,54,-4.169925001,-4.22725358,3.28E-14,3.12E-13,3.12E-13,TRUE,2,53,2,2,2,2,Down
Git2,7,176,-4.652076697,-4.709405276,0,0,0,TRUE,6,175,2,2,2,2,Down
Gjb6,3,148,-5.624490865,-5.681819444,0,0,0,TRUE,2,11,2,138,2,2,Down
Gjc1,3,22,-2.874469118,-2.931797697,3.59E-05,0.000229681,0.000228878,TRUE,2,21,2,2,2,2,Down
Gkap1,16,540,-5.076815597,-5.134144176,0,0,0,TRUE,2,539,2,2,15,2,Down
Glcci1,3,27,-3.169925001,-3.22725358,1.58E-06,1.11E-05,1.10E-05,TRUE,2,26,2,2,2,2,Down
Glipr1l1,9,119,-3.724892762,-3.782221341,0,0,0,TRUE,4,35,6,85,2,2,Down
Glo1,3,151,-5.653442239,-5.710770818,0,0,0,TRUE,2,150,2,2,2,2,Down
Glod4,3,25,-3.058893689,-3.116222268,5.56E-06,3.76E-05,3.74E-05,TRUE,2,24,2,2,2,2,Down
Glra1,3,62,-4.36923381,-4.426562389,1.11E-16,1.14E-15,1.13E-15,TRUE,2,41,2,2,2,22,Down
Glra2,3,22,-2.874469118,-2.931797697,3.59E-05,0.000229681,0.000228878,TRUE,2,21,2,2,2,2,Down
Glrx,3,97,-5.014950341,-5.07227892,0,0,0,TRUE,2,96,2,2,2,2,Down
Glrx3,3,47,-3.969626351,-4.02695493,3.50E-12,3.13E-11,3.13E-11,TRUE,2,46,2,2,2,2,Down
Glrx5,3,39,-3.700439718,-3.757768297,6.87E-10,5.66E-09,5.65E-09,TRUE,2,38,2,2,2,2,Down
Gls,10,131,-3.711494907,-3.768823486,0,0,0,TRUE,2,130,9,2,2,2,Down
Glt1d1,3,37,-3.624490865,-3.681819444,2.54E-09,2.05E-08,2.05E-08,TRUE,2,2,2,2,2,36,Down
Glyr1,3,45,-3.906890596,-3.964219175,1.32E-11,1.16E-10,1.15E-10,TRUE,2,26,2,20,2,2,Down
Gm10015,3,297,-6.62935662,-6.686685199,0,0,0,TRUE,2,296,2,2,2,2,Down
Gm10031,3,306,-6.672425342,-6.729753921,0,0,0,TRUE,2,8,2,2,2,299,Down
Gm10033,3,332,-6.790076931,-6.84740551,0,0,0,TRUE,2,302,2,2,2,31,Down
Gm10067,7,1118,-7.319349551,-7.37667813,0,0,0,TRUE,6,1117,2,2,2,2,Down
Gm10095,3,42,-3.807354922,-3.864683501,9.57E-11,8.13E-10,8.11E-10,TRUE,2,41,2,2,2,2,Down
Gm10113,3,45,-3.906890596,-3.964219175,1.32E-11,1.16E-10,1.15E-10,TRUE,2,44,2,2,2,2,Down
Gm10143,3,113,-5.235216462,-5.292545041,0,0,0,TRUE,2,2,2,112,2,2,Down
Gm10154,4,188,-5.554588852,-5.611917431,0,0,0,TRUE,2,31,3,2,2,158,Down
Gm10165,3,42,-3.807354922,-3.864683501,9.57E-11,8.13E-10,8.11E-10,TRUE,2,41,2,2,2,2,Down
Gm10221,7,319,-5.510057692,-5.567386271,0,0,0,TRUE,6,5,2,2,2,315,Down
Gm10243,8,51,-2.672425342,-2.729753921,1.38E-09,1.13E-08,1.13E-08,TRUE,6,49,3,3,2,2,Down
Gm10248,3,26,-3.115477217,-3.172805796,2.97E-06,2.04E-05,2.04E-05,TRUE,2,20,2,7,2,2,Down
Gm10284,10,58,-2.5360529,-2.593381479,3.43E-10,2.86E-09,2.86E-09,TRUE,4,57,2,2,7,2,Down
Gm10288,3,349,-6.862120725,-6.919449304,0,0,0,TRUE,2,330,2,4,2,18,Down
Gm10291,8,207,-4.693486957,-4.750815536,0,0,0,TRUE,6,206,2,2,3,2,Down
Gm10297,3,588,-7.614709844,-7.672038423,0,0,0,TRUE,2,585,2,4,2,2,Down
Gm10428,3,220,-6.196397213,-6.253725792,0,0,0,TRUE,2,219,2,2,2,2,Down
Gm10440,3,140,-5.544320516,-5.601649095,0,0,0,TRUE,2,2,2,139,2,2,Down
Gm10441,3,63,-4.392317423,-4.449646002,1.11E-16,1.14E-15,1.13E-15,TRUE,2,62,2,2,2,2,Down
Gm10466,8,140,-4.129283017,-4.186611596,0,0,0,TRUE,7,126,2,15,2,2,Down
