GeneNames,value1,value2,log2.Fold_change.,log2.Fold_change..normalized,p.value,q.value.Benjamini.et.al..1995.,q.value.Storey.et.al..2003.,Signature.p.value...0.001.,control.1.G,control.1.G.1,control.2.G,control.2.G.1,control.3.G,control.3.G.1,change
0610010F05Rik,9,61,-2.760812336,-2.818140915,1.59E-11,1.39E-10,1.39E-10,TRUE,2,60,2,2,8,2,Down
0610031O16Rik,3,202,-6.073248982,-6.130577561,0,0,0,TRUE,2,2,2,201,2,2,Down
0610037L13Rik,3,65,-4.437405312,-4.494733891,0,0,0,TRUE,2,64,2,2,2,2,Down
0610040B10Rik,3,29,-3.273018494,-3.330347073,4.44E-07,3.21E-06,3.20E-06,TRUE,2,28,2,2,2,2,Down
1110002L01Rik,3,62,-4.36923381,-4.426562389,1.11E-16,1.14E-15,1.13E-15,TRUE,2,61,2,2,2,2,Down
1110002O04Rik,3,141,-5.554588852,-5.611917431,0,0,0,TRUE,2,2,2,2,2,140,Down
1110008F13Rik,3,72,-4.584962501,-4.64229108,0,0,0,TRUE,2,2,2,71,2,2,Down
1110015O18Rik,6,30,-2.321928095,-2.379256674,1.76E-05,0.000115631,0.000115624,TRUE,2,29,5,2,2,2,Down
1110017D15Rik,3,433,-7.173260714,-7.230589293,0,0,0,TRUE,2,432,2,2,2,2,Down
1110065P20Rik,7,63,-3.169925001,-3.22725358,2.24E-13,2.09E-12,2.09E-12,TRUE,2,56,6,2,2,8,Down
1300017J02Rik,3,35,-3.544320516,-3.601649095,9.33E-09,7.36E-08,7.34E-08,TRUE,2,2,2,34,2,2,Down
1500012K07Rik,3,21,-2.807354922,-2.864683501,6.64E-05,0.000415934,0.000413598,TRUE,2,20,2,2,2,2,Down
1600012H06Rik,3,649,-7.757112167,-7.814440746,0,0,0,TRUE,2,648,2,2,2,2,Down
1700001G01Rik,62,960,-3.952694285,-4.010022864,0,0,0,TRUE,56,321,6,2,3,640,Down
1700006J14Rik,3,22,-2.874469118,-2.931797697,3.59E-05,0.000229681,0.000228878,TRUE,2,21,2,2,2,2,Down
1700016D06Rik,3,96,-5,-5.057328579,0,0,0,TRUE,2,95,2,2,2,2,Down
1700016H03Rik,3,349,-6.862120725,-6.919449304,0,0,0,TRUE,2,2,2,2,2,348,Down
1700016H13Rik,3,98,-5.029747343,-5.087075922,0,0,0,TRUE,2,97,2,2,2,2,Down
1700018A04Rik,3,423,-7.139551352,-7.196879931,0,0,0,TRUE,2,418,2,2,2,6,Down
1700019D03Rik,3,59,-4.297680549,-4.355009128,1.11E-15,1.11E-14,1.10E-14,TRUE,2,58,2,2,2,2,Down
1700020I14Rik,70,460,-2.716207034,-2.773535613,0,0,0,TRUE,69,455,2,2,2,6,Down
1700021F05Rik,100,722,-2.851998837,-2.909327416,0,0,0,TRUE,2,721,99,2,2,2,Down
1700025K04Rik,3,31,-3.36923381,-3.426562389,1.23E-07,9.21E-07,9.18E-07,TRUE,2,30,2,2,2,2,Down
1700025M24Rik,3,51,-4.087462841,-4.14479142,2.44E-13,2.27E-12,2.26E-12,TRUE,2,2,2,50,2,2,Down
1700025O08Rik,7,51,-2.86507042,-2.922398999,3.36E-10,2.80E-09,2.80E-09,TRUE,6,50,2,2,2,2,Down
1700026J12Rik,3,164,-5.772589504,-5.829918083,0,0,0,TRUE,2,163,2,2,2,2,Down
1700027J07Rik,3,21,-2.807354922,-2.864683501,6.64E-05,0.000415934,0.000413598,TRUE,2,20,2,2,2,2,Down
1700028P14Rik,3,20,-2.736965594,-2.794294173,0.000122253,0.000751352,0.00074836,TRUE,2,19,2,2,2,2,Down
1700056N10Rik,3,49,-4.029747343,-4.087075922,9.25E-13,8.43E-12,8.41E-12,TRUE,2,48,2,2,2,2,Down
1700061E18Rik,3,37,-3.624490865,-3.681819444,2.54E-09,2.05E-08,2.05E-08,TRUE,2,36,2,2,2,2,Down
1700069L16Rik,3,24,-3,-3.057328579,1.04E-05,6.91E-05,6.88E-05,TRUE,2,23,2,2,2,2,Down
1700074P13Rik,8,33,-2.044394119,-2.101722698,3.07E-05,0.000197406,0.000197406,TRUE,2,2,7,2,2,32,Down
1700082M22Rik,12,70,-2.544320516,-2.601649095,4.87E-12,4.34E-11,4.34E-11,TRUE,11,69,2,2,2,2,Down
1700084J12Rik,416,7589,-4.189254361,-4.24658294,0,0,0,TRUE,415,167,2,2,2,7423,Down
1700093K21Rik,3,23,-2.938599455,-2.995928034,1.94E-05,0.000126307,0.00012553,TRUE,2,22,2,2,2,2,Down
1700097N02Rik,3,30,-3.321928095,-3.379256674,2.34E-07,1.72E-06,1.72E-06,TRUE,2,29,2,2,2,2,Down
1700109G14Rik,3,22,-2.874469118,-2.931797697,3.59E-05,0.000229681,0.000228878,TRUE,2,21,2,2,2,2,Down
1700112D23Rik,3,21,-2.807354922,-2.864683501,6.64E-05,0.000415934,0.000413598,TRUE,2,20,2,2,2,2,Down
1700112J16Rik,3,40,-3.736965594,-3.794294173,3.57E-10,2.97E-09,2.96E-09,TRUE,2,39,2,2,2,2,Down
1700122E12Rik,36,173,-2.264703226,-2.322031805,0,0,0,TRUE,35,7,2,167,2,2,Down
1700123L14Rik,3,24,-3,-3.057328579,1.04E-05,6.91E-05,6.88E-05,TRUE,2,23,2,2,2,2,Down
1700125G22Rik,3,120,-5.321928095,-5.379256674,0,0,0,TRUE,2,119,2,2,2,2,Down
1810013L24Rik,29,615,-4.406461605,-4.463790184,0,0,0,TRUE,2,575,28,41,2,2,Down
1810043G02Rik,3,94,-4.969626351,-5.02695493,0,0,0,TRUE,2,93,2,2,2,2,Down
2010016I18Rik,3,8591,-11.48364786,-11.54097644,0,0,0,TRUE,2,2,2,8590,2,2,Down
2210016F16Rik,3,417,-7.118941073,-7.176269652,0,0,0,TRUE,2,2,2,2,2,416,Down
2210408F21Rik,18,145,-3.009984089,-3.067312668,0,0,0,TRUE,2,144,17,2,2,2,Down
2210408I21Rik,11,141,-3.680119734,-3.737448313,0,0,0,TRUE,10,140,2,2,2,2,Down
2210411M09Rik,3,113,-5.235216462,-5.292545041,0,0,0,TRUE,2,8,2,106,2,2,Down
2310001H17Rik,3,80,-4.736965594,-4.794294173,0,0,0,TRUE,2,79,2,2,2,2,Down
2310002F09Rik,3,156,-5.700439718,-5.757768297,0,0,0,TRUE,2,155,2,2,2,2,Down
2310035C23Rik,2719,15421,-2.503748266,-2.561076845,0,0,0,TRUE,100,242,1559,15179,1063,3,Down
2310039L15Rik,3,2167,-9.496520937,-9.553849516,0,0,0,TRUE,2,8,2,2,2,2160,Down
2310040G24Rik,3,28,-3.222392421,-3.279721,8.38E-07,5.97E-06,5.95E-06,TRUE,2,27,2,2,2,2,Down
2410137M14Rik,3,37,-3.624490865,-3.681819444,2.54E-09,2.05E-08,2.05E-08,TRUE,2,36,2,2,2,2,Down
2500004C02Rik,3,27,-3.169925001,-3.22725358,1.58E-06,1.11E-05,1.10E-05,TRUE,2,26,2,2,2,2,Down
2610001J05Rik,19,241,-3.664961823,-3.722290402,0,0,0,TRUE,7,4,2,14,13,226,Down
2610005L07Rik,93,1206,-3.696855381,-3.75418396,0,0,0,TRUE,62,768,6,2,28,439,Down
2610035F20Rik,3,448,-7.222392421,-7.279721,0,0,0,TRUE,2,447,2,2,2,2,Down
2610044O15Rik8,3,21,-2.807354922,-2.864683501,6.64E-05,0.000415934,0.000413598,TRUE,2,20,2,2,2,2,Down
2610307P16Rik,3,45,-3.906890596,-3.964219175,1.32E-11,1.16E-10,1.15E-10,TRUE,2,5,2,2,2,41,Down
2610507B11Rik,3,281,-6.549463819,-6.606792398,0,0,0,TRUE,2,258,2,12,2,14,Down
2610528A11Rik,3,35,-3.544320516,-3.601649095,9.33E-09,7.36E-08,7.34E-08,TRUE,2,34,2,2,2,2,Down
2700097O09Rik,3,31,-3.36923381,-3.426562389,1.23E-07,9.21E-07,9.18E-07,TRUE,2,30,2,2,2,2,Down
2810004N23Rik,3,46,-3.938599455,-3.995928034,6.80E-12,6.02E-11,6.01E-11,TRUE,2,45,2,2,2,2,Down
2810032G03Rik,3,305,-6.667702932,-6.725031511,0,0,0,TRUE,2,232,2,2,2,74,Down
2810403D21Rik,3,475,-7.306821202,-7.364149781,0,0,0,TRUE,2,474,2,2,2,2,Down
2810414N06Rik,3,26,-3.115477217,-3.172805796,2.97E-06,2.04E-05,2.04E-05,TRUE,2,2,2,2,2,25,Down
2810459M11Rik,3,23,-2.938599455,-2.995928034,1.94E-05,0.000126307,0.00012553,TRUE,2,22,2,2,2,2,Down
2900011O08Rik,5,50,-3.321928095,-3.379256674,2.48E-11,2.16E-10,2.16E-10,TRUE,4,7,2,44,2,2,Down
2900026A02Rik,8,127,-3.988684687,-4.046013266,0,0,0,TRUE,2,2,7,2,2,126,Down
2900041M22Rik,3,95,-4.984893108,-5.042221687,0,0,0,TRUE,2,94,2,2,2,2,Down
2900055J20Rik,3,178,-5.89077093,-5.948099509,0,0,0,TRUE,2,177,2,2,2,2,Down
2900064K03Rik,348,69122,-7.633913845,-7.691242424,0,0,0,TRUE,347,3500,2,65609,2,16,Down
2900092N22Rik,3,165,-5.781359714,-5.838688292,0,0,0,TRUE,2,164,2,2,2,2,Down
3110045C21Rik,3,137,-5.513069582,-5.570398161,0,0,0,TRUE,2,136,2,2,2,2,Down
3222401L13Rik,3,39,-3.700439718,-3.757768297,6.87E-10,5.66E-09,5.65E-09,TRUE,2,38,2,2,2,2,Down
3830406C13Rik,57,1324,-4.537797393,-4.595125972,0,0,0,TRUE,2,1323,46,2,12,2,Down
3930402G23Rik,3,31,-3.36923381,-3.426562389,1.23E-07,9.21E-07,9.18E-07,TRUE,2,2,2,30,2,2,Down
4-Mar,3,42,-3.807354922,-3.864683501,9.57E-11,8.13E-10,8.11E-10,TRUE,2,41,2,2,2,2,Down
4-Sep,3,160,-5.736965594,-5.794294173,0,0,0,TRUE,2,2,2,159,2,2,Down
4430402I18Rik,181,933,-2.365887384,-2.423215963,0,0,0,TRUE,2,932,2,2,180,2,Down
4633401B06Rik,3,23,-2.938599455,-2.995928034,1.94E-05,0.000126307,0.00012553,TRUE,2,22,2,2,2,2,Down
4831440D22Rik,3,63,-4.392317423,-4.449646002,1.11E-16,1.14E-15,1.13E-15,TRUE,2,62,2,2,2,2,Down
4833407H14Rik,3,49,-4.029747343,-4.087075922,9.25E-13,8.43E-12,8.41E-12,TRUE,2,48,2,2,2,2,Down
4833422C13Rik,3,111,-5.209453366,-5.266781945,0,0,0,TRUE,2,110,2,2,2,2,Down
4833439L19Rik,3,866,-8.173260714,-8.230589293,0,0,0,TRUE,2,865,2,2,2,2,Down
4921504A21Rik,3,34,-3.502500341,-3.559828919,1.78E-08,1.39E-07,1.39E-07,TRUE,2,33,2,2,2,2,Down
4921507G05Rik,47,249,-2.40541308,-2.462741659,0,0,0,TRUE,46,248,2,2,2,2,Down
4921507P07Rik,5,35,-2.807354922,-2.864683501,2.61E-07,1.91E-06,1.91E-06,TRUE,2,34,4,2,2,2,Down
4921511C10Rik,3,95,-4.984893108,-5.042221687,0,0,0,TRUE,2,2,2,94,2,2,Down
4921517D22Rik,7,115,-4.038135129,-4.095463708,0,0,0,TRUE,6,2,2,2,2,114,Down
4921531C22Rik,3,64,-4.415037499,-4.472366078,0,0,0,TRUE,2,63,2,2,2,2,Down
4921539H07Rik,3,1330,-8.79224803,-8.849576609,0,0,0,TRUE,2,144,2,1187,2,2,Down
4930405J17Rik,3,26,-3.115477217,-3.172805796,2.97E-06,2.04E-05,2.04E-05,TRUE,2,25,2,2,2,2,Down
4930412F09Rik,3,21,-2.807354922,-2.864683501,6.64E-05,0.000415934,0.000413598,TRUE,2,20,2,2,2,2,Down
4930440I19Rik,3,470,-7.291554446,-7.348883025,0,0,0,TRUE,2,469,2,2,2,2,Down
4930455J16Rik,3,39,-3.700439718,-3.757768297,6.87E-10,5.66E-09,5.65E-09,TRUE,2,38,2,2,2,2,Down
4930463O16Rik,3,6502,-11.08170534,-11.13903392,0,0,0,TRUE,2,7,2,2,2,6496,Down
4930473D10Rik,3,88,-4.874469118,-4.931797697,0,0,0,TRUE,2,2,2,87,2,2,Down
4930484H19Rik,11,66,-2.584962501,-2.64229108,1.31E-11,1.15E-10,1.15E-10,TRUE,10,65,2,2,2,2,Down
4930488N24Rik,3,25,-3.058893689,-3.116222268,5.56E-06,3.76E-05,3.74E-05,TRUE,2,24,2,2,2,2,Down
4930505M18Rik,3,153,-5.672425342,-5.729753921,0,0,0,TRUE,2,93,2,2,2,61,Down
4930507D10Rik,3,34,-3.502500341,-3.559828919,1.78E-08,1.39E-07,1.39E-07,TRUE,2,33,2,2,2,2,Down
4930513N10Rik,3,68,-4.502500341,-4.559828919,0,0,0,TRUE,2,67,2,2,2,2,Down
4930519G04Rik,3,47,-3.969626351,-4.02695493,3.50E-12,3.13E-11,3.13E-11,TRUE,2,36,2,2,2,12,Down
4930522L14Rik,3,203,-6.080373416,-6.137701995,0,0,0,TRUE,2,202,2,2,2,2,Down
4930528G23Rik,3,73,-4.604862058,-4.662190637,0,0,0,TRUE,2,72,2,2,2,2,Down
4930533B01Rik,5,215,-5.426264755,-5.483593334,0,0,0,TRUE,4,204,2,2,2,12,Down
4930533N22Rik,3,52,-4.115477217,-4.172805796,1.25E-13,1.17E-12,1.17E-12,TRUE,2,2,2,51,2,2,Down
4930551O13Rik,31,7729,-7.961869741,-8.019198319,0,0,0,TRUE,30,103,2,7627,2,2,Down
4930563D23Rik,3,23,-2.938599455,-2.995928034,1.94E-05,0.000126307,0.00012553,TRUE,2,22,2,2,2,2,Down
4930571N24Rik,3,26,-3.115477217,-3.172805796,2.97E-06,2.04E-05,2.04E-05,TRUE,2,16,2,6,2,7,Down
4930572K03Rik,3,585,-7.607330314,-7.664658893,0,0,0,TRUE,2,5,2,2,2,581,Down
4930579M01Rik,3,59,-4.297680549,-4.355009128,1.11E-15,1.11E-14,1.10E-14,TRUE,2,58,2,2,2,2,Down
4930587E11Rik,3,49,-4.029747343,-4.087075922,9.25E-13,8.43E-12,8.41E-12,TRUE,2,10,2,2,2,40,Down
4930589O11Rik,53,751,-3.824748643,-3.882077222,0,0,0,TRUE,2,440,16,312,38,2,Down
4930591A17Rik,3,36,-3.584962501,-3.64229108,4.87E-09,3.89E-08,3.88E-08,TRUE,2,35,2,2,2,2,Down
4930595L18Rik,35,213,-2.605426603,-2.662755182,0,0,0,TRUE,22,10,14,2,2,204,Down
4930597L12Rik,3,156,-5.700439718,-5.757768297,0,0,0,TRUE,2,2,2,2,2,155,Down
4930599N23Rik,3,41,-3.772589504,-3.829918083,1.85E-10,1.55E-09,1.55E-09,TRUE,2,40,2,2,2,2,Down
4931406P16Rik,3,380,-6.984893108,-7.042221687,0,0,0,TRUE,2,288,2,2,2,93,Down
4932422M17Rik,3,261,-6.442943496,-6.500272075,0,0,0,TRUE,2,260,2,2,2,2,Down
4932430I15Rik,3,83,-4.790076931,-4.84740551,0,0,0,TRUE,2,82,2,2,2,2,Down
4933400C23Rik,3,73,-4.604862058,-4.662190637,0,0,0,TRUE,2,2,2,72,2,2,Down
4933400F21Rik,3,44,-3.874469118,-3.931797697,2.56E-11,2.22E-10,2.21E-10,TRUE,2,43,2,2,2,2,Down
4933401J01Rik,3,67,-4.48112669,-4.538455269,0,0,0,TRUE,2,66,2,2,2,2,Down
4933412L11Rik,3,27,-3.169925001,-3.22725358,1.58E-06,1.11E-05,1.10E-05,TRUE,2,26,2,2,2,2,Down
4933415A04Rik,3,982,-8.354616714,-8.411945293,0,0,0,TRUE,2,331,2,2,2,652,Down
4933417E11Rik,3,24,-3,-3.057328579,1.04E-05,6.91E-05,6.88E-05,TRUE,2,23,2,2,2,2,Down
4933423L19Rik,3,112,-5.222392421,-5.279721,0,0,0,TRUE,2,111,2,2,2,2,Down
4933430H16Rik,3,25,-3.058893689,-3.116222268,5.56E-06,3.76E-05,3.74E-05,TRUE,2,2,2,24,2,2,Down
4933433G19Rik,3,29,-3.273018494,-3.330347073,4.44E-07,3.21E-06,3.20E-06,TRUE,2,28,2,2,2,2,Down
4933438B17Rik,3,25,-3.058893689,-3.116222268,5.56E-06,3.76E-05,3.74E-05,TRUE,2,24,2,2,2,2,Down
4933438K21Rik,3,29,-3.273018494,-3.330347073,4.44E-07,3.21E-06,3.20E-06,TRUE,2,28,2,2,2,2,Down
5031434C07Rik,3,32,-3.415037499,-3.472366078,6.49E-08,4.92E-07,4.90E-07,TRUE,2,31,2,2,2,2,Down
5031434O11Rik,3,95,-4.984893108,-5.042221687,0,0,0,TRUE,2,94,2,2,2,2,Down
5033428I22Rik,3,23,-2.938599455,-2.995928034,1.94E-05,0.000126307,0.00012553,TRUE,2,22,2,2,2,2,Down
5330409N07Rik,3,159,-5.727920455,-5.785249034,0,0,0,TRUE,2,158,2,2,2,2,Down
5330417C22Rik,3,26,-3.115477217,-3.172805796,2.97E-06,2.04E-05,2.04E-05,TRUE,2,2,2,2,2,25,Down
5330431K02Rik,3,23,-2.938599455,-2.995928034,1.94E-05,0.000126307,0.00012553,TRUE,2,22,2,2,2,2,Down
5330434G04Rik,12,255,-4.409390936,-4.466719515,0,0,0,TRUE,2,106,11,2,2,150,Down
5430401H09Rik,3,32,-3.415037499,-3.472366078,6.49E-08,4.92E-07,4.90E-07,TRUE,2,31,2,2,2,2,Down
5430427O19Rik,16,81,-2.339850003,-2.397178582,1.37E-12,1.25E-11,1.25E-11,TRUE,15,80,2,2,2,2,Down
5430431A17Rik,7,69,-3.301169535,-3.358498114,5.33E-15,5.20E-14,5.20E-14,TRUE,6,68,2,2,2,2,Down
5430434F05Rik,3,23,-2.938599455,-2.995928034,1.94E-05,0.000126307,0.00012553,TRUE,2,22,2,2,2,2,Down
5530601H04Rik,3,83,-4.790076931,-4.84740551,0,0,0,TRUE,2,9,2,2,2,75,Down
5730455P16Rik,3,26,-3.115477217,-3.172805796,2.97E-06,2.04E-05,2.04E-05,TRUE,2,25,2,2,2,2,Down
5830416I19Rik,3,20,-2.736965594,-2.794294173,0.000122253,0.000751352,0.00074836,TRUE,2,19,2,2,2,2,Down
5830417I10Rik,3,21,-2.807354922,-2.864683501,6.64E-05,0.000415934,0.000413598,TRUE,2,13,2,9,2,2,Down
5830444B04Rik,6,85,-3.824428435,-3.881757014,0,0,0,TRUE,2,84,5,2,2,2,Down
5930422O12Rik,3,58,-4.273018494,-4.330347073,2.22E-15,2.19E-14,2.19E-14,TRUE,2,57,2,2,2,2,Down
5930435M05Rik,8,502,-5.971543554,-6.028872133,0,0,0,TRUE,7,130,2,373,2,2,Down
6030443J06Rik,7,78,-3.478047297,-3.535375876,0,0,0,TRUE,6,77,2,2,2,2,Down
6330562C20Rik,3,33,-3.459431619,-3.516760198,3.41E-08,2.62E-07,2.61E-07,TRUE,2,32,2,2,2,2,Down
6430584L05Rik,3,270,-6.491853096,-6.549181675,0,0,0,TRUE,2,2,2,269,2,2,Down
6430590A07Rik,3,27,-3.169925001,-3.22725358,1.58E-06,1.11E-05,1.10E-05,TRUE,2,26,2,2,2,2,Down
6430710M23Rik,19,310,-4.028196892,-4.085525471,0,0,0,TRUE,17,8,2,261,3,44,Down
6720464F23Rik,44,3414,-6.277815724,-6.335144303,0,0,0,TRUE,29,744,2,2671,16,2,Down
6720469O03Rik,3,640,-7.736965594,-7.794294173,0,0,0,TRUE,2,639,2,2,2,2,Down
6820431F20Rik,79,446,-2.497119152,-2.554447731,0,0,0,TRUE,69,336,2,2,11,111,Down
7-Sep,1645,11228,-2.77094148,-2.828270059,0,0,0,TRUE,417,158,8,11061,1223,12,Down
7420701I03Rik,3,41,-3.772589504,-3.829918083,1.85E-10,1.55E-09,1.55E-09,TRUE,2,40,2,2,2,2,Down
8430429K09Rik,3,28772,-13.22741539,-13.28474397,0,0,0,TRUE,2,17,2,28756,2,2,Down
9130230L23Rik,3,25,-3.058893689,-3.116222268,5.56E-06,3.76E-05,3.74E-05,TRUE,2,24,2,2,2,2,Down
9230116N13Rik,32,570,-4.154818109,-4.212146688,0,0,0,TRUE,2,569,2,2,31,2,Down
9330118I20Rik,3,20,-2.736965594,-2.794294173,0.000122253,0.000751352,0.00074836,TRUE,2,14,2,2,2,7,Down
9330160F10Rik,39,1689,-5.436551394,-5.493879973,0,0,0,TRUE,38,1688,2,2,2,2,Down
9330162G02Rik,3,2581,-9.748751925,-9.806080504,0,0,0,TRUE,2,558,2,12,2,2014,Down
9430034N14Rik,3,32,-3.415037499,-3.472366078,6.49E-08,4.92E-07,4.90E-07,TRUE,2,31,2,2,2,2,Down
9430037O13Rik,87,2955,-5.085998919,-5.143327498,0,0,0,TRUE,86,1491,2,1465,2,2,Down
9430053O09Rik,11,2246,-7.673710594,-7.731039173,0,0,0,TRUE,10,2042,2,191,2,16,Down
9530026P05Rik,3,23,-2.938599455,-2.995928034,1.94E-05,0.000126307,0.00012553,TRUE,2,16,2,2,2,8,Down
9530027J09Rik,3,34,-3.502500341,-3.559828919,1.78E-08,1.39E-07,1.39E-07,TRUE,2,33,2,2,2,2,Down
9530046B11Rik,3,64,-4.415037499,-4.472366078,0,0,0,TRUE,2,63,2,2,2,2,Down
9530056K15Rik,3,28,-3.222392421,-3.279721,8.38E-07,5.97E-06,5.95E-06,TRUE,2,2,2,6,2,23,Down
9530059O14Rik,3,201,-6.06608919,-6.123417769,0,0,0,TRUE,2,39,2,163,2,2,Down
9630028H03Rik,3,8097,-11.39820926,-11.45553784,0,0,0,TRUE,2,133,2,7965,2,2,Down
A030003K21Rik,3,22,-2.874469118,-2.931797697,3.59E-05,0.000229681,0.000228878,TRUE,2,2,2,2,2,21,Down
A130010J15Rik,3,36307,-13.56299761,-13.62032618,0,0,0,TRUE,2,6,2,36302,2,2,Down
A230103L15Rik,3,1341,-8.804131021,-8.8614596,0,0,0,TRUE,2,1290,2,47,2,7,Down
A2ml1,7,638,-6.510057692,-6.567386271,0,0,0,TRUE,6,84,2,2,2,555,Down
A330076H08Rik,3,270,-6.491853096,-6.549181675,0,0,0,TRUE,2,269,2,2,2,2,Down
A3galt2,3,45,-3.906890596,-3.964219175,1.32E-11,1.16E-10,1.15E-10,TRUE,2,44,2,2,2,2,Down
A430018G15Rik,3,21,-2.807354922,-2.864683501,6.64E-05,0.000415934,0.000413598,TRUE,2,20,2,2,2,2,Down
A430033K04Rik,37,197,-2.412598454,-2.469927033,0,0,0,TRUE,36,196,2,2,2,2,Down
A430035B10Rik,32,276,-3.108524457,-3.165853036,0,0,0,TRUE,31,9,2,268,2,2,Down
A430078G23Rik,7,35,-2.321928095,-2.379256674,3.53E-06,2.41E-05,2.41E-05,TRUE,6,34,2,2,2,2,Down
A430090L17Rik,3,81,-4.754887502,-4.812216081,0,0,0,TRUE,2,80,2,2,2,2,Down
A430105I19Rik,3,22,-2.874469118,-2.931797697,3.59E-05,0.000229681,0.000228878,TRUE,2,9,2,14,2,2,Down
A430108G06Rik,76,4752,-5.966391607,-6.023720186,0,0,0,TRUE,75,63,2,3387,2,1305,Down
A530001N23Rik,3,23,-2.938599455,-2.995928034,1.94E-05,0.000126307,0.00012553,TRUE,2,22,2,2,2,2,Down
A530013C23Rik,3,164,-5.772589504,-5.829918083,0,0,0,TRUE,2,163,2,2,2,2,Down
A530017D24Rik,3,78,-4.700439718,-4.757768297,0,0,0,TRUE,2,26,2,53,2,2,Down
A530058O07Rik,3,29,-3.273018494,-3.330347073,4.44E-07,3.21E-06,3.20E-06,TRUE,2,28,2,2,2,2,Down
A630031M04Rik,3,21,-2.807354922,-2.864683501,6.64E-05,0.000415934,0.000413598,TRUE,2,20,2,2,2,2,Down
A630072M18Rik,3,4221,-10.45840661,-10.51573519,0,0,0,TRUE,2,2,2,2,2,4220,Down
A630075F10Rik,3,99,-5.044394119,-5.101722698,0,0,0,TRUE,2,6,2,2,2,94,Down
A630081D01Rik,23,4202,-7.513298491,-7.57062707,0,0,0,TRUE,6,3395,4,808,16,2,Down
A730011C13Rik,3,56,-4.222392421,-4.279721,8.55E-15,8.28E-14,8.27E-14,TRUE,2,55,2,2,2,2,Down
A730045E13Rik,3,87,-4.857980995,-4.915309574,0,0,0,TRUE,2,86,2,2,2,2,Down
A730094K22Rik,3,56,-4.222392421,-4.279721,8.55E-15,8.28E-14,8.27E-14,TRUE,2,2,2,2,2,55,Down
A830012C17Rik,3,33,-3.459431619,-3.516760198,3.41E-08,2.62E-07,2.61E-07,TRUE,2,32,2,2,2,2,Down
A830036E02Rik,15,153,-3.350497247,-3.407825826,0,0,0,TRUE,2,152,14,2,2,2,Down
A830082K12Rik,3,77,-4.68182404,-4.739152619,0,0,0,TRUE,2,50,2,2,2,28,Down
A930002C04Rik,3,834,-8.118941073,-8.176269652,0,0,0,TRUE,2,833,2,2,2,2,Down
A930007I19Rik,3,431,-7.166581558,-7.223910137,0,0,0,TRUE,2,430,2,2,2,2,Down
A930019D19Rik,3,21,-2.807354922,-2.864683501,6.64E-05,0.000415934,0.000413598,TRUE,2,20,2,2,2,2,Down
A930027P06Rik,248,1029,-2.052830957,-2.110159535,0,0,0,TRUE,247,1024,2,6,2,2,Down
AA545190,3,26,-3.115477217,-3.172805796,2.97E-06,2.04E-05,2.04E-05,TRUE,2,25,2,2,2,2,Down
AA914427,3,98,-5.029747343,-5.087075922,0,0,0,TRUE,2,97,2,2,2,2,Down
Aaas,18,103,-2.516575526,-2.573904105,1.11E-16,1.14E-15,1.13E-15,TRUE,17,102,2,2,2,2,Down
Aadacl2,3,59,-4.297680549,-4.355009128,1.11E-15,1.11E-14,1.10E-14,TRUE,2,58,2,2,2,2,Down
Aamp,3,27,-3.169925001,-3.22725358,1.58E-06,1.11E-05,1.10E-05,TRUE,2,6,2,2,2,22,Down
Aars,3,128,-5.415037499,-5.472366078,0,0,0,TRUE,2,127,2,2,2,2,Down
Abca1,15,87,-2.5360529,-2.593381479,1.49E-14,1.43E-13,1.43E-13,TRUE,14,86,2,2,2,2,Down
Abca9,69,311,-2.172246313,-2.229574892,0,0,0,TRUE,52,310,18,2,2,2,Down
Abcb10,6,29,-2.273018494,-2.330347073,3.06E-05,0.000197191,0.000197155,TRUE,2,24,2,2,5,6,Down
Abcb1a,14,193,-3.785102115,-3.842430694,0,0,0,TRUE,13,192,2,2,2,2,Down
Abcb4,15,279,-4.217230716,-4.274559295,0,0,0,TRUE,2,278,2,2,14,2,Down
Abcb5,3,106,-5.142957954,-5.200286533,0,0,0,TRUE,2,42,2,2,2,65,Down
Abcc9,3,211,-6.136136688,-6.193465267,0,0,0,TRUE,2,191,2,2,2,21,Down
Abcf1,3,27,-3.169925001,-3.22725358,1.58E-06,1.11E-05,1.10E-05,TRUE,2,21,2,2,2,7,Down
Abcg2,75,1070,-3.834576391,-3.89190497,0,0,0,TRUE,2,1069,74,2,2,2,Down
Abhd14a,3,483,-7.330916878,-7.388245457,0,0,0,TRUE,2,482,2,2,2,2,Down
Abhd17c,3,63,-4.392317423,-4.449646002,1.11E-16,1.14E-15,1.13E-15,TRUE,2,47,2,17,2,2,Down
Abi1,72,476,-2.724892762,-2.782221341,0,0,0,TRUE,2,475,60,2,13,2,Down
Abr,3,59,-4.297680549,-4.355009128,1.11E-15,1.11E-14,1.10E-14,TRUE,2,58,2,2,2,2,Down
Abra,3,748,-7.961931959,-8.019260538,0,0,0,TRUE,2,747,2,2,2,2,Down
Abraxas1,12,117,-3.285402219,-3.342730798,0,0,0,TRUE,2,116,11,2,2,2,Down
AC022775.2,28,188,-2.74723393,-2.804562509,0,0,0,TRUE,25,187,4,2,2,2,Down
AC093043.3,3,88,-4.874469118,-4.931797697,0,0,0,TRUE,2,2,2,2,2,87,Down
AC100400.1,3,24,-3,-3.057328579,1.04E-05,6.91E-05,6.88E-05,TRUE,2,9,2,16,2,2,Down
