"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0005762","GO:0005762","mitochondrial large ribosomal subunit","18/4489","57/28618",0.315789473684211,2.01320186186116,3.30266021753992,0.00206606463427941,0.00899623572183379,0.00514496696897249,"Mrpl13/Mrpl14/Mrpl16/Mrpl18/Mrpl19/Mrpl23/Mrpl28/Mrpl30/Mrpl33/Mrpl40/Mrpl41/Mrpl42/Mrpl48/Mrpl50/Mrpl57/Mrps18a/Mrps30/Nsun3",18
"GO:0090734","GO:0090734","site of DNA damage","31/4489","118/28618",0.26271186440678,1.67482471276303,3.16830326508861,0.00212601510571434,0.00920467903724049,0.00526417615888598,"Aplf/Chd4/Ddb2/Eloa/Ercc6/Esco2/Exd2/Helq/Hpf1/Kat7/Parp3/Pnkp/Polh/Polk/Poll/Polq/Rhno1/Rnf8/Rpa2/Sirt6/Sirt7/Slf1/Slfn9/Smarcad1/Smc5/Smc6/Smchd1/Topbp1/Trp53/Uimc1/Xrcc5",31
"GO:0030665","GO:0030665","clathrin-coated vesicle membrane","17/4489","53/28618",0.320754716981132,2.04485597918602,3.28393419283377,0.00225547282168843,0.00971000163913324,0.00555317126481719,"Ap1b1/Ap1g1/Ap1g2/Ap1s1/Ap1s2/Ap2a2/Clta/Cltb/Furin/Gad2/Necap1/Necap2/Sgip1/Slc17a8/Ston1/Ston2/Tbc1d5",17
"GO:0034451","GO:0034451","centriolar satellite","31/4489","119/28618",0.260504201680672,1.66075055551292,3.11539701678403,0.00245061543660858,0.0104908368690772,0.00599973264787671,"Ak5/Bbs5/C2cd3/Ccdc13/Cd2ap/Cep57/Chd3/Cntrl/Dysf/Flii/Flot1/Frmd8/Klhl12/Knstrn/Lrif1/Mid1/Mpp1/Nek1/Nr0b1/Nudt21/Patj/Pcnt/Pik3r5/Rab11a/Rab11fip3/Rab11fip5/Sdccag8/Tek/Tex9/Wdr13/Wdr62",31
"GO:0005581","GO:0005581","collagen trimer","23/4489","81/28618",0.283950617283951,1.81022471941014,3.14964084377048,0.00262008403621125,0.0111536380243906,0.00637879008440075,"C1qtnf7/C1qtnf9/Ccbe1/Col12a1/Col13a1/Col14a1/Col18a1/Col20a1/Col26a1/Col27a1/Col2a1/Col3a1/Col4a1/Col4a4/Col6a2/Col6a3/Col6a4/Col9a1/Col9a3/Fcna/Lox/Mbl2/Wdr33",23
"GO:0099738","GO:0099738","cell cortex region","15/4489","45/28618",0.333333333333333,2.12504640974233,3.25773660019293,0.00263471764355683,0.0111536380243906,0.00637879008440075,"Clta/Cltb/Ctbp1/Ctnna2/Ctnnd1/Erc2/Insc/Myo5b/Pclo/Phldb1/Ppfia3/Rims3/Stxbp1/Unc13a/Unc13b",15
"GO:0032426","GO:0032426","stereocilium tip","9/4489","21/28618",0.428571428571429,2.73220252681157,3.42503702171662,0.00276381797652015,0.0116355209840241,0.00665438000744021,"Cdc14a/Cdh23/Coro1a/Eps8/Espnl/Homer2/Myo3a/Tmc1/Whrn",9
"GO:0000421","GO:0000421","autophagosome membrane","14/4489","41/28618",0.341463414634146,2.17687680997995,3.25260862265874,0.00280850257965646,0.0117586756357045,0.00672481242323757,"Atg16l1/Chmp2b/Chmp4b/Chmp4c/Entpd4/Gabarapl2/Lamp1/Map1lc3a/Map1lc3b/Prkd1/Rb1cc1/Stx17/Tecpr1/Wipi1",14
"GO:0101031","GO:0101031","protein folding chaperone complex","13/4489","37/28618",0.351351351351351,2.23991378324192,3.25514870006972,0.00295483715891239,0.0123037481698975,0.00703654060275944,"Cct3/Cct5/Cct6a/Cct6b/Cct7/Dnajb11/Hspa8/Pih1d2/Psmg2/Sdf2/Stub1/Tcp1/Wdr83os",13
"GO:0001673","GO:0001673","male germ cell nucleus","24/4489","87/28618",0.275862068965517,1.75865909771779,3.0567856953706,0.00324838997294444,0.0134525715183895,0.00769355519907893,"Ankrd17/Brca1/Cdk2/Celf1/Ctcf/Gtf2a1l/Hmga1/Kif6/Kpna4/Mlh1/Morc1/Pou5f1/Ran/Rgs22/Smarcc1/Spata24/Stag3/Stpg4/Tbpl1/Tcfl5/Terf2/Top2a/Topbp1/Zbtb16",24
