GeneNames,value1,value2,log2.Fold_change.,log2.Fold_change..normalized,p.value,q.value.Benjamini.et.al..1995.,q.value.Storey.et.al..2003.,Signature.p.value...0.001.,Test.1.G,Test.1.G.1,Test.2.G,Test.2.G.1,Test.3.G,Test.3.G.1,change,label
Ndufa2,18,174,-3.273018494,-3.309768149,0,0,0,TRUE,9,1,8,133,1,40,Down,NA
Ndufb2,1553,17463,-3.491171689,-3.527921343,0,0,0,TRUE,774,36,778,5235,1,12192,Down,NA
Nek7,105,1493,-3.829752932,-3.866502587,0,0,0,TRUE,12,1,44,1491,49,1,Down,NA
Nell2,11,45,-2.032421478,-2.069171132,1.60E-06,7.65E-06,7.64E-06,TRUE,9,1,1,10,1,34,Down,NA
Nfkb1,73,439,-2.588252571,-2.625002225,0,0,0,TRUE,45,1,27,437,1,1,Down,NA
Nfs1,13,76,-2.547487795,-2.58423745,9.32E-13,5.96E-12,5.96E-12,TRUE,7,1,5,74,1,1,Down,NA
Nicn1,25,273,-3.448900951,-3.485650606,0,0,0,TRUE,10,1,14,271,1,1,Down,NA
Nid1,23,170,-2.88582898,-2.922578635,0,0,0,TRUE,17,1,5,1,1,168,Down,NA
Nlk.ps1,12,50,-2.058893689,-2.095643344,3.41E-07,1.68E-06,1.68E-06,TRUE,1,48,10,1,1,1,Down,NA
Nln,3,52,-4.115477217,-4.152226872,1.79E-13,1.17E-12,1.17E-12,TRUE,1,1,1,50,1,1,Down,NA
Nlrc4,13,193,-3.892017319,-3.928766974,0,0,0,TRUE,11,1,1,1,1,191,Down,NA
Nmd3,45,267,-2.568842835,-2.60559249,0,0,0,TRUE,35,260,9,6,1,1,Down,NA
Nmrk2,3,433,-7.173260714,-7.210010369,0,0,0,TRUE,1,1,1,1,1,431,Down,NA
Nol7,86,2894,-5.072584452,-5.109334107,0,0,0,TRUE,54,1,31,10,1,2883,Down,NA
Nom1,25,368,-3.879705766,-3.916455421,0,0,0,TRUE,23,1,1,366,1,1,Down,NA
Npsr1,8,43,-2.426264755,-2.46301441,1.75E-07,8.78E-07,8.78E-07,TRUE,6,1,1,41,1,1,Down,NA
Nqo1,15,73,-2.282933963,-2.319683618,5.14E-11,3.09E-10,3.09E-10,TRUE,13,1,1,1,1,71,Down,NA
Nr2f1,694,3228,-2.217633011,-2.254382665,0,0,0,TRUE,60,1,633,396,1,2831,Down,NA
Nrep,5788,64524,-3.47869905,-3.515448705,0,0,0,TRUE,4215,64243,1566,272,7,9,Down,NA
Nrsn2,3,29,-3.273018494,-3.309768149,5.40E-07,2.65E-06,2.65E-06,TRUE,1,1,1,27,1,1,Down,NA
Nsmce3,87,389,-2.160682849,-2.197432504,0,0,0,TRUE,11,1,75,387,1,1,Down,NA
Nsrp1,142,2597,-4.192883179,-4.229632834,0,0,0,TRUE,115,5,26,16,1,2576,Down,NA
Nudt22,3,22,-2.874469118,-2.911218773,4.16E-05,0.000177974,0.000177932,TRUE,1,1,1,20,1,1,Down,NA
Nup160,526,12229,-4.539099826,-4.57584948,0,0,0,TRUE,286,3,239,1795,1,10431,Down,NA
Nusap1,10,78,-2.963474124,-3.000223779,4.55E-15,3.14E-14,3.14E-14,TRUE,8,15,1,1,1,62,Down,NA
Oas2,31,310,-3.321928095,-3.35867775,0,0,0,TRUE,1,1,29,1,1,308,Down,NA
Obp1b,41,182,-2.150242636,-2.18699229,0,0,0,TRUE,7,180,33,1,1,1,Down,NA
Olfr103,7,44,-2.652076697,-2.688826351,2.78E-08,1.45E-07,1.45E-07,TRUE,1,1,5,1,1,42,Down,NA
Olfr1033,17,79,-2.216317907,-2.253067562,1.94E-11,1.18E-10,1.18E-10,TRUE,4,1,12,77,1,1,Down,NA
Olfr1082,3,24,-3,-3.036749655,1.22E-05,5.44E-05,5.44E-05,TRUE,1,1,1,22,1,1,Down,NA
Olfr1183,19,141,-2.891623839,-2.928373494,0,0,0,TRUE,13,139,5,1,1,1,Down,NA
Olfr1189,3,28,-3.222392421,-3.259142076,1.01E-06,4.90E-06,4.90E-06,TRUE,1,1,1,1,1,26,Down,NA
Olfr1191.ps1,11,60,-2.447458977,-2.484208632,5.59E-10,3.19E-09,3.19E-09,TRUE,1,6,1,1,9,53,Down,NA
Olfr1258,7,1776,-7.987060944,-8.023810599,0,0,0,TRUE,5,41,1,1,1,1734,Down,NA
Olfr1269,17,223,-3.713437059,-3.750186713,0,0,0,TRUE,5,221,11,1,1,1,Down,NA
Olfr1271,11,48,-2.125530882,-2.162280537,3.44E-07,1.70E-06,1.70E-06,TRUE,9,1,1,46,1,1,Down,NA
Olfr1309,19,85,-2.161463423,-2.198213077,7.18E-12,4.44E-11,4.44E-11,TRUE,7,1,11,1,1,83,Down,NA
Olfr1315.ps1,5,152,-4.925999419,-4.962749073,0,0,0,TRUE,3,1,1,1,1,150,Down,NA
Olfr1340,4,66,-4.044394119,-4.081143774,1.11E-16,8.04E-16,7.98E-16,TRUE,2,1,1,64,1,1,Down,NA
Olfr1381,7,48,-2.777607579,-2.814357233,2.73E-09,1.50E-08,1.50E-08,TRUE,5,1,1,46,1,1,Down,NA
Olfr1418,39,340,-3.123988717,-3.160738372,0,0,0,TRUE,21,338,17,1,1,1,Down,NA
Olfr1440,91,465,-2.353292266,-2.390041921,0,0,0,TRUE,3,346,87,1,1,118,Down,NA
Olfr1443,35,225,-2.684498174,-2.721247829,0,0,0,TRUE,22,1,12,223,1,1,Down,NA
Olfr1448,14,157,-3.487265827,-3.524015482,0,0,0,TRUE,12,155,1,1,1,1,Down,NA
Olfr1459,6,34,-2.502500341,-2.539249995,2.27E-06,1.07E-05,1.07E-05,TRUE,4,23,1,10,1,1,Down,NA
Olfr1490,7,41,-2.550197083,-2.586946737,1.54E-07,7.82E-07,7.81E-07,TRUE,5,1,1,39,1,1,Down,NA
Olfr160,77,1509,-4.29259055,-4.329340205,0,0,0,TRUE,52,1,24,1,1,1507,Down,NA
Olfr32,7,106,-3.920565533,-3.957315187,0,0,0,TRUE,1,104,5,1,1,1,Down,NA
Olfr324,8,100,-3.64385619,-3.680605845,0,0,0,TRUE,1,1,6,1,1,98,Down,NA
Olfr348,15,254,-4.081794091,-4.118543746,0,0,0,TRUE,6,1,8,252,1,1,Down,NA
Olfr38,90,2653,-4.881555864,-4.918305519,0,0,0,TRUE,54,1,35,1,1,2651,Down,NA
Olfr427,3,91,-4.922832139,-4.959581794,0,0,0,TRUE,1,89,1,1,1,1,Down,NA
Olfr432,6,42,-2.807354922,-2.844104577,2.21E-08,1.17E-07,1.17E-07,TRUE,4,1,1,40,1,1,Down,NA
Olfr459,3,91,-4.922832139,-4.959581794,0,0,0,TRUE,1,1,1,1,1,89,Down,NA
Olfr472,652,2718,-2.059601587,-2.096351241,0,0,0,TRUE,223,1,428,22,1,2695,Down,NA
Olfr504,3,41,-3.772589504,-3.809339159,2.45E-10,1.42E-09,1.42E-09,TRUE,1,39,1,1,1,1,Down,NA
Olfr529.ps1,3,108,-5.169925001,-5.206674656,0,0,0,TRUE,1,1,1,106,1,1,Down,NA
Olfr544,12,84,-2.807354922,-2.844104577,2.55E-15,1.77E-14,1.77E-14,TRUE,1,1,10,82,1,1,Down,NA
Olfr591,12,415,-5.112005026,-5.14875468,0,0,0,TRUE,1,357,10,57,1,1,Down,NA
Olfr592,34,460,-3.75802721,-3.794776864,0,0,0,TRUE,28,1,5,458,1,1,Down,NA
Olfr630,8,85,-3.409390936,-3.446140591,0,0,0,TRUE,2,1,5,83,1,1,Down,NA
Olfr648,3,40,-3.736965594,-3.773715249,4.70E-10,2.68E-09,2.68E-09,TRUE,1,1,1,38,1,1,Down,NA
Olfr680.ps1,14,183,-3.708344916,-3.745094571,0,0,0,TRUE,9,181,4,1,1,1,Down,NA
Olfr714,9,52,-2.530514717,-2.567264371,4.00E-09,2.20E-08,2.20E-08,TRUE,7,48,1,3,1,1,Down,NA
Olfr729,16,2913,-7.508289986,-7.545039641,0,0,0,TRUE,10,1,5,2911,1,1,Down,NA
Olfr735,3,76,-4.662965013,-4.699714668,0,0,0,TRUE,1,1,1,1,1,74,Down,NA
Olfr791,3,223,-6.215937399,-6.252687054,0,0,0,TRUE,1,1,1,1,1,221,Down,NA
Olfr810,3,23,-2.938599455,-2.97534911,2.26E-05,9.88E-05,9.87E-05,TRUE,1,21,1,1,1,1,Down,NA
Olfr813,3,184,-5.938599455,-5.97534911,0,0,0,TRUE,1,182,1,1,1,1,Down,NA
Olfr832,8,72,-3.169925001,-3.206674656,7.22E-15,4.96E-14,4.96E-14,TRUE,6,1,1,70,1,1,Down,NA
Olfr837,3,36,-3.584962501,-3.621712156,6.24E-09,3.39E-08,3.39E-08,TRUE,1,1,1,34,1,1,Down,NA
Olfr844,3,46,-3.938599455,-3.97534911,9.35E-12,5.75E-11,5.75E-11,TRUE,1,1,1,44,1,1,Down,NA
Olfr898,12,89,-2.89077093,-2.927520585,1.11E-16,8.04E-16,7.98E-16,TRUE,6,1,5,1,1,87,Down,NA
Olfr941.ps1,9,138,-3.938599455,-3.97534911,0,0,0,TRUE,1,136,7,1,1,1,Down,NA
Otc,10,148,-3.887525271,-3.924274926,0,0,0,TRUE,3,1,6,146,1,1,Down,NA
Ovgp1,6,35,-2.544320516,-2.581070171,1.28E-06,6.14E-06,6.14E-06,TRUE,4,1,1,1,1,33,Down,NA
P2rx7,65,443,-2.768795076,-2.80554473,0,0,0,TRUE,41,170,23,1,1,272,Down,NA
Pakap,3,33,-3.459431619,-3.496181273,4.27E-08,2.22E-07,2.22E-07,TRUE,1,1,1,1,1,31,Down,NA
Pam,1115,20917,-4.229560334,-4.266309989,0,0,0,TRUE,1078,53,3,3335,34,17529,Down,NA
Papd5,11,46,-2.064130337,-2.100879992,9.63E-07,4.67E-06,4.67E-06,TRUE,5,1,5,1,1,44,Down,NA
Papd7,3,25,-3.058893689,-3.095643344,6.57E-06,2.99E-05,2.99E-05,TRUE,1,1,1,1,1,23,Down,NA
Papln,26,231,-3.151309323,-3.188058978,0,0,0,TRUE,4,1,21,1,1,229,Down,NA
Parp8,203,1673,-3.042885813,-3.079635468,0,0,0,TRUE,163,27,39,101,1,1545,Down,NA
Pask,27,129,-2.256339753,-2.293089408,0,0,0,TRUE,15,1,11,127,1,1,Down,NA
Pbx3,13,58,-2.157541277,-2.194290932,1.55E-08,8.26E-08,8.25E-08,TRUE,11,56,1,1,1,1,Down,NA
Pcdh20,8,50,-2.64385619,-2.680605845,3.39E-09,1.87E-08,1.87E-08,TRUE,6,1,1,48,1,1,Down,NA
Pcdhac2,3,255,-6.409390936,-6.446140591,0,0,0,TRUE,1,4,1,29,1,222,Down,NA
Pcdhb9,3,1832,-9.254241287,-9.290990942,0,0,0,TRUE,1,1830,1,1,1,1,Down,NA
Pcf11,7,59,-3.075288127,-3.112037782,3.87E-12,2.42E-11,2.42E-11,TRUE,1,1,5,57,1,1,Down,NA
Pcsk1,275,2398,-3.124328135,-3.16107779,0,0,0,TRUE,215,1,59,1,1,2396,Down,NA
Pcsk1n,15,342,-4.510961919,-4.547711574,0,0,0,TRUE,1,340,13,1,1,1,Down,NA
Pdcd2,33,243,-2.880418384,-2.917168039,0,0,0,TRUE,1,1,31,241,1,1,Down,NA
Pde2a,64,263,-2.038918989,-2.075668644,0,0,0,TRUE,34,1,29,1,1,261,Down,NA
Pde6a,6,44,-2.874469118,-2.911218773,6.78E-09,3.68E-08,3.68E-08,TRUE,1,1,4,1,1,42,Down,NA
Pdgfa,577,3791,-2.715935233,-2.752684887,0,0,0,TRUE,86,1,490,3789,1,1,Down,NA
Pdia6,67,783,-3.546779307,-3.583528962,0,0,0,TRUE,29,781,37,1,1,1,Down,NA
Pik3ap1,3,830,-8.112005026,-8.14875468,0,0,0,TRUE,1,825,1,4,1,1,Down,NA
Pla1a,3,25,-3.058893689,-3.095643344,6.57E-06,2.99E-05,2.99E-05,TRUE,1,1,1,23,1,1,Down,NA
Pla2g1b,3,48,-4,-4.036749655,2.51E-12,1.58E-11,1.58E-11,TRUE,1,1,1,1,1,46,Down,NA
Pla2g4e,14,67,-2.258734268,-2.295483923,4.08E-10,2.33E-09,2.33E-09,TRUE,7,1,6,65,1,1,Down,NA
Platr16,3,45,-3.906890596,-3.94364025,1.80E-11,1.09E-10,1.09E-10,TRUE,1,43,1,1,1,1,Down,NA
Plcd1,3,27,-3.169925001,-3.206674656,1.89E-06,9.03E-06,9.02E-06,TRUE,1,1,1,25,1,1,Down,NA
Pld5,66,800,-3.59946207,-3.636211725,0,0,0,TRUE,21,409,44,390,1,1,Down,NA
Plekhg4,3,24,-3,-3.036749655,1.22E-05,5.44E-05,5.44E-05,TRUE,1,1,1,22,1,1,Down,NA
Plekhm3,15,132,-3.137503524,-3.174253179,0,0,0,TRUE,13,1,1,130,1,1,Down,NA
Plekhs1,9,74,-3.039528364,-3.076278019,1.08E-14,7.34E-14,7.34E-14,TRUE,1,1,7,72,1,1,Down,NA
Plpp4,7,102,-3.86507042,-3.901820075,0,0,0,TRUE,5,1,1,33,1,68,Down,NA
Pnpla7,319,1521,-2.253391824,-2.290141479,0,0,0,TRUE,100,1,203,1519,16,1,Down,NA
Polg,13,54,-2.054447784,-2.091197439,1.21E-07,6.14E-07,6.14E-07,TRUE,1,1,11,25,1,28,Down,NA
Por,3,32,-3.415037499,-3.451787154,8.07E-08,4.15E-07,4.15E-07,TRUE,1,1,1,1,1,30,Down,NA
Pou3f3,136,647,-2.250159061,-2.286908716,0,0,0,TRUE,96,27,35,432,5,188,Down,NA
Pou4f2,3,43,-3.841302254,-3.878051909,6.66E-11,3.95E-10,3.95E-10,TRUE,1,1,1,41,1,1,Down,NA
Ppat.1,67,651,-3.280424543,-3.317174198,0,0,0,TRUE,50,1,16,8,1,642,Down,NA
Ppm1b,10,66,-2.722466024,-2.759215679,5.20E-12,3.22E-11,3.22E-11,TRUE,8,50,1,15,1,1,Down,NA
Ppp2r1b,6,44,-2.874469118,-2.911218773,6.78E-09,3.68E-08,3.68E-08,TRUE,4,1,1,42,1,1,Down,NA
Ppp4r3a,1635,60219,-5.20285621,-5.239605865,0,0,0,TRUE,999,32,478,1,158,60186,Down,NA
Ppp4r3b,193,2289,-3.56804471,-3.604794365,0,0,0,TRUE,169,1,14,1,10,2287,Down,NA
Prdm1,9,102,-3.502500341,-3.539249995,0,0,0,TRUE,7,1,1,100,1,1,Down,NA
Prlr,228,1912,-3.067976794,-3.104726449,0,0,0,TRUE,210,1,17,1906,1,5,Down,NA
Prokr1,13,1011,-6.281127564,-6.317877219,0,0,0,TRUE,11,1009,1,1,1,1,Down,NA
Prpf38b,3624,14787,-2.028674526,-2.065424181,0,0,0,TRUE,1760,447,1863,9642,1,4698,Down,NA
Prrg1,3,67,-4.48112669,-4.517876345,0,0,0,TRUE,1,1,1,65,1,1,Down,NA
Prrg4,798,4005,-2.327341591,-2.364091246,0,0,0,TRUE,489,4003,308,1,1,1,Down,NA
Prss47,6,71,-3.564784619,-3.601534274,4.44E-16,3.16E-15,3.16E-15,TRUE,4,1,1,69,1,1,Down,NA
Ptger4,3,67,-4.48112669,-4.517876345,0,0,0,TRUE,1,1,1,1,1,65,Down,NA
Ptma,77,472,-2.615856509,-2.652606163,0,0,0,TRUE,41,1,20,65,16,406,Down,NA
Ptpn22,1476,35164,-4.574334564,-4.611084219,0,0,0,TRUE,775,1,626,9188,75,25975,Down,NA
Ptpn6,19,202,-3.410283969,-3.447033624,0,0,0,TRUE,1,1,17,1,1,200,Down,NA
Pxmp2,119,723,-2.603034074,-2.639783728,0,0,0,TRUE,80,1,38,721,1,1,Down,NA
Pycard,227,26009,-6.840174824,-6.876924478,0,0,0,TRUE,180,1,46,5,1,26003,Down,NA
Rab4b,3,25,-3.058893689,-3.095643344,6.57E-06,2.99E-05,2.99E-05,TRUE,1,1,1,1,1,23,Down,NA
Rad50,34,280,-3.041820176,-3.07856983,0,0,0,TRUE,22,27,11,252,1,1,Down,NA
Rad9b,289,3461,-3.582047544,-3.618797198,0,0,0,TRUE,190,3459,98,1,1,1,Down,NA
Rai2,28,2848,-6.668378509,-6.705128164,0,0,0,TRUE,16,1,11,40,1,2807,Down,NA
Ranbp2.ps4,8,83,-3.375039431,-3.411789086,0,0,0,TRUE,1,1,6,81,1,1,Down,NA
Rasa1,23,224,-3.283792966,-3.320542621,0,0,0,TRUE,9,1,13,1,1,222,Down,NA
Rasa3,16,127,-2.988684687,-3.025434342,0,0,0,TRUE,14,1,1,1,1,125,Down,NA
Rbbp6,168,796,-2.244307198,-2.281056853,0,0,0,TRUE,76,480,91,304,1,12,Down,NA
Rbm12b1,3,83,-4.790076931,-4.826826585,0,0,0,TRUE,1,1,1,1,1,81,Down,NA
Rbm22,3,53,-4.142957954,-4.179707609,9.26E-14,6.13E-13,6.13E-13,TRUE,1,51,1,1,1,1,Down,NA
Rbm47,59,275,-2.220644759,-2.257394414,0,0,0,TRUE,24,1,34,32,1,242,Down,NA
Rbms1,203,9250,-5.509901733,-5.546651388,0,0,0,TRUE,64,70,34,9179,105,1,Down,NA
Rbp3,20,90,-2.169925001,-2.206674656,1.55E-12,9.80E-12,9.80E-12,TRUE,14,1,5,88,1,1,Down,NA
Rcor3,341,1386,-2.023083613,-2.059833268,0,0,0,TRUE,127,66,213,1319,1,1,Down,NA
Rdh16f1,3,59,-4.297680549,-4.334430203,1.67E-15,1.16E-14,1.16E-14,TRUE,1,57,1,1,1,1,Down,NA
Renbp,13,406,-4.964896199,-5.001645854,0,0,0,TRUE,1,404,11,1,1,1,Down,NA
Rhbdd3,7,67,-3.258734268,-3.295483923,2.91E-14,1.95E-13,1.95E-13,TRUE,5,65,1,1,1,1,Down,NA
Rhox4a,3,26,-3.115477217,-3.152226872,3.53E-06,1.66E-05,1.65E-05,TRUE,1,1,1,24,1,1,Down,NA
Ric3,39,394,-3.336649601,-3.373399255,0,0,0,TRUE,31,293,7,74,1,27,Down,NA
Ric8a,7,126,-4.169925001,-4.206674656,0,0,0,TRUE,1,1,5,124,1,1,Down,NA
Rnf103,156,8999,-5.850146759,-5.886896414,0,0,0,TRUE,150,8997,1,1,5,1,Down,NA
Rnf122,858,6572,-2.937282927,-2.974032582,0,0,0,TRUE,309,678,480,40,69,5854,Down,NA
Rnf149,28,171,-2.610497593,-2.647247248,0,0,0,TRUE,18,5,9,165,1,1,Down,NA
Rnf19a,3,29,-3.273018494,-3.309768149,5.40E-07,2.65E-06,2.65E-06,TRUE,1,27,1,1,1,1,Down,NA
Rnf2,15,329,-4.455053178,-4.491802833,0,0,0,TRUE,1,327,13,1,1,1,Down,NA
Rnpepl1,187,1973,-3.399280781,-3.436030436,0,0,0,TRUE,110,1,76,52,1,1920,Down,NA
Rorb,289,44603,-7.269927446,-7.306677101,0,0,0,TRUE,207,39,65,1,17,44563,Down,NA
Rp1l1,9,45,-2.321928095,-2.35867775,1.91E-07,9.55E-07,9.55E-07,TRUE,1,1,7,43,1,1,Down,NA
Rpf1,34,390,-3.519867472,-3.556617127,0,0,0,TRUE,15,1,18,388,1,1,Down,NA
Rpl11,33,329,-3.317549654,-3.354299309,0,0,0,TRUE,1,1,31,87,1,241,Down,NA
Rpl15,3,224,-6.222392421,-6.259142076,0,0,0,TRUE,1,1,1,1,1,222,Down,NA
Rpl18,3,63,-4.392317423,-4.429067078,1.11E-16,8.04E-16,7.98E-16,TRUE,1,1,1,61,1,1,Down,NA
Rpl19.ps1,10,225,-4.491853096,-4.528602751,0,0,0,TRUE,8,1,1,223,1,1,Down,NA
Rpl26,24,131,-2.448460501,-2.485210156,0,0,0,TRUE,22,1,1,42,1,88,Down,NA
Rpl35a.ps7,12,57,-2.247927513,-2.284677168,8.98E-09,4.83E-08,4.83E-08,TRUE,5,1,6,55,1,1,Down,NA
Rplp0,7,45,-2.684498174,-2.721247829,1.56E-08,8.29E-08,8.29E-08,TRUE,5,1,1,1,1,43,Down,NA
Rprd2,2687,26956,-3.326538204,-3.363287859,0,0,0,TRUE,608,26527,2078,128,1,301,Down,NA
Rps10.ps1,3,517,-7.42905797,-7.465807624,0,0,0,TRUE,1,1,1,515,1,1,Down,NA
Rps15a.ps6,57,407,-2.83599497,-2.872744625,0,0,0,TRUE,3,405,53,1,1,1,Down,NA
Rps19.ps8,171,762,-2.155794673,-2.192544327,0,0,0,TRUE,76,760,84,1,11,1,Down,NA
Rps24.ps2,12,111,-3.209453366,-3.24620302,0,0,0,TRUE,1,1,10,109,1,1,Down,NA
Rrp1b,11,59,-2.423211431,-2.459961086,9.68E-10,5.46E-09,5.46E-09,TRUE,9,1,1,57,1,1,Down,NA
Rsf1,1022,4096,-2.002820519,-2.039570174,0,0,0,TRUE,462,2707,559,730,1,659,Down,NA
Rubcnl,5,30,-2.584962501,-2.621712156,6.11E-06,2.81E-05,2.81E-05,TRUE,1,1,3,28,1,1,Down,NA
Rufy1,4,136,-5.087462841,-5.124212496,0,0,0,TRUE,2,1,1,1,1,134,Down,NA
Rwdd3,141,2906,-4.365267635,-4.40201729,0,0,0,TRUE,94,120,46,2785,1,1,Down,NA
Rwdd4a,190,5558,-4.870494511,-4.907244166,0,0,0,TRUE,113,4803,46,648,31,107,Down,NA
Scfd1,1395,8222,-2.55922425,-2.595973905,0,0,0,TRUE,299,5312,1071,2909,25,1,Down,NA
Scgb1b19,3,25,-3.058893689,-3.095643344,6.57E-06,2.99E-05,2.99E-05,TRUE,1,23,1,1,1,1,Down,NA
Scgb1b6.ps,3,21,-2.807354922,-2.844104577,7.63E-05,0.000320741,0.000320641,TRUE,1,1,1,1,1,19,Down,NA
Scgb2b26,16,76,-2.247927513,-2.284677168,3.17E-11,1.91E-10,1.91E-10,TRUE,8,1,7,74,1,1,Down,NA
Sdc2,3,41,-3.772589504,-3.809339159,2.45E-10,1.42E-09,1.42E-09,TRUE,1,1,1,39,1,1,Down,NA
Sdhb,6,76,-3.662965013,-3.699714668,0,0,0,TRUE,1,1,4,74,1,1,Down,NA
Selenof,63,12981,-7.686833983,-7.723583637,0,0,0,TRUE,61,1,1,1,1,12979,Down,NA
Senp3,9,42,-2.222392421,-2.259142076,9.54E-07,4.62E-06,4.62E-06,TRUE,7,1,1,40,1,1,Down,NA
Sfmbt1,22,231,-3.392317423,-3.429067078,0,0,0,TRUE,20,1,1,1,1,229,Down,NA
Sft2d1,61,408,-2.741688004,-2.778437659,0,0,0,TRUE,59,1,1,1,1,406,Down,NA
Sftpd,17,202,-3.570748642,-3.607498296,0,0,0,TRUE,12,1,4,200,1,1,Down,NA
Sfxn3,3,20,-2.736965594,-2.773715249,0.000139434,0.000574514,0.000574184,TRUE,1,18,1,1,1,1,Down,NA
Sharpin,7,56,-3,-3.036749655,2.37E-11,1.43E-10,1.43E-10,TRUE,5,54,1,1,1,1,Down,NA
Shf,3,49,-4.029747343,-4.066496998,1.30E-12,8.23E-12,8.23E-12,TRUE,1,1,1,1,1,47,Down,NA
Shisa7,3,35,-3.544320516,-3.581070171,1.19E-08,6.37E-08,6.36E-08,TRUE,1,1,1,33,1,1,Down,NA
Shkbp1,25,101,-2.014355293,-2.051104948,8.85E-13,5.66E-12,5.66E-12,TRUE,20,1,4,99,1,1,Down,NA
Shroom4,3,38,-3.662965013,-3.699714668,1.72E-09,9.59E-09,9.59E-09,TRUE,1,1,1,1,1,36,Down,NA
Siglech,15,240,-4,-4.036749655,0,0,0,TRUE,1,1,13,238,1,1,Down,NA
Sirt3,3,275,-6.518325308,-6.555074962,0,0,0,TRUE,1,1,1,273,1,1,Down,NA
Skap1,981,6081,-2.631983548,-2.668733203,0,0,0,TRUE,802,1,178,27,1,6053,Down,NA
Skil,166,850,-2.3562796,-2.393029254,0,0,0,TRUE,52,33,113,14,1,803,Down,NA
Skor2,10,53,-2.40599236,-2.442742014,7.86E-09,4.27E-08,4.27E-08,TRUE,4,1,5,1,1,51,Down,NA
Slc10a7,419,6825,-4.025806897,-4.062556552,0,0,0,TRUE,59,1,42,1,318,6823,Down,NA
Slc12a5,3,51,-4.087462841,-4.124212496,3.48E-13,2.24E-12,2.24E-12,TRUE,1,1,1,49,1,1,Down,NA
Slc17a1,43,396,-3.203091865,-3.23984152,0,0,0,TRUE,33,1,9,1,1,394,Down,NA
Slc22a13,5,38,-2.925999419,-2.962749073,5.46E-08,2.81E-07,2.81E-07,TRUE,3,1,1,1,1,36,Down,NA
Slc22a29,3,23,-2.938599455,-2.97534911,2.26E-05,9.88E-05,9.87E-05,TRUE,1,1,1,21,1,1,Down,NA
Slc22a30,13,58,-2.157541277,-2.194290932,1.55E-08,8.26E-08,8.25E-08,TRUE,3,1,9,1,1,56,Down,NA
Slc25a13,405,1925,-2.248864633,-2.285614287,0,0,0,TRUE,111,1494,293,430,1,1,Down,NA
Slc25a38,110,517,-2.232660757,-2.269410412,0,0,0,TRUE,56,1,53,515,1,1,Down,NA
Slc25a40,10,41,-2.03562391,-2.072373565,4.55E-06,2.10E-05,2.10E-05,TRUE,1,1,8,1,1,39,Down,NA
Slc28a3,1533,12560,-3.034406862,-3.071156517,0,0,0,TRUE,997,12558,535,1,1,1,Down,NA
Slc29a3,133,707,-2.410283969,-2.447033624,0,0,0,TRUE,86,1,46,21,1,685,Down,NA
Slc30a1,39,807,-4.371022644,-4.407772299,0,0,0,TRUE,37,1,1,1,1,805,Down,NA
Slc30a6,3,43,-3.841302254,-3.878051909,6.66E-11,3.95E-10,3.95E-10,TRUE,1,41,1,1,1,1,Down,NA
Slc35b1,35,27779,-9.632424028,-9.669173683,0,0,0,TRUE,28,1,6,12,1,27766,Down,NA
Slc35b3,7,39,-2.478047297,-2.514796952,4.76E-07,2.34E-06,2.34E-06,TRUE,1,1,5,37,1,1,Down,NA
Slc35c1,3,47,-3.969626351,-4.006376006,4.85E-12,3.01E-11,3.01E-11,TRUE,1,1,1,1,1,45,Down,NA
Slc38a10,30,163,-2.441837559,-2.478587213,0,0,0,TRUE,12,1,1,161,17,1,Down,NA
Slc38a9,3460,39306,-3.505905611,-3.542655266,0,0,0,TRUE,1549,6,1561,1,350,39299,Down,NA
Slc39a9,201,1355,-2.753025445,-2.7897751,0,0,0,TRUE,66,1,134,1,1,1353,Down,NA
Slc6a15,40,224,-2.485426827,-2.522176482,0,0,0,TRUE,30,1,9,52,1,171,Down,NA
Slc9b2,72,504,-2.807354922,-2.844104577,0,0,0,TRUE,16,157,28,346,28,1,Down,NA
Slfn10.ps,3,20,-2.736965594,-2.773715249,0.000139434,0.000574514,0.000574184,TRUE,1,1,1,1,1,18,Down,NA
Slfn4,15,154,-3.359895945,-3.3966456,0,0,0,TRUE,1,1,13,152,1,1,Down,NA
Slirp,60,560,-3.222392421,-3.259142076,0,0,0,TRUE,49,558,10,1,1,1,Down,NA
Smc2,7,78,-3.478047297,-3.514796952,0,0,0,TRUE,5,1,1,55,1,22,Down,NA
Smgc,7,29,-2.050626073,-2.087375728,0.000107205,0.00044971,0.000449657,TRUE,1,27,1,1,5,1,Down,NA
Smyd1,40,299,-2.902073579,-2.938823234,0,0,0,TRUE,32,1,7,1,1,297,Down,NA
Snapc1,13,176,-3.7589919,-3.795741555,0,0,0,TRUE,11,174,1,1,1,1,Down,NA
Sncaip,7,47,-2.74723393,-2.783983584,4.89E-09,2.66E-08,2.66E-08,TRUE,1,1,5,45,1,1,Down,NA
Snhg15,9,142,-3.979822118,-4.016571773,0,0,0,TRUE,1,1,7,1,1,140,Down,NA
Snrpa,82,449,-2.45301963,-2.489769285,0,0,0,TRUE,35,1,46,447,1,1,Down,NA
Snrpe,5,25,-2.321928095,-2.35867775,0.000103625,0.000435064,0.000435013,TRUE,3,1,1,23,1,1,Down,NA
Snx30,43,13380,-8.281525741,-8.318275396,0,0,0,TRUE,37,5,1,1,5,13374,Down,NA
