GeneNames,value1,value2,log2(Fold_change),log2(Fold_change) normalized,p-value,q-value(Benjamini et al. 1995),q-value(Storey et al. 2003),Signature(p-value < 0.001)
Cyp24a1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Saxo2,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Sct,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Pln,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Colec10,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Capn8,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Atp6v0a4,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Ripor1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Samd10,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gng10,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Rassf7,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Nepn,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Polr3k,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Degs1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Pold1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Rnh1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Cyp3a16,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Mybpc2,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Arfrp1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Ucn,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Mbd3l1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Hoxb4,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Josd2,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Hoxb5,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Aspdh,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gmeb2,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Hoxb7,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Angptl6,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Nlrp6,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Omt2b,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Elovl3,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Lmx1b,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
9130409I23Rik,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Sema6c,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Smurf1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Stap2,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
1700028J19Rik,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Scgb3a2,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Lefty1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Scgb1c1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Ost4,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Rap1gap2,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gngt2,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Trmt112,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Hace1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Agbl3,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Vars2,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Birc7,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Zcchc2,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Nipal2,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Mrps34,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Prl3a1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
A230050P20Rik,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Ctu1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Prl3b1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Irs2,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Zfp653,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Ccdc68,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Plcl2,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
E330034G19Rik,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Cnst,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Supt3,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Edc3,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Slco4a1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Klk1b16,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Cldnd2,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Rabggtb,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Ppp1r9b,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Rbbp8nl,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Txndc5,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Hils1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Asb17,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Timm8b,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Mtg1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Ttc16,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
St6galnac5,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Arpin,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Pigk,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Osbpl2,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Eme1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Hrh3,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Echdc3,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Fam173b,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Zfp503,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Chad,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
En2,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Rsad1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Rln1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Itga9,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Cdc123,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gipc2,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
9330171B17Rik,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Whrn,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Ifi44l,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Shd,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Fam102a,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Akna,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Cmc1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Naif1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Dap,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
1700003H04Rik,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Tbc1d19,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Tekt5,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Nubp2,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Rlbp1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Orm1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Ptchd3,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Tbc1d25,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Ciz1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Metrnl,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Rpl39l,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Svs1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
D1Pas1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Isg20,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Lyplal1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Vstm2b,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Npepl1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gimap3,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
2300002M23Rik,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Pcsk1n,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
BC017643,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Spdye4a,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Hexdc,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
AF529169,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Uts2r,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Igfbp2,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Tex19.1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Tex19.2,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
C130074G19Rik,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Smarcal1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Sectm1b,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Wdr17,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Synpo2l,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Hlx,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Wdr45,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Neil3,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Prss23,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Alg1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Ttc36,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Prpf18,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Dcxr,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Ppl,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Mtmr12,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Tcta,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Col10a1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Wfs1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Prrx2,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Nrtn,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Ccdc27,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Cdnf,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Uhrf1bp1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Cdsn,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Cyp7b1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Foxp3,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Cep104,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Sgcz,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
4921524L21Rik,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Cfap70,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Flicr,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Ajap1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Rsph4a,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Ppp1r3f,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
2210406O10Rik,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Olfr303,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Stub1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Mocos,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm7488,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Hs3st6,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Ccdc151,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Zfp189,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Coro7,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Kcne1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Mrpl12,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Vasn,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Baat,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Rxrb,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Spout1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Dusp26,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Oxld1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Kcne2,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Capsl,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Tbc1d13,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Mrps6,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Tspan10,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Batf2,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Slc7a12,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Plekhg5,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Cplx3,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Wdr34,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Got1l1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Slc6a5,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Prkrip1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Slx4,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Alg2,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Fam71f1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Orai2,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Alkbh4,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Thap3,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Il22ra2,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Dnajc11,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Polr2j,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Defb3,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Cep131,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Defb5,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Zfand1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
2600006K01Rik,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Zc3h10,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Xkr5,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Wdr70,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Zfp335,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Slc45a1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Endov,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
4932438H23Rik,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Neurl2,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Slc39a5,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Lrrc17,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Tmem120a,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Fgl2,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Eva1c,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Spsb1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Rhbdd2,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Mrap,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Olfr906,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Ccdc40,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Tbc1d16,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Deup1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Dtx4,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Cbx4,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Bahd1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Ptger3,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Saa4,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Saa3,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Disp2,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Ift88,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Ndufb10,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Plcb2,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Pfpl,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Tnni3k,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Bmf,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Flywch1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Mrps35,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Mettl11b,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Rep15,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gorab,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gpr26,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Svs2,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gpr176,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Rdh7,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Abcc8,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Ndp,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
9430038I01Rik,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Tdrd6,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Rgl3,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Maob,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Hmx3,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Thbs1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Wfdc5,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Tax1bp3,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
1700034J05Rik,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Kcns1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Cd209c,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Alkbh3,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Nemp1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Cd209e,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm6369,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Ttc12,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Syngr4,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Tm7sf3,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Trappc5,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Tbc1d10c,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Nxph4,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Daam2,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Klhdc4,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gbp2b,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Mrps28,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gzmg,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Stac3,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Hey1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Ctsg,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm15429,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Olfr56,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Il7,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Arhgap9,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Mars,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Ufl1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Sec1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Lrrd1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gpr63,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Pex2,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Cbln3,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Ppp1ca,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Map3k10,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Abhd13,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Havcr1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Fbxl4,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Slc25a28,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Cdh18,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Hipk4,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Plekha4,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Mterf1a,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Large2,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Slc26a10,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Spns2,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Hypm,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Os9,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Mybbp1a,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Blvrb,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
4921522P10Rik,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Ggt6,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Rabggta,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Prdm13,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Dgkz,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Dxo,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Lrrc52,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Sox30,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Chrm4,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Igsf23,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
9-Mar,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Abcg5,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Tex47,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Tlr8,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Cblc,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Abhd11,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Matn1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Necab1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm9770,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Tmem225,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Pitpnm3,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Aipl1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Mettl27,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gstm2,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Plppr2,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Apoc1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Tmem270,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Cyp2b13,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Cd79b,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Nlrp4a,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Bace2,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Tlx3,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Tmem51,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gemin8,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Aicda,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Mael,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Dok4,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Cyp2b23,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Ppp1r14c,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
1700063H04Rik,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Dnph1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Efhd2,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Clcf1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Sh3bgr,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Kremen2,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Hmgn1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Tbl3,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Col16a1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Slco4c1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Apobec2,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Limd2,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Ap1g2,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Cyp2s1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
A930016O22Rik,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
St8sia4,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Creg1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Klc3,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Rcsd1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Kcna2,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Hesx1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Erg,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Ppp1r13l,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Lat2,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Myh6,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Snrnp25,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Il25,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Oard1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
