GeneNames,value1,value2,log2(Fold_change),log2(Fold_change) normalized,p-value,q-value(Benjamini et al. 1995),q-value(Storey et al. 2003),Signature(p-value < 0.001)
Gm21981,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Igkv13-87,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm14111,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm7278,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm12372,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm11885,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm15766,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm14797,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm12024,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm12509,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm4297,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm15554,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm14165,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm12778,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Rps12-ps5,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Rplp0-ps1,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Mdk-ps1,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm6325,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Sult2a-ps2,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm16072,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm15789,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm12479,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm12799,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm12928,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm12011,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm9378,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm11979,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm14227,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Olfr602-ps1,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Rps12-ps1,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm14083,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm6222,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Olfr1004-ps1,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm13121,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm5555,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm13478,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm11660,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Hmgb1-ps5,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm13313,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Hspe1-ps5,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm12504,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm25318,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm25545,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm23206,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm15880,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
BB557941,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm11944,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm12977,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm13490,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm13211,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm11417,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
4930515L19Rik,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm15893,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm12111,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Sspnos,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm40614,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
4930470G03Rik,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm11906,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
1700123O12Rik,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Bcas3os1,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm7846,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm13446,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm14051,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm11827,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Lyrm7os,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Platr21,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
1700060C16Rik,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm15963,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm6286,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Bcas1os2,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
2010001A14Rik,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm15461,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm13652,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm11817,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Pet100,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
A530058N18Rik,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm15283,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm24903,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm23351,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm24885,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm22014,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm24741,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm3555,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm15524,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Far2os1,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
A830011K09Rik,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
E430024P14Rik,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Cmc4,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm16110,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm8362,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm17057,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm17137,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
A930033H14Rik,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Rps13,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
1810064F22Rik,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Mtag2,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm6467,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Speer4f2,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
6530401F13Rik,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Vmn2r59,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm18522,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gpank1,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm20620,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm19553,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
AI606473,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Vmn2r21,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm23147,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm4767,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Olfr1512,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Olfr937,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm21915,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Sgo2b,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm21399,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Vmn2r50,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm16430,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Rnaset2b,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Rpl29-ps2,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm21812,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Olfr143,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Mup12,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm25253,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Hsd3b4,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Vmn1r91,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm8989,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm12350,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Ighv14-3,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm8979,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm5728,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Olfr487,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm25144,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Ighv2-6,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Vmn2r33,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
5033403F01Rik,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
D930007P13Rik,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm9918,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
9330151L19Rik,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
4833428L15Rik,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm26830,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
4932441J04Rik,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm16907,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm26683,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Zfp87,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Fendrr,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm26782,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm26784,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm26695,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Rp31-ps19,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm26749,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm7389,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm26764,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Rps19-ps5,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
D930032P07Rik,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm16973,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm17518,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
4732463B04Rik,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm26593,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm4217,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm27019,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm6317,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm21232,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm9135,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm6981,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm26937,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gapdh-ps14,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm26974,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm19272,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Mir7211,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm27457,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm27162,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Mir378c,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm19569,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Obox4-ps39,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm8506,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Olfr1228,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Ppp1r2-ps2,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm29274,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm29049,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm8391,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm9553,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
4930532M18Rik,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm21803,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm28885,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm4131,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm28639,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm29443,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm28277,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm21163,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
2010320M18Rik,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm21497,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm3508,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm29446,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Olfr1167,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm18406,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm29038,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm19891,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm29354,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm21242,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm29383,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm28652,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm28177,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm8581,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm28144,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm6244,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm37717,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm37541,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm18865,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
A430050A11Rik,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm29856,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm38352,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm9722,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm33206,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm30097,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm38021,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm37076,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm7369,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm37602,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm37258,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm37795,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm37658,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm7626,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm19114,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm9116,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm38111,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm37018,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm37945,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm37347,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
4930456G14Rik,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm37548,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm37684,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm37583,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm37092,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm37641,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm35048,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Ighv1-44,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm38359,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm10531,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
C230057A21Rik,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm38157,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm37581,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm38305,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm38307,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm37931,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm36996,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm38215,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
8030445P17Rik,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm37653,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm37288,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm37608,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm37941,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm37894,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm37451,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm37212,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
D130019J16Rik,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm38250,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm37397,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Rpl13-ps4,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
2900018N21Rik,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm20172,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
9430062P05Rik,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm37750,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm37509,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm37663,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm37163,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Trav13n-1,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm3283,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm42783,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm42979,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm43473,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm43710,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm43655,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm43096,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm18719,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm43676,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm35911,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm35507,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm5715,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm4863,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm43362,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Pgk1-ps3,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm43483,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm8872,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm43839,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm43301,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm43745,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm42837,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
4930458A03Rik,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
C79130,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm43130,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm43669,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm43219,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm42826,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm43623,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm42907,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm43848,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm44460,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm43011,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm43056,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm2479,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm43582,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm43176,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm43363,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Peg13,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm42737,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
A930005G22Rik,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm43598,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm43167,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm43196,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
4921513H07Rik,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm42742,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm43269,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm43051,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
Gm35549,7,3,1.222392421,1.279721,0.178681851,0.669540482,0.650379693,FALSE
