"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"mmu04921","Organismal Systems","Endocrine system","mmu04921","Oxytocin signaling pathway - Mus musculus (house mouse)","51/1875","154/9574",0.331168831168831,1.69099220779221,4.26594807208592,4.50524911438439e-05,0.00130233379378273,0.000875283415186181,"Actg1/Adcy3/Adcy6/Adcy7/Adcy9/Cacna1c/Cacna2d1/Cacna2d3/Cacna2d4/Cacnb2/Cacnb3/Cacng3/Calm3/Camk1g/Camk2g/Cd38/Cdkn1a/Eef2/Eef2k/Elk1/Gnai2/Gnao1/Itpr2/Kcnj9/Kras/Map2k2/Mef2c/Myl6b/Myl9/Mylk2/Mylk3/Mylk4/Nfatc1/Nos3/Nppa/Pik3r5/Pla2g4a/Plcb3/Plcb4/Ppp1ca/Ppp1r12b/Ppp1r12c/Prkaa1/Prkab1/Prkab2/Prkag1/Prkcg/Raf1/Rcan1/Rgs2/Rock2",51
"mmu05222","Human Diseases","Cancer: specific types","mmu05222","Small cell lung cancer - Mus musculus (house mouse)","35/1875","94/9574",0.372340425531915,1.90121985815603,4.33309306239927,4.85576035257608e-05,0.00130233379378273,0.000875283415186181,"Akt1/Bcl2/Bcl2l1/Birc3/Casp9/Cdk2/Cdk4/Cdk6/Cdkn1a/Cdkn1b/Col4a1/Col4a4/Cycs/Cyct/Ddb2/E2f3/Gadd45g/Ikbkb/Ikbkg/Lama1/Lamb3/Lamc1/Lamc2/Lamc3/Pik3ca/Pik3cd/Pik3r1/Polk/Ptk2/Rela/Skp2/Traf4/Traf6/Trp53/Xiap",35
"mmu04371","Environmental Information Processing","Signal transduction","mmu04371","Apelin signaling pathway - Mus musculus (house mouse)","47/1875","139/9574",0.338129496402878,1.72653429256595,4.25794523640069,4.93595898518234e-05,0.00130233379378273,0.000875283415186181,"Adcy3/Adcy6/Adcy7/Adcy9/Akt1/Aplnr/Calm3/Gm3785/Gna13/Gnai2/Gnb5/Gng12/Hdac4/Itpr2/Kras/Map1lc3a/Map1lc3b/Map2k2/Mef2c/Mras/Myl2/Myl4/Mylk2/Mylk3/Mylk4/Nos3/Nrf1/Pde3b/Pik3r4/Pik3r5/Plat/Plcb3/Plcb4/Ppargc1a/Prkaa1/Prkab1/Prkab2/Prkag1/Prkce/Raf1/Rps6/Rps6kb1/Rps6kb2/Serpine1/Slc8a1/Slc8a3/Smad3",47
"mmu04820",NA,NA,"mmu04820","Cytoskeleton in muscle cells - Mus musculus (house mouse)","70/1875","232/9574",0.301724137931034,1.54064367816092,4.11379547105094,6.30291556982796e-05,0.00154421431460785,0.00103784850360325,"Actc1/Actg1/Actn2/Ankrd1/Atp1a2/Bgn/Capn3/Capza1/Col27a1/Col3a1/Col4a1/Col4a4/Col6a2/Col6a3/Col6a4/Col9a1/Col9a3/Daam1/Daam2/Dag1/Des/Diaph1/Dsc2/Dsp/Eln/Eno1b/Fhl1/Fhl3/Fmnl3/Inf2/Itga1/Itga11/Itgb5/Jup/Lama1/Lbr/Lmnb1/Mybpc1/Mybph/Mybphl/Myh10/Myh11/Myh2/Myh3/Myh7/Myh7b/Myl2/Myl4/Myl9/Myom1/Myoz2/Pdlim1/Pdlim2/Pdlim5/Plec/Sgce/Sntb2/Sptbn2/Sspn/Syne3/Tln1/Tln2/Tmod1/Tmod3/Tmod4/Tnni1/Tpm4/Ttn/Vim/Xirp2",70
"mmu05012","Human Diseases","Neurodegenerative disease","mmu05012","Parkinson disease - Mus musculus (house mouse)","80/1875","274/9574",0.291970802919708,1.49084184914842,4.06801828532114,6.88759817918422e-05,0.0015546601097329,0.0010448690011708,"Bcl2l1/Calm3/Camk2g/Casp9/Cox4i1/Cox5a/Cox6b1/Cox6c/Cox7a2/Cox7b/Cycs/Cyct/Daxx/Eif2s1/Ern1/Gm10015/Gm10145/Gm11954/Gm5928/Gnai2/Gnal/Hspa5/Itpr2/Kif5c/Klc2/Lrrk2/Map3k5/Mcu/Mfn1/Mfn2/Ndufa8/Ndufab1/Ndufb10/Ndufb6/Ndufb9/Ndufs2/Ndufs4/Ndufv2/Ndufv3/Pink1/Psma1/Psma3/Psma4/Psma6/Psma7/Psma8/Psmb4/Psmb6/Psmb7/Psmc1/Psmc4/Psmc5/Psmd7/Psmd9/Slc11a2/Slc18a1/Slc25a31/Slc25a5/Slc39a11/Slc39a13/Slc39a2/Slc6a3/Snca/Trap1/Trp53/Tuba4a/Tuba8/Tubb3/Tubb4a/Uba1/Uba1y/Uba52/Ubb/Ube2j2/Ube2l3/Uchl1/Uqcrc1/Uqcrfs1/Vdac2/Vdac3",80
"mmu05016","Human Diseases","Neurodegenerative disease","mmu05016","Huntington disease - Mus musculus (house mouse)","88/1875","308/9574",0.285714285714286,1.45889523809524,4.03971072270587,7.25205882091146e-05,0.0015546601097329,0.0010448690011708,"Actr1a/Ap2a2/Atg14/Casp9/Clta/Cltb/Cox4i1/Cox5a/Cox6b1/Cox6c/Cox7a2/Cox7b/Creb3/Creb3l1/Creb3l2/Creb5/Cycs/Cyct/Dctn2/Dctn6/Dnah14/Dnah17/Dnah2/Dnah5/Dnah7a/Dnah7b/Dnah8/Dnal4/Ern1/Gria2/Gria3/Grin1/Grin2b/Hip1/Kcnj10/Kif5c/Klc2/Map3k5/Ndufa8/Ndufab1/Ndufb10/Ndufb6/Ndufb9/Ndufs2/Ndufs4/Ndufv2/Ndufv3/Nrf1/Pik3r4/Plcb3/Plcb4/Polr2c/Polr2f/Polr2j/Ppargc1a/Psma1/Psma3/Psma4/Psma6/Psma7/Psma8/Psmb4/Psmb6/Psmb7/Psmc1/Psmc4/Psmc5/Psmd7/Psmd9/Rb1cc1/Rcor1/Rest/Slc25a31/Slc25a5/Sp1/Tbpl1/Trp53/Tuba4a/Tuba8/Tubb3/Tubb4a/Ulk2/Uqcrc1/Uqcrfs1/Vdac2/Vdac3/Wipi1/Wipi2",88
"mmu04015","Environmental Information Processing","Signal transduction","mmu04015","Rap1 signaling pathway - Mus musculus (house mouse)","65/1875","214/9574",0.303738317757009,1.55092834890966,4.0222734123831,9.15193619940743e-05,0.0018465377155275,0.00124103654964101,"Actg1/Adcy3/Adcy6/Adcy7/Adcy9/Akt1/Apbb1ip/Bcar1/Calm3/Cdc42/Cnr1/Crk/Csf1/Csf1r/Ctnnd1/Efna4/Farp2/Fgf2/Fgf7/Fgf9/Gnai2/Gnao1/Grin1/Grin2b/Igf1r/Itgal/Kdr/Kras/Krit1/Magi3/Map2k2/Mapk12/Met/Mras/P2ry1/Pard3/Pard6g/Pdgfra/Pik3ca/Pik3cd/Pik3r1/Plcb3/Plcb4/Plce1/Prkcg/Prkci/Prkd1/Prkd2/Prkd3/Raf1/Rapgef1/Rapgef4/Rapgef5/Rapgef6/Rasgrp2/Rassf5/Rgs14/Sipa1/Sipa1l2/Sipa1l3/Tek/Tiam1/Tln1/Tln2/Vav3",65
"mmu05014","Human Diseases","Neurodegenerative disease","mmu05014","Amyotrophic lateral sclerosis - Mus musculus (house mouse)","103/1875","375/9574",0.274666666666667,1.40248462222222,3.92375716711479,0.000102348772160523,0.00195031271394774,0.00131078252065231,"Actg1/Actr1a/Als2/Ang/Anxa7/Atg14/Bad/Bcl2/Bcl2l1/Bid/Casp12/Casp9/Chchd10/Chmp2b/Cox4i1/Cox5a/Cox6b1/Cox6c/Cox7a2/Cox7b/Cycs/Cyct/Daxx/Dctn2/Dctn6/Dnah14/Dnah17/Dnah2/Dnah5/Dnah7a/Dnah7b/Dnah8/Dnal4/Eif2s1/Ern1/Gria2/Grin1/Grin2b/Hnrnpa3/Hspa5/Kif5c/Klc2/Map1lc3a/Map1lc3b/Map3k5/Mapk12/Mcu/Ndufa8/Ndufab1/Ndufb10/Ndufb6/Ndufb9/Ndufs2/Ndufs4/Ndufv2/Ndufv3/Nrg3/Nrg4/Nup107/Nup133/Nup153/Nup188/Nup210l/Nup35/Nup54/Nup93/Nxf1/Nxt2/Optn/Pik3r4/Pink1/Pom121/Prph/Psma1/Psma3/Psma4/Psma6/Psma7/Psma8/Psmb4/Psmb6/Psmb7/Psmc1/Psmc4/Psmc5/Psmd7/Psmd9/Ranbp2/Rb1cc1/Smcr8/Sqstm1/Tomm40l/Trp53/Tuba4a/Tuba8/Tubb3/Tubb4a/Ulk2/Uqcrc1/Uqcrfs1/Vapb/Wipi1/Wipi2",103
"mmu04142","Cellular Processes","Transport and catabolism","mmu04142","Lysosome - Mus musculus (house mouse)","45/1875","136/9574",0.330882352941176,1.68952941176471,3.9965915795493,0.000126502581349426,0.00228370449488701,0.00153485126401797,"Acp2/Ap1b1/Ap1g1/Ap1g2/Ap1s1/Ap1s2/Ap3d1/Ap3s1/Ap4e1/Arsb/Arsg/Atp6v0a2/Atp6v0a4/Atp6v0b/Atp6v0c/Atp6v0d1/Atp6v0d2/Atp6v1h/Clta/Cltb/Ctsb/Ctsc/Ctsz/Dmxl1/Dmxl2/Entpd4/Fuca2/Galc/Glb1/Gm2a/Gusb/Hexa/Igf2r/Lamp1/Laptm4b/Man2b1/Mcoln1/Mfsd8/Napsa/Neu1/Npc1/Ppt1/Slc11a2/Sort1/Tpp1",45
"mmu04022","Environmental Information Processing","Signal transduction","mmu04022","cGMP-PKG signaling pathway - Mus musculus (house mouse)","54/1875","172/9574",0.313953488372093,1.60308837209302,3.93860620524413,0.000136999789449318,0.0023495463890558,0.00157910283628424,"Adcy3/Adcy6/Adcy7/Adcy9/Adora1/Adra1a/Adrb1/Adrb3/Akt1/Atp1a2/Atp2a3/Atp2b2/Atp2b4/Bad/Cacna1c/Calm3/Creb3/Creb3l1/Creb3l2/Creb5/Gna13/Gnai2/Itpr2/Kcnj8/Kcnmb3/Kng1/Kng2/Map2k2/Mef2c/Myh7/Myl9/Mylk2/Mylk3/Mylk4/Nfatc1/Nos3/Nppa/Pde3b/Pde5a/Pik3r5/Plcb3/Plcb4/Ppp1ca/Prkce/Raf1/Rgs2/Rock2/Slc25a31/Slc25a5/Slc8a1/Slc8a3/Trpc6/Vdac2/Vdac3",54
"mmu04914","Organismal Systems","Endocrine system","mmu04914","Progesterone-mediated oocyte maturation - Mus musculus (house mouse)","33/1875","93/9574",0.354838709677419,1.81185376344086,3.88239496344786,0.000229442413979239,0.00374755942832757,0.00251869116097511,"Adcy3/Adcy6/Adcy7/Adcy9/Akt1/Anapc11/Anapc13/Anapc15/Anapc16/Anapc5/Araf/Aurka/Ccna2/Ccnb2/Ccnb3/Cdc25a/Cdk2/Cpeb2/Gnai2/Igf1r/Kif22/Kras/Mad2l1/Mapk12/Mos/Pde3b/Pik3ca/Pik3cd/Pik3r1/Raf1/Rps6ka1/Rps6ka2/Rps6ka3",33
"mmu04137","Cellular Processes","Transport and catabolism","mmu04137","Mitophagy - animal - Mus musculus (house mouse)","35/1875","101/9574",0.346534653465347,1.76945214521452,3.83624237920334,0.000255063893280366,0.00388763758439799,0.00261283606255381,"Arih1/Bcl2l1/Bcl2l13/Bnip3l/Csnk2b/Eif2s1/Fis1/Fkbp8/Gabarapl2/Gm5928/Hif1a/Kras/Map1lc3a/Map1lc3b/Mfn1/Mfn2/Mras/Optn/Pgam5/Phb2/Pink1/Rab7b/Rela/Rhot1/Smurf1/Sp1/Sqstm1/Tax1bp1/Tbc1d15/Tomm20/Tomm40l/Tomm70a/Trp53/Uba52/Ubb",35
"mmu05161","Human Diseases","Infectious disease: viral","mmu05161","Hepatitis B - Mus musculus (house mouse)","51/1875","164/9574",0.310975609756098,1.58788292682927,3.74736042218373,0.000269106143001228,0.00388763758439799,0.00261283606255381,"Akt1/Araf/Bad/Bcl2/Bid/Birc5/Casp12/Casp9/Ccna2/Cdk2/Cdkn1a/Creb3/Creb3l1/Creb3l2/Creb5/Cycs/Cyct/Ddb2/E2f3/Egr3/Elk1/Fadd/Ifnar1/Ikbkb/Ikbkg/Il6/Irak4/Jak1/Kras/Map2k2/Map3k7/Mapk12/Nfatc1/Pik3ca/Pik3cd/Pik3r1/Prkcg/Raf1/Rela/Slc10a1/Smad3/Sos1/Stat3/Stat5a/Tab2/Tgfb2/Ticam2/Tirap/Traf6/Trp53/Vdac3",51
"mmu04211","Organismal Systems","Aging","mmu04211","Longevity regulating pathway - Mus musculus (house mouse)","32/1875","90/9574",0.355555555555556,1.81551407407407,3.8358750164576,0.000272021288704233,0.00388763758439799,0.00261283606255381,"Adcy3/Adcy6/Adcy7/Adcy9/Akt1/Appl1/Creb3/Creb3l1/Creb3l2/Creb5/Foxo1/Igf1r/Kras/Pik3ca/Pik3cd/Pik3r1/Ppargc1a/Prkaa1/Prkab1/Prkab2/Prkag1/Rb1cc1/Rela/Rheb/Rps6kb1/Rps6kb2/Rptor/Sesn1/Sesn2/Sesn3/Sirt1/Trp53",32
"mmu04066","Environmental Information Processing","Signal transduction","mmu04066","HIF-1 signaling pathway - Mus musculus (house mouse)","39/1875","117/9574",0.333333333333333,1.70204444444444,3.77040800650634,0.000293061195141174,0.00395944221732391,0.00266109512227693,"Akt1/Aldoa/Bcl2/Camk2g/Cdkn1a/Cdkn1b/Edn1/Egln1/Egln2/Eno1b/Epas1/Hif1a/Hk1/Hkdc1/Ifngr2/Igf1r/Il6/Map2k2/Mknk1/Nos3/Nppa/Pdhb/Pfkfb3/Pfkl/Pfkm/Pfkp/Pik3ca/Pik3cd/Pik3r1/Prkcg/Rela/Rps6/Rps6kb1/Rps6kb2/Serpine1/Stat3/Tek/Tfrc/Vhl",39
"mmu05223","Human Diseases","Cancer: specific types","mmu05223","Non-small cell lung cancer - Mus musculus (house mouse)","27/1875","72/9574",0.375,1.9148,3.84496505249197,0.000300132646211142,0.00395944221732391,0.00266109512227693,"Akt1/Alk/Araf/Bad/Casp9/Cdk4/Cdk6/Cdkn1a/Ddb2/E2f3/Gadd45g/Kif5c/Kras/Map2k2/Met/Pik3ca/Pik3cd/Pik3r1/Polk/Prkcg/Raf1/Rassf5/Sos1/Stat3/Stat5a/Stk4/Trp53",27
"mmu04071","Environmental Information Processing","Signal transduction","mmu04071","Sphingolipid signaling pathway - Mus musculus (house mouse)","41/1875","126/9574",0.325396825396825,1.66151957671958,3.688633761461,0.000368816239256869,0.00468533222463356,0.00314895736441537,"Abcc1/Acer1/Acer2/Adora1/Akt1/Bcl2/Bid/Cers2/Degs1/Fyn/Gna13/Gnai2/Kng1/Kng2/Kras/Map2k2/Map3k5/Mapk12/Ms4a2/Nos3/Pik3ca/Pik3cd/Pik3r1/Plcb3/Plcb4/Pld1/Ppp2ca/Ppp2r3c/Ppp2r5c/Ppp2r5e/Prkce/Prkcg/Raf1/Rela/Rock2/S1pr1/S1pr3/Sgms1/Sgms2/Sptlc2/Trp53",41
"mmu04210","Cellular Processes","Cell growth and death","mmu04210","Apoptosis - Mus musculus (house mouse)","43/1875","135/9574",0.318518518518519,1.62639802469136,3.61711050061299,0.000449839523163122,0.00551053415874824,0.00370356599897457,"Actg1/Akt1/Bad/Bcl2/Bcl2l1/Bid/Birc3/Birc5/Capn2/Casp12/Casp6/Casp9/Cflar/Csf2rb/Csf2rb2/Ctsb/Ctsc/Ctsz/Cycs/Cyct/Daxx/Diablo/Eif2s1/Ern1/Fadd/Gadd45g/Ikbkb/Ikbkg/Itpr2/Kras/Lmnb1/Map2k2/Map3k5/Parp3/Pik3ca/Pik3cd/Pik3r1/Raf1/Rela/Trp53/Tuba4a/Tuba8/Xiap",43
"mmu04810","Cellular Processes","Cell motility","mmu04810","Regulation of actin cytoskeleton - Mus musculus (house mouse)","66/1875","234/9574",0.282051282051282,1.44019145299145,3.36421390916601,0.000812872445868996,0.0096143189287264,0.00646167207423993,"Actg1/Actn1/Actr3/Akt1/Araf/Arhgef1/Arpc1b/Arpc2/Bcar1/Bdkrb1/C9/Cdc42/Chrm1/Crk/Cyfip1/Diaph1/Ezr/Fgf2/Fgf7/Fgf9/Gm5637/Gna13/Gng12/Iqgap1/Itga1/Itga11/Itgal/Itgb5/Kng1/Kng2/Kras/Limk2/Map2k2/Mos/Mras/Msn/Myh10/Myh11/Myl12a/Myl2/Myl9/Mylk2/Mylk3/Mylk4/Nckap1l/Pak1/Pak3/Pdgfra/Pik3ca/Pik3cd/Pik3r1/Pip5k1a/Pip5k1c/Ppp1ca/Ppp1r12b/Ppp1r12c/Ptk2/Raf1/Rdx/Rgcc/Rock2/Sos1/Spata13/Tiam1/Tmsb4x/Vav3",66
"mmu01521","Human Diseases","Drug resistance: antineoplastic","mmu01521","EGFR tyrosine kinase inhibitor resistance - Mus musculus (house mouse)","28/1875","80/9574",0.35,1.78714666666667,3.48886002899942,0.00085317836112108,0.00975467259548435,0.00655600214335146,"Akt1/Araf/Axl/Bad/Bcl2/Bcl2l1/Erbb3/Fgf2/Gab1/Igf1r/Il6/Jak1/Kdr/Kras/Map2k2/Met/Pdgfra/Pik3ca/Pik3cd/Pik3r1/Prkcg/Raf1/Rps6/Rps6kb1/Rps6kb2/Shc1/Sos1/Stat3",28
"mmu04152","Environmental Information Processing","Signal transduction","mmu04152","AMPK signaling pathway - Mus musculus (house mouse)","40/1875","127/9574",0.31496062992126,1.60823097112861,3.4051083772554,0.000895567491325583,0.00981198319637769,0.00659451993250487,"Adra1a/Akt1/Ccna2/Cftr/Cpt1a/Cpt1c/Creb3/Creb3l1/Creb3l2/Creb5/Eef2/Eef2k/Foxo1/Hnf4a/Igf1r/Map3k7/Pfkfb2/Pfkfb3/Pfkl/Pfkm/Pfkp/Pik3ca/Pik3cd/Pik3r1/Ppargc1a/Ppp2ca/Ppp2r3c/Ppp2r5c/Ppp2r5e/Prkaa1/Prkab1/Prkab2/Prkag1/Rab10/Rheb/Rps6kb1/Rps6kb2/Rptor/Sirt1/Stradb",40
"mmu04962","Organismal Systems","Excretory system","mmu04962","Vasopressin-regulated water reabsorption - Mus musculus (house mouse)","18/1875","44/9574",0.409090909090909,2.08887272727273,3.57243646643589,0.00091540368012853,0.00981198319637769,0.00659451993250487,"Adcy3/Adcy6/Adcy9/Aqp3/Aqp4/Creb3/Creb3l1/Creb3l2/Creb5/Dctn2/Dctn6/Dync1h1/Dync1i1/Dynll1/Dynll2/Nsf/Rab11a/Stx4a",18
"mmu05410","Human Diseases","Cardiovascular disease","mmu05410","Hypertrophic cardiomyopathy - Mus musculus (house mouse)","33/1875","100/9574",0.33,1.685024,3.39818174757519,0.00101061586176475,0.0105042800177366,0.00705980458457672,"Ace3/Actc1/Actg1/Atp2a3/Cacna1c/Cacna2d1/Cacna2d3/Cacna2d4/Cacnb2/Cacnb3/Cacng3/Dag1/Des/Edn1/Il6/Itga1/Itga11/Itgb5/Lama1/Myh7/Myl2/Prkaa1/Prkab1/Prkab2/Prkag1/Sgce/Slc8a1/Slc8a3/Sntb2/Sspn/Tgfb2/Tpm4/Ttn",33
"mmu05211","Human Diseases","Cancer: specific types","mmu05211","Renal cell carcinoma - Mus musculus (house mouse)","25/1875","70/9574",0.357142857142857,1.82361904761905,3.41294817572477,0.00113801961919433,0.0114806096877546,0.00771598441497087,"Akt1/Araf/Bad/Cdc42/Cdkn1a/Crk/Egln1/Egln2/Epas1/Gab1/Hif1a/Kras/Map2k2/Met/Pak1/Pak3/Pik3ca/Pik3cd/Pik3r1/Ptpn11/Raf1/Rapgef1/Sos1/Tgfb2/Vhl",25
"mmu01522","Human Diseases","Drug resistance: antineoplastic","mmu01522","Endocrine resistance - Mus musculus (house mouse)","31/1875","93/9574",0.333333333333333,1.70204444444444,3.35727188561122,0.00117720810040539,0.0114849003022255,0.00771886808711798,"Abcb11/Adcy3/Adcy6/Adcy7/Adcy9/Akt1/Araf/Bad/Bcl2/Cdk4/Cdkn1a/Cdkn1b/E2f3/Gper1/Igf1r/Jag2/Kras/Map2k2/Mapk12/Ncor1/Pik3ca/Pik3cd/Pik3r1/Ptk2/Raf1/Rps6kb1/Rps6kb2/Shc1/Sos1/Sp1/Trp53",31
"mmu05162","Human Diseases","Infectious disease: viral","mmu05162","Measles - Mus musculus (house mouse)","44/1875","145/9574",0.303448275862069,1.54944735632184,3.28991575449848,0.00120541227661842,0.0114849003022255,0.00771886808711798,"Akt1/Bad/Bcl2/Bcl2l1/Bid/Casp9/Ccnd3/Cd3g/Cdk2/Cdk4/Cdk6/Cdkn1b/Csnk2b/Cycs/Cyct/Eif2ak2/Eif2s1/Fadd/Hspa8/Ifnar1/Ikbkb/Ikbkg/Il12b/Il6/Irak4/Jak1/Map3k7/Msn/Mx2/Pik3ca/Pik3cd/Pik3r1/Rab9/Rab9b/Rack1/Rchy1/Rela/Slamf1/Stat3/Stat5a/Tab2/Tnfaip3/Traf6/Trp53",44
"mmu03250","Genetic Information Processing","Information processing in viruses","mmu03250","Viral life cycle - HIV-1 - Mus musculus (house mouse)","23/1875","63/9574",0.365079365079365,1.86414391534392,3.39586772898001,0.00125804476898504,0.011662415020591,0.00783817366736055,"Aff4/Apobec3/Ccnt2/Cd4/Cdk9/Chmp4b/Cpsf6/Ell/Ell2/Fez1/Furin/Kat2a/Map1b/Mdfic/Mllt3/Mx2/Nup153/Ran/Ranbp2/Serinc3/Supt4a/Trim12c/Vps4b",23
"mmu04666","Organismal Systems","Immune system","mmu04666","Fc gamma R-mediated phagocytosis - Mus musculus (house mouse)","31/1875","94/9574",0.329787234042553,1.68393758865248,3.28839316364806,0.00143314668018537,0.012936034507989,0.00869415853076442,"Actr3/Akt1/Arpc1b/Arpc2/Bin1/Cdc42/Crk/Dnm2/Fcgr4/Gm5637/Hck/Limk2/Lyn/Myo10/Ncf1/Pak1/Pik3ca/Pik3cd/Pik3r1/Pip5k1a/Pip5k1c/Pla2g4a/Pld1/Plpp2/Prkcd/Prkce/Prkcg/Raf1/Rps6kb1/Rps6kb2/Vav3",31
"mmu05010","Human Diseases","Neurodegenerative disease","mmu05010","Alzheimer disease - Mus musculus (house mouse)","100/1875","389/9574",0.25706940874036,1.31263067694944,3.10652116628692,0.00156615738909618,0.013774153447692,0.00925744853473854,"Akt1/Apbb1/Aph1b/App/Araf/Atg14/Atp2a3/Bace1/Bad/Bid/Cacna1c/Calm3/Capn2/Casp12/Casp9/Chrm1/Cox4i1/Cox5a/Cox6b1/Cox6c/Cox7a2/Cox7b/Csf1/Csnk2b/Cycs/Cyct/Dkk1/Eif2ak2/Eif2s1/Ern1/Fadd/Frat1/Grin1/Grin2b/Ikbkb/Ikbkg/Il6/Itpr2/Kif5c/Klc2/Kras/Lpl/Lrp1/Map2k2/Map3k5/Mcu/Mme/Ndufa8/Ndufab1/Ndufb10/Ndufb6/Ndufb9/Ndufs2/Ndufs4/Ndufv2/Ndufv3/Nox1/Pik3ca/Pik3cd/Pik3r1/Pik3r4/Plcb3/Plcb4/Ppid/Psma1/Psma3/Psma4/Psma6/Psma7/Psma8/Psmb4/Psmb6/Psmb7/Psmc1/Psmc4/Psmc5/Psmd7/Psmd9/Raf1/Rb1cc1/Rela/Slc11a2/Slc25a31/Slc25a5/Slc39a11/Slc39a13/Slc39a2/Snca/Tuba4a/Tuba8/Tubb3/Tubb4a/Ulk2/Uqcrc1/Uqcrfs1/Vdac2/Vdac3/Wipi1/Wipi2/Wnt3",100
"mmu04360","Organismal Systems","Development and regeneration","mmu04360","Axon guidance - Mus musculus (house mouse)","52/1875","181/9574",0.287292817679558,1.46695543278085,3.12982506679506,0.00179793249739075,0.0154172711651256,0.0103617688665414,"Boc/Camk2g/Cdc42/Efna4/Efnb2/Epha3/Epha7/Ephb1/Ephb4/Fes/Fyn/Gnai2/Kras/Limk2/Lrig2/Lrrc4c/Met/Myl12a/Myl9/Neo1/Nrp1/Ntn1/Ntng1/Ntng2/Pak1/Pak3/Pard3/Pard6g/Pik3ca/Pik3cd/Pik3r1/Plxnb3/Plxnc1/Ptch1/Ptk2/Ptpn11/Raf1/Rhod/Rock2/Sema3a/Sema4b/Sema4d/Sema4f/Sema4g/Sema5b/Sema6b/Slit1/Slit2/Srgap1/Srgap3/Trpc4/Trpc6",52
"mmu04213","Organismal Systems","Aging","mmu04213","Longevity regulating pathway - multiple species - Mus musculus (house mouse)","22/1875","61/9574",0.360655737704918,1.84155628415301,3.25384485831708,0.00190791424047444,0.0159613313288471,0.0107274253828986,"Adcy3/Adcy6/Adcy7/Adcy9/Akt1/Cryab/Eif4ebp2/Foxo1/Hspa8/Igf1r/Kras/Pik3ca/Pik3cd/Pik3r1/Prkaa1/Prkab1/Prkab2/Prkag1/Rps6kb1/Rps6kb2/Rptor/Sirt1",22
"mmu04012","Environmental Information Processing","Signal transduction","mmu04012","ErbB signaling pathway - Mus musculus (house mouse)","28/1875","84/9574",0.333333333333333,1.70204444444444,3.18917719163723,0.00199196806784378,0.0162321917832261,0.0109094675480329,"Abl2/Akt1/Araf/Bad/Camk2g/Cdkn1a/Cdkn1b/Crk/Elk1/Erbb3/Gab1/Kras/Map2k2/Nrg3/Nrg4/Pak1/Pak3/Pik3ca/Pik3cd/Pik3r1/Prkcg/Ptk2/Raf1/Rps6kb1/Rps6kb2/Shc1/Sos1/Stat5a",28
"mmu05235","Human Diseases","Cancer: overview","mmu05235","PD-L1 expression and PD-1 checkpoint pathway in cancer - Mus musculus (house mouse)","29/1875","88/9574",0.329545454545455,1.68270303030303,3.17496624309704,0.00203493949469016,0.0162321917832261,0.0109094675480329,"Akt1/Alk/Cd3g/Cd4/Csnk2b/Hif1a/Ifngr2/Ikbkb/Ikbkg/Jak1/Kras/Lck/Map2k2/Mapk12/Nfatc1/Nfkbie/Pik3ca/Pik3cd/Pik3r1/Ptpn11/Raf1/Rasgrp1/Rela/Rps6kb1/Rps6kb2/Stat3/Ticam2/Tirap/Traf6",29
"mmu04010","Environmental Information Processing","Signal transduction","mmu04010","MAPK signaling pathway - Mus musculus (house mouse)","79/1875","299/9574",0.264214046822742,1.3491121516165,3.02657267191636,0.00211952351656087,0.0165226492313722,0.0111046806250438,"Akt1/Araf/Cacna1c/Cacna1e/Cacna1g/Cacna2d1/Cacna2d3/Cacna2d4/Cacnb2/Cacnb3/Cacng3/Cdc42/Crk/Csf1/Csf1r/Daxx/Dusp16/Dusp7/Ecsit/Efna4/Elk1/Elk4/Erbb3/Fgf2/Fgf7/Fgf9/Gadd45g/Gng12/Hspa8/Igf1r/Ikbkb/Ikbkg/Il1r1/Irak4/Kdr/Kras/Map2k2/Map3k13/Map3k2/Map3k4/Map3k5/Map3k7/Map3k9/Map4k1/Map4k3/Mapk12/Mapk8ip1/Mapk8ip2/Mapk8ip3/Mapkapk2/Mapkapk3/Mecom/Mef2c/Met/Mknk1/Mras/Nfatc1/Pak1/Pdgfra/Pla2g4a/Prkcg/Ptpn5/Raf1/Rasgrp1/Rasgrp2/Rasgrp4/Rela/Rps6ka1/Rps6ka2/Rps6ka3/Sos1/Stk4/Tab2/Taok2/Taok3/Tek/Tgfb2/Traf6/Trp53",79
"mmu05205","Human Diseases","Cancer: overview","mmu05205","Proteoglycans in cancer - Mus musculus (house mouse)","57/1875","204/9574",0.279411764705882,1.4267137254902,3.04011075901637,0.00225294921102091,0.0171724795417816,0.0115414240283878,"Actg1/Akt1/Ank1/Araf/Arhgef1/Camk2g/Cav1/Cdc42/Cdkn1a/Cttn/Eif4b/Elk1/Erbb3/Ezr/Fgf2/Gab1/Hif1a/Hoxd10/Igf1r/Il12b/Iqgap1/Itgb5/Itpr2/Kdr/Kras/Map2k2/Mapk12/Met/Mras/Msn/Pak1/Pik3ca/Pik3cd/Pik3r1/Plau/Plce1/Ppp1ca/Ppp1r12b/Ppp1r12c/Prkcg/Ptch1/Ptk2/Ptpn11/Raf1/Rdx/Rock2/Rps6/Rps6kb1/Rps6kb2/Sos1/Stat3/Tgfb2/Tiam1/Trp53/Vav3/Vtn/Wnt3",57
