GeneNames,value1,value2,log2.Fold_change.,log2.Fold_change..normalized,p.value,q.value.Benjamini.et.al..1995.,q.value.Storey.et.al..2003.,Signature.p.value...0.001.,Test.1.G,Test.2.G,Test.3.G,control.1.G,control.2.G,control.3.G,change,label,FDR
Mettl25,21,3,2.807355,2.928245,4.29E-05,0.000185542,0.000184137,TRUE,12,8,1,1,1,1,Up,NA,0.000191319
Mettl3,122,3,5.345775,5.466665,0,0,0,TRUE,63,58,1,1,1,1,Up,NA,0
Mettl4,246,3,6.357552,6.478442,0,0,0,TRUE,217,28,1,1,1,1,Up,NA,0
Mettl6,98,3,5.029747,5.150638,0,0,0,TRUE,1,11,86,1,1,1,Up,NA,0
Mettl7a1,2501,7,8.480934,8.601825,0,0,0,TRUE,453,2043,5,5,1,1,Up,NA,0
Mettl8,457,70,2.706767,2.827658,0,0,0,TRUE,21,32,404,1,33,36,Up,NA,0
Mettl9,45,7,2.684498,2.805388,4.78E-09,2.64E-08,2.64E-08,TRUE,27,17,1,5,1,1,Up,NA,2.72E-08
Mfap1a,834,17,5.616441,5.737331,0,0,0,TRUE,206,627,1,1,1,15,Up,NA,0
Mfap1b,1767,71,4.637339,4.758229,0,0,0,TRUE,314,1452,1,65,5,1,Up,NA,0
Mfap3,57,3,4.247928,4.368818,1.22E-15,8.76E-15,8.73E-15,TRUE,43,13,1,1,1,1,Up,NA,8.98E-15
Mfge8,36,3,3.584963,3.705853,2.25E-09,1.27E-08,1.26E-08,TRUE,6,29,1,1,1,1,Up,NA,1.30E-08
Mfn1,196,3,6.029747,6.150638,0,0,0,TRUE,26,5,165,1,1,1,Up,NA,0
Mfn2,44,3,3.874469,3.995359,9.84E-12,6.16E-11,6.14E-11,TRUE,9,4,31,1,1,1,Up,NA,6.33E-11
Mfsd14a,41,3,3.77259,3.89348,7.62E-11,4.60E-10,4.58E-10,TRUE,13,13,15,1,1,1,Up,NA,4.73E-10
Mfsd4a,40,3,3.736966,3.857856,1.50E-10,8.96E-10,8.93E-10,TRUE,16,23,1,1,1,1,Up,NA,9.22E-10
Mfsd4b1,1602,3,9.060696,9.181586,0,0,0,TRUE,6,1,1595,1,1,1,Up,NA,0
Mfsd4b3,24,3,3,3.12089,6.28E-06,2.89E-05,2.87E-05,TRUE,1,1,22,1,1,1,Up,NA,2.98E-05
Mfsd4b5,35,3,3.544321,3.665211,4.40E-09,2.44E-08,2.43E-08,TRUE,1,1,33,1,1,1,Up,NA,2.51E-08
Mfsd8,837,55,3.927724,4.048614,0,0,0,TRUE,461,375,1,17,1,37,Up,NA,0
Mgam,2785,3,9.858499,9.979389,0,0,0,TRUE,193,119,2473,1,1,1,Up,NA,0
Mgam2.ps,21,3,2.807355,2.928245,4.29E-05,0.000185542,0.000184137,TRUE,7,7,7,1,1,1,Up,NA,0.000191319
Mgat3,29,3,3.273018,3.393909,2.40E-07,1.21E-06,1.20E-06,TRUE,1,27,1,1,1,1,Up,NA,1.24E-06
Mgat4a,736,8,6.523562,6.644452,0,0,0,TRUE,451,283,2,6,1,1,Up,NA,0
Mgat4c,105,18,2.544321,2.665211,0,0,0,TRUE,46,48,11,1,16,1,Up,NA,0
Mgea5,1511,3,8.976325,9.097216,0,0,0,TRUE,566,944,1,1,1,1,Up,NA,0
Mgll,165,7,4.558967,4.679857,0,0,0,TRUE,2,118,45,1,5,1,Up,NA,0
Mgmt,44,8,2.459432,2.580322,3.26E-08,1.74E-07,1.73E-07,TRUE,42,1,1,1,1,6,Up,NA,1.79E-07
Mgrn1,31,3,3.369234,3.490124,6.37E-08,3.33E-07,3.31E-07,TRUE,14,16,1,1,1,1,Up,NA,3.42E-07
Mgst2,63,3,4.392317,4.513208,0,0,0,TRUE,17,45,1,1,1,1,Up,NA,0
Mgst3,47,3,3.969626,4.090517,1.26E-12,8.17E-12,8.14E-12,TRUE,21,25,1,1,1,1,Up,NA,8.39E-12
Mhrt,87,3,4.857981,4.978871,0,0,0,TRUE,76,10,1,1,1,1,Up,NA,0
Mia2,131,7,4.226068,4.346958,0,0,0,TRUE,81,49,1,3,1,3,Up,NA,0
Miat,53,3,4.142958,4.263848,2.01E-14,1.39E-13,1.38E-13,TRUE,12,40,1,1,1,1,Up,NA,1.42E-13
Mical2,317,27,3.553452,3.674342,0,0,0,TRUE,155,161,1,25,1,1,Up,NA,0
Micall1,41,3,3.77259,3.89348,7.62E-11,4.60E-10,4.58E-10,TRUE,17,23,1,1,1,1,Up,NA,4.73E-10
Micu2,86,7,3.61891,3.7398,0,0,0,TRUE,1,41,44,1,5,1,Up,NA,0
Mid1,500,3,7.380822,7.501712,0,0,0,TRUE,172,314,14,1,1,1,Up,NA,0
Mid1.ps1,214,9,4.571542,4.692432,0,0,0,TRUE,42,47,125,7,1,1,Up,NA,0
Mier1,449,8,5.810572,5.931462,0,0,0,TRUE,375,73,1,1,6,1,Up,NA,0
Mier3,1014,3,8.400879,8.52177,0,0,0,TRUE,662,351,1,1,1,1,Up,NA,0
Miga1,129,3,5.426265,5.547155,0,0,0,TRUE,41,87,1,1,1,1,Up,NA,0
Miga2,23,3,2.938599,3.05949,1.20E-05,5.39E-05,5.35E-05,TRUE,19,3,1,1,1,1,Up,NA,5.55E-05
Miip,39,3,3.70044,3.82133,2.96E-10,1.74E-09,1.73E-09,TRUE,37,1,1,1,1,1,Up,NA,1.79E-09
Mindy2,171,3,5.83289,5.95378,0,0,0,TRUE,138,32,1,1,1,1,Up,NA,0
Mindy3,695,147,2.241197,2.362087,0,0,0,TRUE,628,66,1,1,1,145,Up,NA,0
Mindy4,108,16,2.754888,2.875778,0,0,0,TRUE,60,47,1,1,14,1,Up,NA,0
Minpp1,22,3,2.874469,2.995359,2.27E-05,0.000100078,9.95E-05,TRUE,12,9,1,1,1,1,Up,NA,0.000103306
Mios,22,3,2.874469,2.995359,2.27E-05,0.000100078,9.95E-05,TRUE,20,1,1,1,1,1,Up,NA,0.000103306
Mir124.2hg,352,83,2.084392,2.205282,0,0,0,TRUE,70,281,1,1,1,81,Up,NA,0
Mir124a.1hg,21,3,2.807355,2.928245,4.29E-05,0.000185542,0.000184137,TRUE,19,1,1,1,1,1,Up,NA,0.000191319
Mir130c,24,3,3,3.12089,6.28E-06,2.89E-05,2.87E-05,TRUE,22,1,1,1,1,1,Up,NA,2.98E-05
Mir1898,32,3,3.415037,3.535928,3.28E-08,1.74E-07,1.73E-07,TRUE,1,30,1,1,1,1,Up,NA,1.79E-07
Mir1957b,156,3,5.70044,5.82133,0,0,0,TRUE,29,126,1,1,1,1,Up,NA,0
Mir195b,24,3,3,3.12089,6.28E-06,2.89E-05,2.87E-05,TRUE,16,7,1,1,1,1,Up,NA,2.98E-05
Mir3470b,1400,6,7.866249,7.987139,0,0,0,TRUE,355,1040,5,4,1,1,Up,NA,0
Mir361,21,3,2.807355,2.928245,4.29E-05,0.000185542,0.000184137,TRUE,16,4,1,1,1,1,Up,NA,0.000191319
Mir5622,145,3,5.594947,5.715837,0,0,0,TRUE,85,59,1,1,1,1,Up,NA,0
Mir6378,332,3,6.790077,6.910967,0,0,0,TRUE,224,107,1,1,1,1,Up,NA,0
Mir6388,3931,159,4.627798,4.748688,0,0,0,TRUE,273,268,3390,157,1,1,Up,NA,0
Mir670hg,160,3,5.736966,5.857856,0,0,0,TRUE,27,132,1,1,1,1,Up,NA,0
Mir8095,54,3,4.169925,4.290815,1.01E-14,7.05E-14,7.03E-14,TRUE,52,1,1,1,1,1,Up,NA,7.23E-14
Mirt1,69,3,4.523562,4.644452,0,0,0,TRUE,17,51,1,1,1,1,Up,NA,0
Mkks,47,3,3.969626,4.090517,1.26E-12,8.17E-12,8.14E-12,TRUE,37,1,9,1,1,1,Up,NA,8.39E-12
Mkl2,662,36,4.200762,4.321653,0,0,0,TRUE,454,207,1,31,1,4,Up,NA,0
Mknk1,47,3,3.969626,4.090517,1.26E-12,8.17E-12,8.14E-12,TRUE,35,11,1,1,1,1,Up,NA,8.39E-12
Mkrn1,51,3,4.087463,4.208353,8.00E-14,5.42E-13,5.40E-13,TRUE,37,13,1,1,1,1,Up,NA,5.56E-13
Mkrn2,1295,56,4.531381,4.652272,0,0,0,TRUE,694,600,1,1,5,50,Up,NA,0
Mkrn2os,1969,12,7.358285,7.479175,0,0,0,TRUE,6,1962,1,1,1,10,Up,NA,0
Mkx,167,3,5.798742,5.919632,0,0,0,TRUE,160,6,1,1,1,1,Up,NA,0
Mlc1,113,3,5.235216,5.356107,0,0,0,TRUE,109,3,1,1,1,1,Up,NA,0
Mlec,42,8,2.392317,2.513208,1.05E-07,5.42E-07,5.42E-07,TRUE,19,22,1,1,1,6,Up,NA,5.60E-07
Mlf2,72,8,3.169925,3.290815,9.99E-16,7.20E-15,7.20E-15,TRUE,17,13,42,6,1,1,Up,NA,7.41E-15
Mlh1,79,3,4.718818,4.839708,0,0,0,TRUE,27,51,1,1,1,1,Up,NA,0
Mlip,264,31,3.090198,3.211088,0,0,0,TRUE,250,13,1,1,29,1,Up,NA,0
Mlkl,41,3,3.77259,3.89348,7.62E-11,4.60E-10,4.58E-10,TRUE,14,26,1,1,1,1,Up,NA,4.73E-10
Mllt10,19,3,2.662965,2.783855,0.000151596,0.000623237,0.000617271,TRUE,8,10,1,1,1,1,Up,NA,0.000642239
Mllt3,55,3,4.196397,4.317287,5.00E-15,3.52E-14,3.51E-14,TRUE,1,53,1,1,1,1,Up,NA,3.61E-14
Mllt6,423,3,7.139551,7.260442,0,0,0,TRUE,26,396,1,1,1,1,Up,NA,0
Mlph,42,3,3.807355,3.928245,3.85E-11,2.36E-10,2.35E-10,TRUE,1,4,37,1,1,1,Up,NA,2.42E-10
Mmachc,141,3,5.554589,5.675479,0,0,0,TRUE,1,1,139,1,1,1,Up,NA,0
Mmd,170,7,4.602036,4.722926,0,0,0,TRUE,168,1,1,1,5,1,Up,NA,0
Mmd2,13073,1498,3.125481,3.246371,0,0,0,TRUE,7465,5471,137,781,716,1,Up,NA,0
Mme,94,15,2.647698,2.768588,0,0,0,TRUE,71,22,1,8,6,1,Up,NA,0
Mmel1,368,3,6.938599,7.05949,0,0,0,TRUE,34,11,323,1,1,1,Up,NA,0
Mmgt2,46,3,3.938599,4.05949,2.50E-12,1.61E-11,1.60E-11,TRUE,7,38,1,1,1,1,Up,NA,1.65E-11
Mmp12,50,11,2.184425,2.305315,3.57E-08,1.89E-07,1.89E-07,TRUE,43,6,1,9,1,1,Up,NA,1.95E-07
Mmp16,3207,792,2.017652,2.138542,0,0,0,TRUE,388,2813,6,511,1,280,Up,NA,0
Mmp19,26,3,3.115477,3.236367,1.72E-06,8.20E-06,8.16E-06,TRUE,24,1,1,1,1,1,Up,NA,8.46E-06
Mmp25,508,57,3.155795,3.276685,0,0,0,TRUE,96,41,371,14,8,35,Up,NA,0
Mmrn2,91,3,4.922832,5.043722,0,0,0,TRUE,53,37,1,1,1,1,Up,NA,0
Mms19,1076,19,5.823535,5.944425,0,0,0,TRUE,291,784,1,17,1,1,Up,NA,0
Mnat1,93,12,2.954196,3.075086,0,0,0,TRUE,91,1,1,10,1,1,Up,NA,0
Mns1,41,3,3.77259,3.89348,7.62E-11,4.60E-10,4.58E-10,TRUE,1,1,39,1,1,1,Up,NA,4.73E-10
Mnt,242,3,6.333901,6.454791,0,0,0,TRUE,240,1,1,1,1,1,Up,NA,0
Mob1a,193,38,2.34453,2.46542,0,0,0,TRUE,40,1,152,36,1,1,Up,NA,0
Mob2,252,23,3.453718,3.574608,0,0,0,TRUE,230,21,1,21,1,1,Up,NA,0
Mob3c,105,3,5.129283,5.250173,0,0,0,TRUE,45,59,1,1,1,1,Up,NA,0
Mocs2,28,3,3.222392,3.343283,4.63E-07,2.30E-06,2.28E-06,TRUE,1,26,1,1,1,1,Up,NA,2.37E-06
Mog,561,21,4.73954,4.86043,0,0,0,TRUE,150,84,327,19,1,1,Up,NA,0
Mon2,77,3,4.681824,4.802714,0,0,0,TRUE,36,40,1,1,1,1,Up,NA,0
Morc1,76,17,2.160465,2.281355,1.47E-11,9.16E-11,9.16E-11,TRUE,36,39,1,1,1,15,Up,NA,9.44E-11
Morc3,901,3,8.230421,8.351311,0,0,0,TRUE,393,507,1,1,1,1,Up,NA,0
Morn2,167,11,3.924273,4.045163,0,0,0,TRUE,165,1,1,1,1,9,Up,NA,0
Mos,33,3,3.459432,3.580322,1.68E-08,9.06E-08,9.02E-08,TRUE,13,19,1,1,1,1,Up,NA,9.32E-08
Mospd1,155,31,2.321928,2.442818,0,0,0,TRUE,66,88,1,1,1,29,Up,NA,0
Mpc1,23,3,2.938599,3.05949,1.20E-05,5.39E-05,5.35E-05,TRUE,4,18,1,1,1,1,Up,NA,5.55E-05
Mpg,107,3,5.156504,5.277395,0,0,0,TRUE,101,5,1,1,1,1,Up,NA,0
Mpo,24,3,3,3.12089,6.28E-06,2.89E-05,2.87E-05,TRUE,9,9,6,1,1,1,Up,NA,2.98E-05
Mpp1,721,3,7.908893,8.029783,0,0,0,TRUE,108,15,598,1,1,1,Up,NA,0
Mpped1,23,3,2.938599,3.05949,1.20E-05,5.39E-05,5.35E-05,TRUE,12,10,1,1,1,1,Up,NA,5.55E-05
Mpped2,319,3,6.73245,6.85334,0,0,0,TRUE,295,23,1,1,1,1,Up,NA,0
Mprip,446,51,3.128475,3.249365,0,0,0,TRUE,156,289,1,49,1,1,Up,NA,0
Mptx1,5107,239,4.417394,4.538284,0,0,0,TRUE,3274,1832,1,237,1,1,Up,NA,0
Mpzl2,147,3,5.61471,5.7356,0,0,0,TRUE,113,3,31,1,1,1,Up,NA,0
Mpzl3,373,3,6.958069,7.078959,0,0,0,TRUE,226,146,1,1,1,1,Up,NA,0
Mr1,85,3,4.824428,4.945319,0,0,0,TRUE,14,17,54,1,1,1,Up,NA,0
Mras,117,11,3.410933,3.531823,0,0,0,TRUE,115,1,1,1,9,1,Up,NA,0
Mrc2,19,3,2.662965,2.783855,0.000151596,0.000623237,0.000617271,TRUE,1,17,1,1,1,1,Up,NA,0.000642239
Mre11a,133,3,5.47032,5.59121,0,0,0,TRUE,117,4,12,1,1,1,Up,NA,0
Mreg,54,6,3.169925,3.290815,3.67E-12,2.34E-11,2.34E-11,TRUE,52,1,1,1,1,4,Up,NA,2.41E-11
Mrgprb9.ps,19,3,2.662965,2.783855,0.000151596,0.000623237,0.000617271,TRUE,17,1,1,1,1,1,Up,NA,0.000642239
Mrgprx2,28,3,3.222392,3.343283,4.63E-07,2.30E-06,2.28E-06,TRUE,1,5,22,1,1,1,Up,NA,2.37E-06
Mrm1,31,3,3.369234,3.490124,6.37E-08,3.33E-07,3.31E-07,TRUE,29,1,1,1,1,1,Up,NA,3.42E-07
Mrm3,144,3,5.584963,5.705853,0,0,0,TRUE,53,1,90,1,1,1,Up,NA,0
Mrnip,64,3,4.415037,4.535928,0,0,0,TRUE,53,10,1,1,1,1,Up,NA,0
Mro,673,3,7.8095,7.93039,0,0,0,TRUE,514,158,1,1,1,1,Up,NA,0
Mroh7,27,3,3.169925,3.290815,8.92E-07,4.35E-06,4.31E-06,TRUE,17,9,1,1,1,1,Up,NA,4.47E-06
Mroh9,78,3,4.70044,4.82133,0,0,0,TRUE,47,30,1,1,1,1,Up,NA,0
Mrpl13,142,7,4.342392,4.463282,0,0,0,TRUE,11,31,100,5,1,1,Up,NA,0
Mrpl14,90,3,4.906891,5.027781,0,0,0,TRUE,31,58,1,1,1,1,Up,NA,0
Mrpl16,120,3,5.321928,5.442818,0,0,0,TRUE,30,53,37,1,1,1,Up,NA,0
Mrpl17,258,11,4.551796,4.672686,0,0,0,TRUE,187,70,1,9,1,1,Up,NA,0
Mrpl18,123,3,5.357552,5.478442,0,0,0,TRUE,106,16,1,1,1,1,Up,NA,0
Mrpl19,8989,7,10.32659,10.44748,0,0,0,TRUE,759,8229,1,5,1,1,Up,NA,0
Mrpl23,45,11,2.032421,2.153312,5.46E-07,2.69E-06,2.69E-06,TRUE,17,27,1,1,9,1,Up,NA,2.79E-06
Mrpl28,81,3,4.754888,4.875778,0,0,0,TRUE,9,71,1,1,1,1,Up,NA,0
Mrpl30,32,3,3.415037,3.535928,3.28E-08,1.74E-07,1.73E-07,TRUE,1,30,1,1,1,1,Up,NA,1.79E-07
Mrpl33,51,3,4.087463,4.208353,8.00E-14,5.42E-13,5.40E-13,TRUE,25,1,25,1,1,1,Up,NA,5.56E-13
Mrpl40,87,3,4.857981,4.978871,0,0,0,TRUE,85,1,1,1,1,1,Up,NA,0
Mrpl41,35,3,3.544321,3.665211,4.40E-09,2.44E-08,2.43E-08,TRUE,9,25,1,1,1,1,Up,NA,2.51E-08
Mrpl42,3821,3,10.31477,10.43566,0,0,0,TRUE,1441,2379,1,1,1,1,Up,NA,0
Mrpl46,383,76,2.333273,2.454163,0,0,0,TRUE,40,342,1,74,1,1,Up,NA,0
Mrpl48,398,23,4.113063,4.233953,0,0,0,TRUE,385,12,1,5,15,3,Up,NA,0
Mrpl48.ps,66,3,4.459432,4.580322,0,0,0,TRUE,64,1,1,1,1,1,Up,NA,0
Mrpl50,357,7,5.672425,5.793316,0,0,0,TRUE,355,1,1,5,1,1,Up,NA,0
Mrpl57,205,3,6.094518,6.215408,0,0,0,TRUE,199,1,5,1,1,1,Up,NA,0
Mrps11,19,3,2.662965,2.783855,0.000151596,0.000623237,0.000617271,TRUE,7,11,1,1,1,1,Up,NA,0.000642239
Mrps12,55,3,4.196397,4.317287,5.00E-15,3.52E-14,3.51E-14,TRUE,53,1,1,1,1,1,Up,NA,3.61E-14
Mrps18a,41,3,3.77259,3.89348,7.62E-11,4.60E-10,4.58E-10,TRUE,9,31,1,1,1,1,Up,NA,4.73E-10
Mrps22,30,3,3.321928,3.442818,1.24E-07,6.36E-07,6.33E-07,TRUE,1,28,1,1,1,1,Up,NA,6.54E-07
Mrps23,37,3,3.624491,3.745381,1.15E-09,6.54E-09,6.51E-09,TRUE,29,7,1,1,1,1,Up,NA,6.73E-09
Mrps25,538,128,2.071462,2.192353,0,0,0,TRUE,536,1,1,126,1,1,Up,NA,0
Mrps30,23,3,2.938599,3.05949,1.20E-05,5.39E-05,5.35E-05,TRUE,5,17,1,1,1,1,Up,NA,5.55E-05
Mrps36,50,3,4.058894,4.179784,1.60E-13,1.07E-12,1.07E-12,TRUE,7,42,1,1,1,1,Up,NA,1.10E-12
Mrps6,178,3,5.890771,6.011661,0,0,0,TRUE,176,1,1,1,1,1,Up,NA,0
Mrrf,383,3,6.996238,7.117128,0,0,0,TRUE,381,1,1,1,1,1,Up,NA,0
Mrvi1,75,3,4.643856,4.764746,0,0,0,TRUE,51,23,1,1,1,1,Up,NA,0
Ms4a15,405,3,7.076816,7.197706,0,0,0,TRUE,218,39,148,1,1,1,Up,NA,0
Ms4a18,86,3,4.841302,4.962192,0,0,0,TRUE,77,8,1,1,1,1,Up,NA,0
Ms4a2,123,3,5.357552,5.478442,0,0,0,TRUE,67,29,27,1,1,1,Up,NA,0
Ms4a4d,38,3,3.662965,3.783855,5.83E-10,3.38E-09,3.36E-09,TRUE,30,7,1,1,1,1,Up,NA,3.47E-09
Ms4a5,21,3,2.807355,2.928245,4.29E-05,0.000185542,0.000184137,TRUE,7,13,1,1,1,1,Up,NA,0.000191319
Ms4a6b,38,3,3.662965,3.783855,5.83E-10,3.38E-09,3.36E-09,TRUE,4,28,6,1,1,1,Up,NA,3.47E-09
Ms4a6c,36,3,3.584963,3.705853,2.25E-09,1.27E-08,1.26E-08,TRUE,14,1,21,1,1,1,Up,NA,1.30E-08
Ms4a7,35,3,3.544321,3.665211,4.40E-09,2.44E-08,2.43E-08,TRUE,19,15,1,1,1,1,Up,NA,2.51E-08
Msantd2,68,3,4.5025,4.623391,0,0,0,TRUE,27,40,1,1,1,1,Up,NA,0
Msantd3,630,15,5.392317,5.513208,0,0,0,TRUE,13,1,616,1,1,13,Up,NA,0
Msh2,378,3,6.97728,7.09817,0,0,0,TRUE,198,179,1,1,1,1,Up,NA,0
Msh3,95,11,3.110424,3.231314,0,0,0,TRUE,23,71,1,9,1,1,Up,NA,0
Msh5,23,3,2.938599,3.05949,1.20E-05,5.39E-05,5.35E-05,TRUE,14,6,3,1,1,1,Up,NA,5.55E-05
Msl1,123,27,2.187627,2.308517,0,0,0,TRUE,52,22,49,25,1,1,Up,NA,0
Msl2,187,3,5.961932,6.082822,0,0,0,TRUE,125,1,61,1,1,1,Up,NA,0
Mslnl,26,3,3.115477,3.236367,1.72E-06,8.20E-06,8.16E-06,TRUE,12,13,1,1,1,1,Up,NA,8.46E-06
Msn,4322,753,2.520977,2.641867,0,0,0,TRUE,1169,618,2535,619,111,23,Up,NA,0
Msra,39,8,2.285402,2.406292,5.88E-07,2.90E-06,2.90E-06,TRUE,17,21,1,6,1,1,Up,NA,3.00E-06
Msrb3,54,3,4.169925,4.290815,1.01E-14,7.05E-14,7.03E-14,TRUE,33,20,1,1,1,1,Up,NA,7.23E-14
Mss51,23,3,2.938599,3.05949,1.20E-05,5.39E-05,5.35E-05,TRUE,16,6,1,1,1,1,Up,NA,5.55E-05
mt.Nd3,221,7,4.980548,5.101438,0,0,0,TRUE,6,1,214,1,2,4,Up,NA,0
mt.Nd4,9896,1775,2.479026,2.599917,0,0,0,TRUE,1537,81,8278,1529,41,205,Up,NA,0
mt.Nd4l,79,3,4.718818,4.839708,0,0,0,TRUE,9,2,68,1,1,1,Up,NA,0
mt.Tg,91,6,3.922832,4.043722,0,0,0,TRUE,2,2,87,2,2,2,Up,NA,0
mt.Tr,28,3,3.222392,3.343283,4.63E-07,2.30E-06,2.28E-06,TRUE,3,1,24,1,1,1,Up,NA,2.37E-06
Mt1,25,3,3.058894,3.179784,3.29E-06,1.54E-05,1.53E-05,TRUE,23,1,1,1,1,1,Up,NA,1.59E-05
Mta2,62,5,3.632268,3.753158,3.11E-15,2.20E-14,2.20E-14,TRUE,22,1,39,3,1,1,Up,NA,2.26E-14
Mtbp,41,9,2.187627,2.308517,5.90E-07,2.90E-06,2.90E-06,TRUE,9,31,1,7,1,1,Up,NA,3.01E-06
Mtcl1,125,3,5.380822,5.501712,0,0,0,TRUE,80,17,28,1,1,1,Up,NA,0
Mterf3,21,3,2.807355,2.928245,4.29E-05,0.000185542,0.000184137,TRUE,9,11,1,1,1,1,Up,NA,0.000191319
Mtf1,5020,112,5.486117,5.607007,0,0,0,TRUE,497,200,4323,1,110,1,Up,NA,0
Mtf2,67,3,4.481127,4.602017,0,0,0,TRUE,25,41,1,1,1,1,Up,NA,0
Mtfmt,24,3,3,3.12089,6.28E-06,2.89E-05,2.87E-05,TRUE,22,1,1,1,1,1,Up,NA,2.98E-05
Mtfr1,133,3,5.47032,5.59121,0,0,0,TRUE,101,31,1,1,1,1,Up,NA,0
Mthfd1l,38,3,3.662965,3.783855,5.83E-10,3.38E-09,3.36E-09,TRUE,4,33,1,1,1,1,Up,NA,3.47E-09
Mthfsd,141,3,5.554589,5.675479,0,0,0,TRUE,119,21,1,1,1,1,Up,NA,0
Mtm1,331,3,6.785725,6.906615,0,0,0,TRUE,203,127,1,1,1,1,Up,NA,0
Mtmr12,27,3,3.169925,3.290815,8.92E-07,4.35E-06,4.31E-06,TRUE,7,19,1,1,1,1,Up,NA,4.47E-06
Mtmr14,66,8,3.044394,3.165284,4.63E-14,3.16E-13,3.16E-13,TRUE,46,19,1,1,1,6,Up,NA,3.25E-13
Mtmr7,52,3,4.115477,4.236367,4.01E-14,2.74E-13,2.74E-13,TRUE,36,15,1,1,1,1,Up,NA,2.81E-13
Mtnr1a,42,3,3.807355,3.928245,3.85E-11,2.36E-10,2.35E-10,TRUE,9,1,32,1,1,1,Up,NA,2.42E-10
Mtpn,154,3,5.681824,5.802714,0,0,0,TRUE,92,61,1,1,1,1,Up,NA,0
Mtr,40,3,3.736966,3.857856,1.50E-10,8.96E-10,8.93E-10,TRUE,21,18,1,1,1,1,Up,NA,9.22E-10
Mtrr,147,3,5.61471,5.7356,0,0,0,TRUE,1,145,1,1,1,1,Up,NA,0
Mtss1,241,9,4.742964,4.863855,0,0,0,TRUE,203,37,1,6,2,1,Up,NA,0
Mtus1,988,3,8.363405,8.484295,0,0,0,TRUE,905,82,1,1,1,1,Up,NA,0
Mtx3,87,19,2.195016,2.315906,3.11E-13,2.07E-12,2.07E-12,TRUE,30,56,1,17,1,1,Up,NA,2.13E-12
Muc1,44,7,2.652077,2.772967,8.77E-09,4.77E-08,4.77E-08,TRUE,12,31,1,5,1,1,Up,NA,4.93E-08
Muc13,29,3,3.273018,3.393909,2.40E-07,1.21E-06,1.20E-06,TRUE,1,27,1,1,1,1,Up,NA,1.24E-06
Muc16,38,3,3.662965,3.783855,5.83E-10,3.38E-09,3.36E-09,TRUE,12,10,16,1,1,1,Up,NA,3.47E-09
Muc4,172,3,5.841302,5.962192,0,0,0,TRUE,44,127,1,1,1,1,Up,NA,0
Muc6,2000,3,9.380822,9.501712,0,0,0,TRUE,870,1129,1,1,1,1,Up,NA,0
Mug1,73,3,4.604862,4.725752,0,0,0,TRUE,31,41,1,1,1,1,Up,NA,0
Mug4.ps,49,3,4.029747,4.150638,3.18E-13,2.11E-12,2.10E-12,TRUE,1,47,1,1,1,1,Up,NA,2.17E-12
Mum1,27,3,3.169925,3.290815,8.92E-07,4.35E-06,4.31E-06,TRUE,13,13,1,1,1,1,Up,NA,4.47E-06
Mustn1,2495,209,3.577465,3.698355,0,0,0,TRUE,1522,972,1,91,117,1,Up,NA,0
Mut,28,3,3.222392,3.343283,4.63E-07,2.30E-06,2.28E-06,TRUE,23,4,1,1,1,1,Up,NA,2.37E-06
Mvb12b,40,6,2.736966,2.857856,2.48E-08,1.33E-07,1.33E-07,TRUE,26,13,1,4,1,1,Up,NA,1.37E-07
Mvp,178,7,4.668379,4.789269,0,0,0,TRUE,109,68,1,1,1,5,Up,NA,0
Mx2,55,12,2.196397,2.317287,6.71E-09,3.69E-08,3.69E-08,TRUE,53,1,1,10,1,1,Up,NA,3.81E-08
Mxd1,262,3,6.448461,6.569351,0,0,0,TRUE,31,16,215,1,1,1,Up,NA,0
Mxd4,657,5,7.037821,7.158712,0,0,0,TRUE,639,17,1,1,1,3,Up,NA,0
Mxi1,288,35,3.040642,3.161532,0,0,0,TRUE,183,104,1,33,1,1,Up,NA,0
Mxra8,132,3,5.459432,5.580322,0,0,0,TRUE,83,48,1,1,1,1,Up,NA,0
Myb,502,119,2.076726,2.197616,0,0,0,TRUE,107,394,1,1,117,1,Up,NA,0
Mybl1,43,3,3.841302,3.962192,1.95E-11,1.20E-10,1.20E-10,TRUE,18,24,1,1,1,1,Up,NA,1.24E-10
Mybl2,1106,256,2.111136,2.232026,0,0,0,TRUE,290,815,1,239,16,1,Up,NA,0
Mybpc1,95,3,4.984893,5.105783,0,0,0,TRUE,23,71,1,1,1,1,Up,NA,0
Mybph,24,3,3,3.12089,6.28E-06,2.89E-05,2.87E-05,TRUE,22,1,1,1,1,1,Up,NA,2.98E-05
Mybphl,39,3,3.70044,3.82133,2.96E-10,1.74E-09,1.73E-09,TRUE,3,10,26,1,1,1,Up,NA,1.79E-09
Mycbp2,207,8,4.693487,4.814377,0,0,0,TRUE,78,128,1,1,6,1,Up,NA,0
Mycn,68,3,4.5025,4.623391,0,0,0,TRUE,17,50,1,1,1,1,Up,NA,0
Myg1,19,3,2.662965,2.783855,0.000151596,0.000623237,0.000617271,TRUE,12,6,1,1,1,1,Up,NA,0.000642239
Myh10,350,51,2.778786,2.899676,0,0,0,TRUE,293,50,7,37,13,1,Up,NA,0
Myh11,339,43,2.978877,3.099767,0,0,0,TRUE,132,206,1,1,41,1,Up,NA,0
Myh2,44,3,3.874469,3.995359,9.84E-12,6.16E-11,6.14E-11,TRUE,17,26,1,1,1,1,Up,NA,6.33E-11
