GeneNames,value1,value2,log2.Fold_change.,log2.Fold_change..normalized,p.value,q.value.Benjamini.et.al..1995.,q.value.Storey.et.al..2003.,Signature.p.value...0.001.,Test.1.G,Test.2.G,Test.3.G,control.1.G,control.2.G,control.3.G,change,label,FDR
Casc1,66,3,4.459431619,4.580321788,0,0,0,TRUE,11,54,1,1,1,1,Up,NA,0
Casc3,588,3,7.614709844,7.735600014,0,0,0,TRUE,586,1,1,1,1,1,Up,NA,0
Casc4,12191,170,6.164137915,6.285028085,0,0,0,TRUE,690,205,11296,140,29,1,Up,NA,0
Casd1,4270,24,7.475057854,7.595948023,0,0,0,TRUE,1883,2382,5,20,1,3,Up,NA,0
Caskin1,106,3,5.142957954,5.263848124,0,0,0,TRUE,99,6,1,1,1,1,Up,NA,0
Caskin2,100,3,5.058893689,5.179783859,0,0,0,TRUE,5,94,1,1,1,1,Up,NA,0
Casp12,621,3,7.693486957,7.814377127,0,0,0,TRUE,298,322,1,1,1,1,Up,NA,0
Casp2,2235,548,2.028027033,2.148917203,0,0,0,TRUE,2219,15,1,3,544,1,Up,NA,0
Casp4,85,3,4.824428435,4.945318605,0,0,0,TRUE,61,23,1,1,1,1,Up,NA,0
Casp6,44,3,3.874469118,3.995359288,9.84E-12,6.16E-11,6.14E-11,TRUE,14,29,1,1,1,1,Up,NA,6.33E-11
Casp7,11173,1007,3.471881019,3.592771189,0,0,0,TRUE,369,1,10803,1005,1,1,Up,NA,0
Casp9,9105,2162,2.074292494,2.195182664,0,0,0,TRUE,2743,4281,2081,691,1,1470,Up,NA,0
Casq1,105,3,5.129283017,5.250173187,0,0,0,TRUE,63,41,1,1,1,1,Up,NA,0
Cass4,67,11,2.606657572,2.727547742,1.99E-12,1.28E-11,1.28E-11,TRUE,15,51,1,9,1,1,Up,NA,1.32E-11
Casz1,78,3,4.700439718,4.821329888,0,0,0,TRUE,57,20,1,1,1,1,Up,NA,0
Catsper2,436,17,4.680721484,4.801611653,0,0,0,TRUE,40,395,1,15,1,1,Up,NA,0
Catsper3,92,3,4.938599455,5.059489625,0,0,0,TRUE,90,1,1,1,1,1,Up,NA,0
Catspere,33,5,2.722466024,2.843356194,4.43E-07,2.21E-06,2.21E-06,TRUE,22,10,1,1,3,1,Up,NA,2.29E-06
Catsperg1,766,8,6.581200582,6.702090752,0,0,0,TRUE,436,321,9,6,1,1,Up,NA,0
Catsperg2,744,3,7.95419631,8.07508648,0,0,0,TRUE,467,276,1,1,1,1,Up,NA,0
Catsperz,23,3,2.938599455,3.059489625,1.20E-05,5.39E-05,5.35E-05,TRUE,21,1,1,1,1,1,Up,NA,5.55E-05
Cav1,7985,399,4.322831756,4.443721926,0,0,0,TRUE,7683,226,76,397,1,1,Up,NA,0
Cavin1,90,3,4.906890596,5.027780765,0,0,0,TRUE,35,54,1,1,1,1,Up,NA,0
Cbfa2t2,72,3,4.584962501,4.70585267,0,0,0,TRUE,70,1,1,1,1,1,Up,NA,0
Cbfa2t3,2742,3,9.836050355,9.956940525,0,0,0,TRUE,879,1816,47,1,1,1,Up,NA,0
Cbfb,379,15,4.659163443,4.780053612,0,0,0,TRUE,375,3,1,1,13,1,Up,NA,0
Cbll1,35,3,3.544320516,3.665210686,4.40E-09,2.44E-08,2.43E-08,TRUE,9,25,1,1,1,1,Up,NA,2.51E-08
Cbln2,298,7,5.411813598,5.532703768,0,0,0,TRUE,181,116,1,5,1,1,Up,NA,0
Cbln4,542,39,3.796746822,3.917636992,0,0,0,TRUE,174,367,1,1,1,37,Up,NA,0
Cbr4,22,3,2.874469118,2.995359288,2.27E-05,0.000100077,9.95E-05,TRUE,6,15,1,1,1,1,Up,NA,0.000103306
Cbwd1,26,3,3.115477217,3.236367387,1.72E-06,8.20E-06,8.16E-06,TRUE,20,5,1,1,1,1,Up,NA,8.46E-06
Cby1,3777,3,10.29806257,10.41895274,0,0,0,TRUE,2034,1742,1,1,1,1,Up,NA,0
Cc2d2b,455,3,7.244760234,7.365650404,0,0,0,TRUE,203,251,1,1,1,1,Up,NA,0
Ccar1,99,4,4.62935662,4.75024679,0,0,0,TRUE,88,10,1,2,1,1,Up,NA,0
Ccbe1,181,3,5.914883386,6.035773556,0,0,0,TRUE,137,43,1,1,1,1,Up,NA,0
Ccdc110,41,3,3.772589504,3.893479674,7.62E-11,4.60E-10,4.58E-10,TRUE,21,19,1,1,1,1,Up,NA,4.73E-10
Ccdc114,33,3,3.459431619,3.580321788,1.68E-08,9.06E-08,9.02E-08,TRUE,1,31,1,1,1,1,Up,NA,9.32E-08
Ccdc12,74,7,3.402098444,3.522988613,0,0,0,TRUE,64,9,1,1,1,5,Up,NA,0
Ccdc125,298,14,4.411813598,4.532703768,0,0,0,TRUE,264,33,1,1,1,12,Up,NA,0
Ccdc13,25,3,3.058893689,3.179783859,3.29E-06,1.54E-05,1.53E-05,TRUE,11,13,1,1,1,1,Up,NA,1.59E-05
Ccdc136,34,3,3.502500341,3.62339051,8.61E-09,4.71E-08,4.69E-08,TRUE,7,26,1,1,1,1,Up,NA,4.84E-08
Ccdc150,57,3,4.247927513,4.368817683,1.22E-15,8.76E-15,8.73E-15,TRUE,14,42,1,1,1,1,Up,NA,8.98E-15
Ccdc157,38,3,3.662965013,3.783855182,5.83E-10,3.38E-09,3.36E-09,TRUE,25,12,1,1,1,1,Up,NA,3.47E-09
Ccdc163,44,7,2.652076697,2.772966866,8.77E-09,4.77E-08,4.77E-08,TRUE,34,9,1,5,1,1,Up,NA,4.93E-08
Ccdc169,91,3,4.922832139,5.043722309,0,0,0,TRUE,1,89,1,1,1,1,Up,NA,0
Ccdc171,23,3,2.938599455,3.059489625,1.20E-05,5.39E-05,5.35E-05,TRUE,6,16,1,1,1,1,Up,NA,5.55E-05
Ccdc173,219,14,3.967432138,4.088322307,0,0,0,TRUE,29,189,1,1,12,1,Up,NA,0
Ccdc175,361,3,6.910892526,7.031782696,0,0,0,TRUE,25,117,219,1,1,1,Up,NA,0
Ccdc177,35,3,3.544320516,3.665210686,4.40E-09,2.44E-08,2.43E-08,TRUE,21,13,1,1,1,1,Up,NA,2.51E-08
Ccdc178,76,3,4.662965013,4.783855182,0,0,0,TRUE,58,17,1,1,1,1,Up,NA,0
Ccdc184,668,16,5.383704292,5.504594462,0,0,0,TRUE,37,630,1,1,1,14,Up,NA,0
Ccdc186,121,30,2.011972642,2.132862811,3.33E-16,2.44E-15,2.43E-15,TRUE,38,82,1,1,1,28,Up,NA,2.50E-15
Ccdc24,1743,81,4.427506851,4.548397021,0,0,0,TRUE,1087,21,635,9,71,1,Up,NA,0
Ccdc28a,31,3,3.36923381,3.490123979,6.37E-08,3.33E-07,3.31E-07,TRUE,13,1,17,1,1,1,Up,NA,3.42E-07
Ccdc38,880,3,8.196397213,8.317287383,0,0,0,TRUE,42,44,794,1,1,1,Up,NA,0
Ccdc39,520,8,6.022367813,6.143257983,0,0,0,TRUE,195,284,41,6,1,1,Up,NA,0
Ccdc59,2826,50,5.820689561,5.94157973,0,0,0,TRUE,889,1936,1,1,1,48,Up,NA,0
Ccdc6,317,56,2.500984108,2.621874278,0,0,0,TRUE,315,1,1,54,1,1,Up,NA,0
Ccdc60,19,3,2.662965013,2.783855182,0.000151596,0.000623237,0.00061727,TRUE,17,1,1,1,1,1,Up,NA,0.000642239
Ccdc65,35,3,3.544320516,3.665210686,4.40E-09,2.44E-08,2.43E-08,TRUE,12,22,1,1,1,1,Up,NA,2.51E-08
Ccdc68,36,3,3.584962501,3.70585267,2.25E-09,1.27E-08,1.26E-08,TRUE,10,25,1,1,1,1,Up,NA,1.30E-08
Ccdc70,25,5,2.321928095,2.442818265,5.45E-05,0.000233084,0.000233065,TRUE,1,23,1,1,1,3,Up,NA,0.000242355
Ccdc78,26,3,3.115477217,3.236367387,1.72E-06,8.20E-06,8.16E-06,TRUE,24,1,1,1,1,1,Up,NA,8.46E-06
Ccdc82,23,3,2.938599455,3.059489625,1.20E-05,5.39E-05,5.35E-05,TRUE,9,13,1,1,1,1,Up,NA,5.55E-05
Ccdc84,78,3,4.700439718,4.821329888,0,0,0,TRUE,19,25,34,1,1,1,Up,NA,0
Ccdc86,29,3,3.273018494,3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE,3,25,1,1,1,1,Up,NA,1.24E-06
Ccdc88a,118,11,3.423211431,3.5441016,0,0,0,TRUE,100,17,1,9,1,1,Up,NA,0
Ccdc93,975,105,3.215012891,3.335903061,0,0,0,TRUE,92,29,854,1,103,1,Up,NA,0
Cchcr1,681,124,2.457314678,2.578204847,0,0,0,TRUE,327,353,1,1,122,1,Up,NA,0
Ccl22,64,3,4.415037499,4.535927669,0,0,0,TRUE,21,42,1,1,1,1,Up,NA,0
Ccl9,24,3,3,3.12089017,6.28E-06,2.89E-05,2.87E-05,TRUE,1,22,1,1,1,1,Up,NA,2.98E-05
Ccm2,94,3,4.969626351,5.090516521,0,0,0,TRUE,8,19,67,1,1,1,Up,NA,0
Ccna2,25,3,3.058893689,3.179783859,3.29E-06,1.54E-05,1.53E-05,TRUE,7,17,1,1,1,1,Up,NA,1.59E-05
Ccnb1.ps,70,6,3.544320516,3.665210686,1.11E-16,8.23E-16,8.18E-16,TRUE,33,34,3,1,4,1,Up,NA,8.41E-16
Ccnb2,53,3,4.142957954,4.263848124,2.01E-14,1.39E-13,1.38E-13,TRUE,8,1,44,1,1,1,Up,NA,1.42E-13
Ccnb3,38,3,3.662965013,3.783855182,5.83E-10,3.38E-09,3.36E-09,TRUE,36,1,1,1,1,1,Up,NA,3.47E-09
Ccnd3,645,7,6.525800428,6.646690598,0,0,0,TRUE,12,632,1,1,5,1,Up,NA,0
Ccndbp1,364,3,6.922832139,7.043722309,0,0,0,TRUE,303,57,4,1,1,1,Up,NA,0
Ccne2,86,7,3.618909833,3.739800002,0,0,0,TRUE,11,74,1,5,1,1,Up,NA,0
Ccnf,74,3,4.624490865,4.745381035,0,0,0,TRUE,41,32,1,1,1,1,Up,NA,0
Ccnt2,550,66,3.058893689,3.179783859,0,0,0,TRUE,501,48,1,64,1,1,Up,NA,0
Ccp110,268,3,6.48112669,6.602016859,0,0,0,TRUE,46,19,203,1,1,1,Up,NA,0
Ccpg1,3403,252,3.755311512,3.876201682,0,0,0,TRUE,574,2739,90,191,1,60,Up,NA,0
Ccr3,257,62,2.051428239,2.172318409,0,0,0,TRUE,1,255,1,1,60,1,Up,NA,0
Ccr4,156,12,3.700439718,3.821329888,0,0,0,TRUE,30,125,1,1,1,10,Up,NA,0
Ccr9,405,36,3.491853096,3.612743266,0,0,0,TRUE,209,195,1,1,1,34,Up,NA,0
Ccrl2,90,3,4.906890596,5.027780765,0,0,0,TRUE,1,88,1,1,1,1,Up,NA,0
Ccsap,19,3,2.662965013,2.783855182,0.000151596,0.000623237,0.00061727,TRUE,17,1,1,1,1,1,Up,NA,0.000642239
Cct3,70,3,4.544320516,4.665210686,0,0,0,TRUE,36,33,1,1,1,1,Up,NA,0
Cct5,39,9,2.115477217,2.236367387,1.79E-06,8.50E-06,8.50E-06,TRUE,29,9,1,1,7,1,Up,NA,8.81E-06
Cct6a,53,3,4.142957954,4.263848124,2.01E-14,1.39E-13,1.38E-13,TRUE,37,15,1,1,1,1,Up,NA,1.42E-13
Cct6b,31,3,3.36923381,3.490123979,6.37E-08,3.33E-07,3.31E-07,TRUE,9,21,1,1,1,1,Up,NA,3.42E-07
Cct7,131,7,4.226068079,4.346958249,0,0,0,TRUE,52,78,1,5,1,1,Up,NA,0
Cd177,20,3,2.736965594,2.857855764,8.09E-05,0.000341308,0.000338691,TRUE,6,13,1,1,1,1,Up,NA,0.000352133
Cd19,35,3,3.544320516,3.665210686,4.40E-09,2.44E-08,2.43E-08,TRUE,1,33,1,1,1,1,Up,NA,2.51E-08
Cd200,1083,61,4.15008019,4.27097036,0,0,0,TRUE,956,126,1,59,1,1,Up,NA,0
Cd200r3,25,3,3.058893689,3.179783859,3.29E-06,1.54E-05,1.53E-05,TRUE,1,23,1,1,1,1,Up,NA,1.59E-05
Cd226,32,3,3.415037499,3.535927669,3.28E-08,1.74E-07,1.73E-07,TRUE,21,10,1,1,1,1,Up,NA,1.79E-07
Cd27,71,3,4.564784619,4.685674788,0,0,0,TRUE,8,57,6,1,1,1,Up,NA,0
Cd2ap,54,3,4.169925001,4.290815171,1.01E-14,7.05E-14,7.03E-14,TRUE,33,1,20,1,1,1,Up,NA,7.23E-14
Cd2bp2,937,3,8.286942737,8.407832907,0,0,0,TRUE,59,25,853,1,1,1,Up,NA,0
Cd300ld2,10979,62,7.468262725,7.589152894,0,0,0,TRUE,1264,2140,7575,54,7,1,Up,NA,0
Cd300ld4,3073,217,3.823880819,3.944770989,0,0,0,TRUE,991,1500,582,215,1,1,Up,NA,0
Cd300lf,29,3,3.273018494,3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE,22,6,1,1,1,1,Up,NA,1.24E-06
Cd38,476,11,5.435386145,5.556276314,0,0,0,TRUE,319,156,1,9,1,1,Up,NA,0
Cd3eap,82,3,4.772589504,4.893479674,0,0,0,TRUE,80,1,1,1,1,1,Up,NA,0
Cd3g,23,3,2.938599455,3.059489625,1.20E-05,5.39E-05,5.35E-05,TRUE,1,21,1,1,1,1,Up,NA,5.55E-05
Cd4,25,3,3.058893689,3.179783859,3.29E-06,1.54E-05,1.53E-05,TRUE,16,8,1,1,1,1,Up,NA,1.59E-05
Cd46,133,6,4.470319935,4.591210104,0,0,0,TRUE,47,85,1,4,1,1,Up,NA,0
Cd52,23,3,2.938599455,3.059489625,1.20E-05,5.39E-05,5.35E-05,TRUE,6,16,1,1,1,1,Up,NA,5.55E-05
Cd72,172,3,5.841302254,5.962192424,0,0,0,TRUE,104,67,1,1,1,1,Up,NA,0
Cd80,127,28,2.181329765,2.302219934,0,0,0,TRUE,37,72,18,26,1,1,Up,NA,0
Cd82,26,3,3.115477217,3.236367387,1.72E-06,8.20E-06,8.16E-06,TRUE,1,2,23,1,1,1,Up,NA,8.46E-06
Cd8b1,30,3,3.321928095,3.442818265,1.24E-07,6.36E-07,6.33E-07,TRUE,24,1,5,1,1,1,Up,NA,6.54E-07
Cd99l2,149,26,2.518728802,2.639618972,0,0,0,TRUE,47,101,1,1,24,1,Up,NA,0
Cdc14a,1406,216,2.702493377,2.823383547,0,0,0,TRUE,656,749,1,86,5,125,Up,NA,0
Cdc25a,295,22,3.745139526,3.866029695,0,0,0,TRUE,43,251,1,1,1,20,Up,NA,0
Cdc34,24,3,3,3.12089017,6.28E-06,2.89E-05,2.87E-05,TRUE,22,1,1,1,1,1,Up,NA,2.98E-05
Cdc40,866,32,4.758223215,4.879113384,0,0,0,TRUE,364,501,1,30,1,1,Up,NA,0
Cdc42,79,3,4.718818247,4.839708417,0,0,0,TRUE,39,39,1,1,1,1,Up,NA,0
Cdc42bpa,767,37,4.373629402,4.494519572,0,0,0,TRUE,710,41,16,8,12,17,Up,NA,0
Cdc42ep1,28,3,3.222392421,3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE,1,26,1,1,1,1,Up,NA,2.37E-06
Cdc42se1,48,7,2.777607579,2.898497748,7.64E-10,4.40E-09,4.40E-09,TRUE,46,1,1,1,5,1,Up,NA,4.54E-09
Cdc42se2,87,8,3.442943496,3.563833666,0,0,0,TRUE,30,56,1,6,1,1,Up,NA,0
Cdc6,45,3,3.906890596,4.027780765,4.96E-12,3.15E-11,3.14E-11,TRUE,34,10,1,1,1,1,Up,NA,3.23E-11
Cdc7,21,3,2.807354922,2.928245092,4.29E-05,0.000185542,0.000184137,TRUE,14,6,1,1,1,1,Up,NA,0.000191319
Cdca2,77,3,4.68182404,4.80271421,0,0,0,TRUE,75,1,1,1,1,1,Up,NA,0
Cdcp1,83,3,4.790076931,4.9109671,0,0,0,TRUE,1,81,1,1,1,1,Up,NA,0
Cdh10,181,3,5.914883386,6.035773556,0,0,0,TRUE,135,45,1,1,1,1,Up,NA,0
Cdh12,45,3,3.906890596,4.027780765,4.96E-12,3.15E-11,3.14E-11,TRUE,35,9,1,1,1,1,Up,NA,3.23E-11
Cdh13,139,30,2.212050477,2.332940647,0,0,0,TRUE,33,105,1,5,24,1,Up,NA,0
Cdh20,32,3,3.415037499,3.535927669,3.28E-08,1.74E-07,1.73E-07,TRUE,27,4,1,1,1,1,Up,NA,1.79E-07
Cdh23,121,26,2.218423519,2.339313689,0,0,0,TRUE,65,17,39,1,1,24,Up,NA,0
Cdh7,23,3,2.938599455,3.059489625,1.20E-05,5.39E-05,5.35E-05,TRUE,13,9,1,1,1,1,Up,NA,5.55E-05
Cdhr2,110,7,3.974004791,4.094894961,0,0,0,TRUE,34,12,64,5,1,1,Up,NA,0
Cdhr3,65,5,3.700439718,3.821329888,4.44E-16,3.23E-15,3.23E-15,TRUE,63,1,1,1,3,1,Up,NA,3.32E-15
Cdk14,404,62,2.704015172,2.824905342,0,0,0,TRUE,109,184,111,60,1,1,Up,NA,0
Cdk16,21,3,2.807354922,2.928245092,4.29E-05,0.000185542,0.000184137,TRUE,19,1,1,1,1,1,Up,NA,0.000191319
Cdk17,855,177,2.27217506,2.393065229,0,0,0,TRUE,842,12,1,48,1,128,Up,NA,0
Cdk2,2429,260,3.223778962,3.344669131,0,0,0,TRUE,75,236,2118,258,1,1,Up,NA,0
Cdk2ap1,58,3,4.273018494,4.393908664,6.66E-16,4.83E-15,4.81E-15,TRUE,56,1,1,1,1,1,Up,NA,4.95E-15
Cdk4,32,3,3.415037499,3.535927669,3.28E-08,1.74E-07,1.73E-07,TRUE,22,9,1,1,1,1,Up,NA,1.79E-07
Cdk5rap1,28,3,3.222392421,3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE,20,7,1,1,1,1,Up,NA,2.37E-06
Cdk6,9412,308,4.933499065,5.054389234,0,0,0,TRUE,4701,4710,1,125,1,182,Up,NA,0
Cdk9,280,3,6.544320516,6.665210686,0,0,0,TRUE,152,127,1,1,1,1,Up,NA,0
Cdkl2,172,3,5.841302254,5.962192424,0,0,0,TRUE,154,17,1,1,1,1,Up,NA,0
Cdkl3,1052,21,5.646601567,5.767491736,0,0,0,TRUE,160,23,869,1,19,1,Up,NA,0
Cdkn1a,352,3,6.874469118,6.995359288,0,0,0,TRUE,346,5,1,1,1,1,Up,NA,0
Cdkn1b,2955,23,7.005380459,7.126270629,0,0,0,TRUE,339,94,2522,14,8,1,Up,NA,0
Cdon,55,3,4.196397213,4.317287383,5.00E-15,3.52E-14,3.51E-14,TRUE,37,17,1,1,1,1,Up,NA,3.61E-14
Cdr2,489,3,7.348728154,7.469618324,0,0,0,TRUE,243,241,5,1,1,1,Up,NA,0
Cdr2l,964,3,8.327926836,8.448817005,0,0,0,TRUE,646,317,1,1,1,1,Up,NA,0
Cdv3,1323,312,2.084195127,2.205085297,0,0,0,TRUE,359,963,1,310,1,1,Up,NA,0
Cdx4,161,3,5.745954377,5.866844547,0,0,0,TRUE,31,129,1,1,1,1,Up,NA,0
Ceacam12,60,3,4.321928095,4.442818265,1.11E-16,8.23E-16,8.18E-16,TRUE,58,1,1,1,1,1,Up,NA,8.41E-16
Ceacam13,37,3,3.624490865,3.745381035,1.15E-09,6.54E-09,6.51E-09,TRUE,13,23,1,1,1,1,Up,NA,6.73E-09
Ceacam20,315,6,5.714245518,5.835135687,0,0,0,TRUE,165,149,1,1,1,4,Up,NA,0
Ceacam3,45,3,3.906890596,4.027780765,4.96E-12,3.15E-11,3.14E-11,TRUE,1,22,22,1,1,1,Up,NA,3.23E-11
Cebpzos,47,3,3.969626351,4.090516521,1.26E-12,8.17E-12,8.14E-12,TRUE,1,45,1,1,1,1,Up,NA,8.39E-12
Cecr2,1450,77,4.235050644,4.355940814,0,0,0,TRUE,1126,323,1,1,1,75,Up,NA,0
Cela1,20,3,2.736965594,2.857855764,8.09E-05,0.000341308,0.000338691,TRUE,18,1,1,1,1,1,Up,NA,0.000352133
Celf1,187,43,2.120629705,2.241519875,0,0,0,TRUE,142,32,13,9,1,33,Up,NA,0
Celsr1,35,3,3.544320516,3.665210686,4.40E-09,2.44E-08,2.43E-08,TRUE,4,1,30,1,1,1,Up,NA,2.51E-08
Cemip,31,7,2.146841388,2.267731558,1.74E-05,7.76E-05,7.75E-05,TRUE,13,17,1,5,1,1,Up,NA,8.05E-05
Cenpa,604,27,4.483517237,4.604407407,0,0,0,TRUE,416,187,1,25,1,1,Up,NA,0
Cenpf,31,3,3.36923381,3.490123979,6.37E-08,3.33E-07,3.31E-07,TRUE,21,5,5,1,1,1,Up,NA,3.42E-07
Cenpj,26,3,3.115477217,3.236367387,1.72E-06,8.20E-06,8.16E-06,TRUE,11,14,1,1,1,1,Up,NA,8.46E-06
Cenpl,20,3,2.736965594,2.857855764,8.09E-05,0.000341308,0.000338691,TRUE,5,14,1,1,1,1,Up,NA,0.000352133
Cenpn,24,3,3,3.12089017,6.28E-06,2.89E-05,2.87E-05,TRUE,10,13,1,1,1,1,Up,NA,2.98E-05
Cenpu,52,3,4.115477217,4.236367387,4.01E-14,2.74E-13,2.74E-13,TRUE,38,13,1,1,1,1,Up,NA,2.81E-13
Cep112it,76,3,4.662965013,4.783855182,0,0,0,TRUE,9,4,63,1,1,1,Up,NA,0
Cep112os1,21,3,2.807354922,2.928245092,4.29E-05,0.000185542,0.000184137,TRUE,11,9,1,1,1,1,Up,NA,0.000191319
Cep164,31,3,3.36923381,3.490123979,6.37E-08,3.33E-07,3.31E-07,TRUE,29,1,1,1,1,1,Up,NA,3.42E-07
Cep170b,895,207,2.112256915,2.233147084,0,0,0,TRUE,327,521,47,57,123,27,Up,NA,0
Cep19,165,3,5.781359714,5.902249883,0,0,0,TRUE,18,146,1,1,1,1,Up,NA,0
Cep192,4859,453,3.423076477,3.543966647,0,0,0,TRUE,362,432,4065,79,220,154,Up,NA,0
Cep295,87,17,2.355480655,2.476370824,3.23E-14,2.22E-13,2.22E-13,TRUE,54,32,1,1,15,1,Up,NA,2.29E-13
Cep350,107,3,5.156504486,5.277394655,0,0,0,TRUE,30,76,1,1,1,1,Up,NA,0
Cep57,24,3,3,3.12089017,6.28E-06,2.89E-05,2.87E-05,TRUE,16,7,1,1,1,1,Up,NA,2.98E-05
Cep68,37,3,3.624490865,3.745381035,1.15E-09,6.54E-09,6.51E-09,TRUE,22,14,1,1,1,1,Up,NA,6.73E-09
Cep83,67,3,4.48112669,4.602016859,0,0,0,TRUE,52,4,11,1,1,1,Up,NA,0
Cep83os,103,3,5.101538026,5.222428196,0,0,0,TRUE,101,1,1,1,1,1,Up,NA,0
Cep85,23,3,2.938599455,3.059489625,1.20E-05,5.39E-05,5.35E-05,TRUE,21,1,1,1,1,1,Up,NA,5.55E-05
Cep85l,88,3,4.874469118,4.995359288,0,0,0,TRUE,7,80,1,1,1,1,Up,NA,0
Cep97,2520,3,9.714245518,9.835135687,0,0,0,TRUE,1315,1188,17,1,1,1,Up,NA,0
Cer1,25,3,3.058893689,3.179783859,3.29E-06,1.54E-05,1.53E-05,TRUE,12,12,1,1,1,1,Up,NA,1.59E-05
Cerkl,45,3,3.906890596,4.027780765,4.96E-12,3.15E-11,3.14E-11,TRUE,23,21,1,1,1,1,Up,NA,3.23E-11
Cers2,157,3,5.709658248,5.830548418,0,0,0,TRUE,33,22,102,1,1,1,Up,NA,0
Cers4,21,3,2.807354922,2.928245092,4.29E-05,0.000185542,0.000184137,TRUE,7,13,1,1,1,1,Up,NA,0.000191319
Ces1b,66,8,3.044394119,3.165284289,4.63E-14,3.16E-13,3.16E-13,TRUE,36,29,1,6,1,1,Up,NA,3.25E-13
Ces1c,111,16,2.794415866,2.915306036,0,0,0,TRUE,65,45,1,1,14,1,Up,NA,0
Ces1g,27,3,3.169925001,3.290815171,8.92E-07,4.35E-06,4.31E-06,TRUE,6,20,1,1,1,1,Up,NA,4.47E-06
Ces3a,20,3,2.736965594,2.857855764,8.09E-05,0.000341308,0.000338691,TRUE,10,9,1,1,1,1,Up,NA,0.000352133
Ces4a,59,3,4.297680549,4.418570718,3.33E-16,2.44E-15,2.43E-15,TRUE,19,39,1,1,1,1,Up,NA,2.50E-15
Cetn1,27,3,3.169925001,3.290815171,8.92E-07,4.35E-06,4.31E-06,TRUE,17,9,1,1,1,1,Up,NA,4.47E-06
Cetn3,204,3,6.087462841,6.208353011,0,0,0,TRUE,177,26,1,1,1,1,Up,NA,0
Cfap20,58,7,3.050626073,3.171516243,1.48E-12,9.54E-12,9.54E-12,TRUE,50,7,1,5,1,1,Up,NA,9.83E-12
Cfap221,188,10,4.232660757,4.353550926,0,0,0,TRUE,14,173,1,8,1,1,Up,NA,0
Cfap36,23,3,2.938599455,3.059489625,1.20E-05,5.39E-05,5.35E-05,TRUE,11,4,8,1,1,1,Up,NA,5.55E-05
Cfap43,584,43,3.763559804,3.884449974,0,0,0,TRUE,251,332,1,1,33,9,Up,NA,0
Cfap52,191,9,4.407503827,4.528393996,0,0,0,TRUE,147,43,1,7,1,1,Up,NA,0
Cfap54,73,16,2.189824559,2.310714729,2.59E-11,1.59E-10,1.59E-10,TRUE,33,39,1,1,14,1,Up,NA,1.64E-10
Cfap61,35,3,3.544320516,3.665210686,4.40E-09,2.44E-08,2.43E-08,TRUE,21,13,1,1,1,1,Up,NA,2.51E-08
Cfdp1,27,3,3.169925001,3.290815171,8.92E-07,4.35E-06,4.31E-06,TRUE,16,10,1,1,1,1,Up,NA,4.47E-06
Cflar,564,3,7.554588852,7.675479021,0,0,0,TRUE,317,246,1,1,1,1,Up,NA,0
Cftr,110,26,2.080919995,2.201810165,2.00E-15,1.42E-14,1.42E-14,TRUE,49,60,1,1,1,24,Up,NA,1.46E-14
Cgref1,86,3,4.841302254,4.962192424,0,0,0,TRUE,1,31,54,1,1,1,Up,NA,0
Chchd10,29,3,3.273018494,3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE,1,27,1,1,1,1,Up,NA,1.24E-06
Chchd2,60,3,4.321928095,4.442818265,1.11E-16,8.23E-16,8.18E-16,TRUE,25,24,11,1,1,1,Up,NA,8.41E-16
Chchd2.ps,477,3,7.312882955,7.433773125,0,0,0,TRUE,280,196,1,1,1,1,Up,NA,0
Chchd3,227,3,6.241585987,6.362476156,0,0,0,TRUE,219,7,1,1,1,1,Up,NA,0
Chchd4,103,3,5.101538026,5.222428196,0,0,0,TRUE,9,93,1,1,1,1,Up,NA,0
Chchd6,22,3,2.874469118,2.995359288,2.27E-05,0.000100077,9.95E-05,TRUE,6,15,1,1,1,1,Up,NA,0.000103306
Chchd7,242,58,2.060882242,2.181772412,0,0,0,TRUE,228,13,1,1,56,1,Up,NA,0
Chd1,52,7,2.893084796,3.013974966,6.42E-11,3.90E-10,3.90E-10,TRUE,23,22,7,1,5,1,Up,NA,4.02E-10
Chd3,51,3,4.087462841,4.208353011,8.00E-14,5.42E-13,5.40E-13,TRUE,5,45,1,1,1,1,Up,NA,5.56E-13
Chd4,9872,35,8.139843662,8.260733832,0,0,0,TRUE,253,229,9390,1,33,1,Up,NA,0
Chek1,112,3,5.222392421,5.343282591,0,0,0,TRUE,1,16,95,1,1,1,Up,NA,0
Chek2,78,8,3.285402219,3.406292389,0,0,0,TRUE,37,40,1,1,6,1,Up,NA,0
Chfr,261,3,6.442943496,6.563833666,0,0,0,TRUE,14,246,1,1,1,1,Up,NA,0
Chgb,233,3,6.279223644,6.400113814,0,0,0,TRUE,56,1,176,1,1,1,Up,NA,0
Chic2,417,21,4.311586151,4.43247632,0,0,0,TRUE,234,182,1,19,1,1,Up,NA,0
Chml,113,3,5.235216462,5.356106631,0,0,0,TRUE,95,17,1,1,1,1,Up,NA,0
Chmp2b,165,3,5.781359714,5.902249883,0,0,0,TRUE,163,1,1,1,1,1,Up,NA,0
