GeneNames,value1,value2,log2(Fold_change),log2(Fold_change) normalized,p-value,q-value(Benjamini et al. 1995),q-value(Storey et al. 2003),Signature(p-value < 0.001)
Gpr146,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Klhdc9,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Fam216b,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Pcdhb4,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Fat4,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Cd300lf,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Chchd10,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Rps27rt,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
B3galt6,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Gdf6,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Olfr697,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Tbc1d30,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Actn2,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Rexo4,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Txk,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Cope,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Cyct,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Apol9a,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Kcnh1,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Panx2,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Il1rapl2,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Zfp426,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
C1qtnf7,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Trank1,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Nsl1,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Gm8995,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Gm7666,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Spr-ps1,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Fgfr1op,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
5-Sep,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Lekr1,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Snord66,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Gm26146,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Gm12931,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Gm12073,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Gm15268,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Gm8152,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Gm12864,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Gm13234,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Gm15916,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Gm12267,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Gm12763,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Gm15972,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Gm12480,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Gm13187,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Gm8237,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Vmn2r9,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Gm9376,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Gm6407,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Gm26837,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Rpl24,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Gm9239,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Gm29416,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Gm28510,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
1700122D07Rik,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Gm38348,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Gm38138,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Gm33366,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Gm37387,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Gm35048,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
E030032P16Rik,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Gm42909,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Gm43308,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Gm43413,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Gm18894,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Gm43292,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Gm42851,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
4930587E11Rik,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
0610006L08Rik,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Gm45374,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
4930567H12Rik,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
B930092H01Rik,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
AC121788.1,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
5033421B08Rik,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Gm30198,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Gm48860,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
AC167013.3,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
AC123061.1,3,29,-3.273018494,-3.393908664,2.40E-07,1.21E-06,1.20E-06,TRUE
Eif4e2,198,98,1.014646776,0.893756606,2.51E-07,1.26E-06,1.26E-06,TRUE
Cyp2c66,14,52,-1.893084796,-2.013974966,2.52E-07,1.27E-06,1.27E-06,TRUE
Gm5526,14,52,-1.893084796,-2.013974966,2.52E-07,1.27E-06,1.27E-06,TRUE
Acer3,230,120,0.938599455,0.817709286,2.55E-07,1.28E-06,1.28E-06,TRUE
Gm8203,79,24,1.718818247,1.597928078,2.60E-07,1.30E-06,1.30E-06,TRUE
Mbd4,26,72,-1.469485283,-1.590375453,2.65E-07,1.33E-06,1.33E-06,TRUE
Gm27249,143,226,-0.660307626,-0.781197795,2.73E-07,1.37E-06,1.37E-06,TRUE
Hibadh,28,75,-1.421463768,-1.542353938,2.80E-07,1.41E-06,1.41E-06,TRUE
9130017K11Rik,47,103,-1.131911676,-1.252801845,2.81E-07,1.41E-06,1.41E-06,TRUE
Alkbh5,577,707,-0.293138896,-0.414029066,2.88E-07,1.44E-06,1.44E-06,TRUE
Gm4926,1481,1112,0.413414853,0.292524683,2.89E-07,1.45E-06,1.45E-06,TRUE
Snrpd2,178,85,1.066342495,0.945452325,2.96E-07,1.48E-06,1.48E-06,TRUE
Gm43728,71,20,1.827819025,1.706928855,3.09E-07,1.55E-06,1.55E-06,TRUE
Gm10801,281,385,-0.454288315,-0.575178485,3.09E-07,1.55E-06,1.55E-06,TRUE
Ticam2,7,38,-2.440572591,-2.561462761,3.14E-07,1.57E-06,1.57E-06,TRUE
Rpl18-ps1,7,38,-2.440572591,-2.561462761,3.14E-07,1.57E-06,1.57E-06,TRUE
Gm11680,7,38,-2.440572591,-2.561462761,3.14E-07,1.57E-06,1.57E-06,TRUE
Gm7069,7,38,-2.440572591,-2.561462761,3.14E-07,1.57E-06,1.57E-06,TRUE
Ehhadh,167,254,-0.604980394,-0.725870564,3.18E-07,1.59E-06,1.59E-06,TRUE
Atg10,11,46,-2.064130337,-2.185020507,3.19E-07,1.60E-06,1.60E-06,TRUE
Plcd4,11,46,-2.064130337,-2.185020507,3.19E-07,1.60E-06,1.60E-06,TRUE
St6galnac2,11,46,-2.064130337,-2.185020507,3.19E-07,1.60E-06,1.60E-06,TRUE
Gm42372,11,46,-2.064130337,-2.185020507,3.19E-07,1.60E-06,1.60E-06,TRUE
Aoah,65,17,1.934904972,1.814014802,3.25E-07,1.63E-06,1.63E-06,TRUE
Ubn2,559,687,-0.297461816,-0.418351986,3.27E-07,1.64E-06,1.64E-06,TRUE
Peg3,8,40,-2.321928095,-2.442818265,3.32E-07,1.66E-06,1.66E-06,TRUE
Malrd1,10,44,-2.137503524,-2.258393693,3.32E-07,1.66E-06,1.66E-06,TRUE
Med21,9,42,-2.222392421,-2.343282591,3.37E-07,1.69E-06,1.69E-06,TRUE
Rpl35a-ps3,9,42,-2.222392421,-2.343282591,3.37E-07,1.69E-06,1.69E-06,TRUE
Tmem131,39,91,-1.222392421,-1.343282591,3.45E-07,1.73E-06,1.73E-06,TRUE
Gm4518,4,31,-2.95419631,-3.07508648,3.47E-07,1.74E-06,1.74E-06,TRUE
Dcun1d1,636,768,-0.272079545,-0.392969715,3.50E-07,1.75E-06,1.75E-06,TRUE
Ppp1r3e,118,47,1.328054198,1.207164028,3.57E-07,1.79E-06,1.79E-06,TRUE
Dbx2,43,7,2.618909833,2.498019663,3.62E-07,1.81E-06,1.81E-06,TRUE
Krt5,50,10,2.321928095,2.201037925,3.66E-07,1.83E-06,1.83E-06,TRUE
Gm10643,626,757,-0.274130643,-0.395020813,3.73E-07,1.86E-06,1.86E-06,TRUE
Gm19194,15,53,-1.821029859,-1.941920029,3.77E-07,1.88E-06,1.88E-06,TRUE
Cadm2,145,64,1.17990909,1.05901892,3.77E-07,1.88E-06,1.88E-06,TRUE
10-Sep,108,182,-0.752907138,-0.873797308,3.78E-07,1.89E-06,1.89E-06,TRUE
Ogfrl1,250,349,-0.481298942,-0.602189111,3.82E-07,1.91E-06,1.91E-06,TRUE
2310057M21Rik,171,81,1.078002512,0.957112342,3.86E-07,1.93E-06,1.93E-06,TRUE
Nox4,388,236,0.717269793,0.596379623,3.87E-07,1.93E-06,1.93E-06,TRUE
Gm38014,78,24,1.700439718,1.579549548,3.88E-07,1.94E-06,1.94E-06,TRUE
Rufy1,35,4,3.129283017,3.008392847,3.90E-07,1.95E-06,1.95E-06,TRUE
Gm5915,87,29,1.584962501,1.464072331,4.01E-07,2.00E-06,2.00E-06,TRUE
Exoc3l2,32,3,3.415037499,3.29414733,4.04E-07,2.02E-06,2.02E-06,TRUE
Rabl6,32,3,3.415037499,3.29414733,4.04E-07,2.02E-06,2.02E-06,TRUE
Limk1,32,3,3.415037499,3.29414733,4.04E-07,2.02E-06,2.02E-06,TRUE
Gpr34,32,3,3.415037499,3.29414733,4.04E-07,2.02E-06,2.02E-06,TRUE
Serpinb12,32,3,3.415037499,3.29414733,4.04E-07,2.02E-06,2.02E-06,TRUE
Olfr525,32,3,3.415037499,3.29414733,4.04E-07,2.02E-06,2.02E-06,TRUE
Muc5b,32,3,3.415037499,3.29414733,4.04E-07,2.02E-06,2.02E-06,TRUE
9430024E24Rik,32,3,3.415037499,3.29414733,4.04E-07,2.02E-06,2.02E-06,TRUE
Gm17167,32,3,3.415037499,3.29414733,4.04E-07,2.02E-06,2.02E-06,TRUE
Mir133a-1hg,32,3,3.415037499,3.29414733,4.04E-07,2.02E-06,2.02E-06,TRUE
AC022775.1,1201,1350,-0.168723256,-0.289613426,4.05E-07,2.02E-06,2.02E-06,TRUE
Prss54,79,145,-0.876128342,-0.997018512,4.07E-07,2.03E-06,2.03E-06,TRUE
Samd9l,94,33,1.510194732,1.389304563,4.08E-07,2.04E-06,2.04E-06,TRUE
Fut2,438,274,0.676754977,0.555864807,4.15E-07,2.07E-06,2.07E-06,TRUE
Vwa8,73,137,-0.908207524,-1.029097694,4.31E-07,2.15E-06,2.15E-06,TRUE
Cars,74,22,1.750021747,1.629131577,4.32E-07,2.15E-06,2.15E-06,TRUE
Tmem56,314,420,-0.419624769,-0.540514938,4.35E-07,2.17E-06,2.17E-06,TRUE
Nol11,347,206,0.752291325,0.631401156,4.41E-07,2.20E-06,2.20E-06,TRUE
Catspere,5,33,-2.722466024,-2.843356194,4.43E-07,2.21E-06,2.21E-06,TRUE
Tjp1,175,84,1.058893689,0.938003519,4.44E-07,2.21E-06,2.21E-06,TRUE
Cyp4a29,34,83,-1.28757659,-1.40846676,4.47E-07,2.23E-06,2.23E-06,TRUE
Gm14014,34,83,-1.28757659,-1.40846676,4.47E-07,2.23E-06,2.23E-06,TRUE
Ube2e2,635,427,0.572520522,0.451630352,4.57E-07,2.28E-06,2.28E-06,TRUE
Negr1,23,66,-1.520832163,-1.641722333,4.59E-07,2.29E-06,2.28E-06,TRUE
Il4,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Ramp2,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Tnk1,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Akt1,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Axl,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Dazl,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Atp6v0d1,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Actn1,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Mocs2,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Adamtsl4,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Camk1g,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Tmbim4,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Dip2a,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Fam114a2,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Lrrc9,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Mut,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Smc5,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Pde6g,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Tfb2m,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Cdk5rap1,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Map1lc3a,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Nmu,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Thegl,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Actl6b,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Aplf,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Kif22,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Myom2,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Smad3,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Scn5a,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Atcay,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Htr2a,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Kif1bp,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Vash2,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Cldn16,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Ankrd35,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Gjc2,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Fam90a1b,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Clec4a3,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Aplnr,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Rin3,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Ubtd2,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
9030612E09Rik,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Cystm1,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Zfp738,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Gphb5,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Cdc42ep1,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Fam131a,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Commd3,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Olfr1402,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Sv2b,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Rnf26,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Ddx10,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Olfr24,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Zfp811,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Krtap7-1,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Dph6,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Wdr91,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Memo1,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
mt-Tr,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Rtp3,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Uba1y,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Prok1,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Mrgprx2,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Bhmt,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Gm5742,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Gm12038,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Gm13478,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Gm12989,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Gm7180,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Gm13857,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
C530005A16Rik,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Gm13485,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Lrrc75aos2,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Gm16045,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Gm7546,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
9130208D14Rik,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Gm13054,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Gm13883,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Gm22820,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Nckap5los,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Gm7942,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Tlx1os,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Olfr904,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Gm25870,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Gm22638,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Gm21241,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Gm21815,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Gm26580,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Gm37233,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Gm38144,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Gm37710,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Gm37640,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Gm37681,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Gm38412,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Rpl36a-ps2,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Gm43300,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Gm42940,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Gm42879,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Gm43950,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Gm44036,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
4930517G19Rik,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Gm44668,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Gm18891,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
5430401H09Rik,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
BC042761,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Gm47467,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Gm47982,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
7420701I03Rik,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Gm47925,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Gm48577,3,28,-3.222392421,-3.343282591,4.63E-07,2.30E-06,2.28E-06,TRUE
Scd3,17,56,-1.719892081,-1.840782251,4.76E-07,2.35E-06,2.35E-06,TRUE
Cdca8,20,61,-1.608809243,-1.729699412,4.85E-07,2.39E-06,2.39E-06,TRUE
Gab3,60,15,2,1.87910983,4.98E-07,2.46E-06,2.46E-06,TRUE
Olfr1330,102,38,1.424497829,1.303607659,5.02E-07,2.48E-06,2.48E-06,TRUE
Npepps,12,47,-1.969626351,-2.090516521,5.09E-07,2.51E-06,2.51E-06,TRUE
Zpld1,107,41,1.383914982,1.263024812,5.10E-07,2.52E-06,2.52E-06,TRUE
Syt6,6,35,-2.544320516,-2.665210686,5.16E-07,2.55E-06,2.55E-06,TRUE
Stoml1,6,35,-2.544320516,-2.665210686,5.16E-07,2.55E-06,2.55E-06,TRUE
Gm24610,47,9,2.38466385,2.263773681,5.25E-07,2.59E-06,2.59E-06,TRUE
C1qb,88,30,1.552541023,1.431650853,5.36E-07,2.64E-06,2.64E-06,TRUE
Mrpl23,11,45,-2.032421478,-2.153311647,5.46E-07,2.69E-06,2.69E-06,TRUE
Soga3,16,54,-1.754887502,-1.875777672,5.47E-07,2.70E-06,2.70E-06,TRUE
Atf7ip2,16,54,-1.754887502,-1.875777672,5.47E-07,2.70E-06,2.70E-06,TRUE
Polr2m,100,37,1.434402824,1.313512654,5.58E-07,2.75E-06,2.75E-06,TRUE
Sik2,114,188,-0.721698838,-0.842589007,5.59E-07,2.75E-06,2.75E-06,TRUE
Nr2c2,580,385,0.591194454,0.470304285,5.64E-07,2.78E-06,2.78E-06,TRUE
Plec,7,37,-2.402098444,-2.522988613,5.64E-07,2.78E-06,2.78E-06,TRUE
Gnai2,7,37,-2.402098444,-2.522988613,5.64E-07,2.78E-06,2.78E-06,TRUE
Col28a1,7,37,-2.402098444,-2.522988613,5.64E-07,2.78E-06,2.78E-06,TRUE
Gm13832,7,37,-2.402098444,-2.522988613,5.64E-07,2.78E-06,2.78E-06,TRUE
Rdx,10,43,-2.10433666,-2.22522683,5.75E-07,2.83E-06,2.83E-06,TRUE
