GeneNames,value1,value2,log2(Fold_change),log2(Fold_change) normalized,p-value,q-value(Benjamini et al. 1995),q-value(Storey et al. 2003),Signature(p-value < 0.001)
Gm4891,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm7985,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm9556,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm5272,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm21070,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
1700095B10Rik,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm6463,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm26954,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm7497,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm7734,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm7577,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
H2-Pa,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm26929,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm26928,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm26927,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm7627,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir7220,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27222,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27330,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6361,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27223,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6369,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27616,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27521,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27520,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6938,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6414,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27516,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir7060,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27514,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir8094,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27221,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27828,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27233,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6346,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm18014,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6358,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Ranbp2-ps8,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6908,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir7687,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27529,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6936,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir7670,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir8091,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6355,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6715,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Obox4-ps1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6973a,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27194,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6991,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27204,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm19872,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6980,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27970,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir7224,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6540,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm28039,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27459,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
1700027I24Rik,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27781,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm28040,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27460,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27782,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gtpbp4-ps2,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir8118,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27191,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27953,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Nr1h2-ps,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27952,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir21b,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir7683,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6926,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir7038,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Vis1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
5830468F06Rik,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27275,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir7048,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir7087,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27271,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6966,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gtpbp4-ps1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir7069,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
2310009A05Rik,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27158,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir7043,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27156,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6941,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6977,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27253,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27849,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6240,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir3473f,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27847,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6986,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6339,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Btg1-ps2,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27711,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27551,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27507,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Rpap3-ps2,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27553,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27552,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir7094-2,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27164,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir7649,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
4930535O05Rik,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6993,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27646,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27647,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir145b,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27648,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm2274,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm19541,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm28037,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6907,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27864,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6347,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6939,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir7225,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gtpbp4-ps4,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27197,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27500,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Ranbp2-ps10,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Pet117,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir8109,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6983,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm3434,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm28001,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27999,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27998,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27997,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir7669,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27995,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir7680,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27415,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mrip-ps,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27414,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir7222,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6348,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6237,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27410,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6909,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6928,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir7117,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27723,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6963,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27993,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27202,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm24949,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm2260,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27226,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27494,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir7666,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6391,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
2010110E17Rik,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27492,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27490,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27178,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6537,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6959,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27811,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6972,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir7242,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27184,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6362,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm7467,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6952,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27501,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6997,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir7032,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27428,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm12117,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir8097,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6971,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27308,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6970,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Cphx2,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir7002,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir1668,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27350,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27591,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27186,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27887,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir7083,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6919,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6982,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27852,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27853,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27851,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6387,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6363,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir7078,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27280,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6899,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Pla2g4b,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm19353,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6383,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27690,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6932,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6975,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6396,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27511,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6351,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm14496,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Phf20-ps,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27935,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Ranbp2-ps2,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6968,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir7072,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6399,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27663,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27195,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir7651,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27668,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir7243,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6412,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm19015,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27366,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6961,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Zfp572,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27362,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm28051,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir7041,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir7065,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6373,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27869,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27867,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27866,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir133c,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir7059,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27535,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27533,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir7211,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6921,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6996,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir7079,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27217,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir3569,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6341,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir7049,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27530,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gtpbp4-ps5,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6910,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6402,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Ranbp2-ps3,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27760,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27761,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27762,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6987,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir7020,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27443,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27232,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir7037,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27445,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27449,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6937,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir7023,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27910,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6340,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27353,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6917,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir7064,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27628,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27957,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir7226,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6418,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27627,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27297,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6946,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27798,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27295,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6903,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6360,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6981,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6241,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6931,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27301,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27300,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27299,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6401,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27209,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27974,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir8112,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir7036,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6953,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27972,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
4930524O08Rik,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27975,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6957,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir7665,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir8096,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27741,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27742,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Rnu3b4,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27977,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir7084,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
CAAA01064564.1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm28048,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6999,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27671,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27672,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27676,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir7011,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir7028,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27675,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6338,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6336,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27582,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6958,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27588,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6950,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27210,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27580,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27818,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir7075,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27813,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6364,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6359,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir7684,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mroh6,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir7688,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6898,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27817,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27246,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27224,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6973b,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27820,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6345,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27316,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27317,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm28041,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27619,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27506,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27618,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27617,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6960,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27525,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6914,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6934,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm3428,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27236,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27528,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir7067,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm28030,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir7010,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir7663,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm28053,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm28033,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm28032,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir496b,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27239,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6357,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27331,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27332,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27335,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6417,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27336,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6407,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir7027,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27834,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm27833,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir6335,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mir7005,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
