GeneNames,value1,value2,log2(Fold_change),log2(Fold_change) normalized,p-value,q-value(Benjamini et al. 1995),q-value(Storey et al. 2003),Signature(p-value < 0.001)
Bckdk,27,37,-0.454565863,-0.417816209,0.249772954,0.628048266,0.62803359,FALSE
Gm6588,27,37,-0.454565863,-0.417816209,0.249772954,0.628048266,0.62803359,FALSE
Tbc1d17,33,25,0.40053793,0.437287584,0.250562309,0.629988914,0.629988914,FALSE
Vax2os,39,51,-0.387023123,-0.350273468,0.251726037,0.6328853,0.6328853,FALSE
Phactr3,76,93,-0.291231298,-0.254481643,0.252878788,0.635753816,0.635753816,FALSE
n-R5s25,53,67,-0.338168736,-0.301419081,0.254230835,0.639123085,0.639123085,FALSE
Loxhd1,26,19,0.452512205,0.489261859,0.258097449,0.648782922,0.648752611,FALSE
Rbm45,26,19,0.452512205,0.489261859,0.258097449,0.648782922,0.648752611,FALSE
4930533N22Rik,26,19,0.452512205,0.489261859,0.258097449,0.648782922,0.648752611,FALSE
Gm33035,28,38,-0.440572591,-0.403822937,0.25846141,0.649637109,0.649637109,FALSE
Cbwd1,18,26,-0.530514717,-0.493765062,0.260514395,0.654766653,0.654766653,FALSE
Gm10634,9,5,0.847996907,0.884746561,0.261065117,0.656043549,0.655966951,FALSE
Gm26384,9,5,0.847996907,0.884746561,0.261065117,0.656043549,0.655966951,FALSE
Fzd10,9,5,0.847996907,0.884746561,0.261065117,0.656043549,0.655966951,FALSE
Gm20830,9,5,0.847996907,0.884746561,0.261065117,0.656043549,0.655966951,FALSE
Gm29308,9,5,0.847996907,0.884746561,0.261065117,0.656043549,0.655966951,FALSE
AC118250.1,9,5,0.847996907,0.884746561,0.261065117,0.656043549,0.655966951,FALSE
Rhot2,4,8,-1,-0.963250345,0.261793639,0.65759785,0.657429031,FALSE
Olfr20,4,8,-1,-0.963250345,0.261793639,0.65759785,0.657429031,FALSE
Gm13573,4,8,-1,-0.963250345,0.261793639,0.65759785,0.657429031,FALSE
Gm11575,4,8,-1,-0.963250345,0.261793639,0.65759785,0.657429031,FALSE
Gm15421,4,8,-1,-0.963250345,0.261793639,0.65759785,0.657429031,FALSE
Olfr784,4,8,-1,-0.963250345,0.261793639,0.65759785,0.657429031,FALSE
Gm21751,4,8,-1,-0.963250345,0.261793639,0.65759785,0.657429031,FALSE
Gm21918,4,8,-1,-0.963250345,0.261793639,0.65759785,0.657429031,FALSE
Gm28603,4,8,-1,-0.963250345,0.261793639,0.65759785,0.657429031,FALSE
Gm21843,4,8,-1,-0.963250345,0.261793639,0.65759785,0.657429031,FALSE
Gm37515,4,8,-1,-0.963250345,0.261793639,0.65759785,0.657429031,FALSE
Gm43383,4,8,-1,-0.963250345,0.261793639,0.65759785,0.657429031,FALSE
Rpl31-ps8,23,32,-0.476438044,-0.439688389,0.261833521,0.657498495,0.657498495,FALSE
Chd1l,10,16,-0.678071905,-0.64132225,0.263828758,0.66244696,0.662416045,FALSE
Kif4-ps,10,16,-0.678071905,-0.64132225,0.263828758,0.66244696,0.662416045,FALSE
4930579H20Rik,10,16,-0.678071905,-0.64132225,0.263828758,0.66244696,0.662416045,FALSE
Proscos,14,21,-0.584962501,-0.548212846,0.266078427,0.668033294,0.668033294,FALSE
Gpnmb,27,20,0.432959407,0.469709062,0.26694535,0.67017857,0.67017857,FALSE
Camk1d,29,39,-0.427421224,-0.390671569,0.266972537,0.67021555,0.67021555,FALSE
Mark1,14,9,0.637429921,0.674179575,0.268034266,0.672833852,0.672818155,FALSE
Gm3573,14,9,0.637429921,0.674179575,0.268034266,0.672833852,0.672818155,FALSE
Gm10282,81,98,-0.274859841,-0.238110186,0.270747182,0.679596395,0.679596395,FALSE
Sik2,163,188,-0.205860697,-0.169111043,0.272872609,0.684899428,0.684899428,FALSE
Nup43,73,62,0.235628248,0.272377903,0.273443312,0.686299852,0.686299852,FALSE
Otud5,57,71,-0.316857105,-0.280107451,0.273629667,0.686735537,0.686735537,FALSE
H13,36,47,-0.38466385,-0.347914195,0.274244864,0.688247408,0.688247408,FALSE
Gm4876,74,63,0.232173442,0.268923097,0.276018795,0.692666971,0.692666971,FALSE
Ndufaf7,110,97,0.181446871,0.218196526,0.277012479,0.695128189,0.695128189,FALSE
Stag1,111,98,0.179706022,0.216455677,0.278542973,0.698936172,0.698936172,FALSE
Gm11682,76,65,0.2255597,0.262309355,0.281029866,0.705143542,0.705143542,FALSE
Asah2,15,22,-0.552541023,-0.515791368,0.281459059,0.706187513,0.706187513,FALSE
Hectd1,779,843,-0.113909303,-0.077159648,0.281719579,0.7068082,0.7068082,FALSE
Gm12324,25,34,-0.443606651,-0.406856997,0.281762279,0.706882369,0.706882369,FALSE
Sdcbp,67,82,-0.291462814,-0.254713159,0.282566571,0.708867112,0.708867112,FALSE
Sidt1,44,56,-0.347923303,-0.311173649,0.282708716,0.709190638,0.709190638,FALSE
9330179D12Rik,59,73,-0.30718151,-0.270431855,0.283039761,0.709987979,0.709987979,FALSE
Fanci,29,22,0.398549376,0.435299031,0.28346391,0.711002207,0.710985634,FALSE
Vmn1r165,29,22,0.398549376,0.435299031,0.28346391,0.711002207,0.710985634,FALSE
Cmah,31,41,-0.403355694,-0.366606039,0.283478165,0.71098824,0.71098824,FALSE
Was,11,17,-0.628031223,-0.591281568,0.284084915,0.712460204,0.712443599,FALSE
Elmod3,11,17,-0.628031223,-0.591281568,0.284084915,0.712460204,0.712443599,FALSE
Lrrc74b,15,10,0.584962501,0.621712156,0.286033929,0.717264573,0.717231144,FALSE
4930517E11Rik,15,10,0.584962501,0.621712156,0.286033929,0.717264573,0.717231144,FALSE
A230057D06Rik,15,10,0.584962501,0.621712156,0.286033929,0.717264573,0.717231144,FALSE
Olfr1136,39,31,0.331205908,0.367955563,0.287471644,0.720802625,0.720802625,FALSE
Rrp12,10,6,0.736965594,0.773715249,0.290960158,0.729430698,0.729345734,FALSE
Gm28891,10,6,0.736965594,0.773715249,0.290960158,0.729430698,0.729345734,FALSE
Gm36891,10,6,0.736965594,0.773715249,0.290960158,0.729430698,0.729345734,FALSE
Gm38110,10,6,0.736965594,0.773715249,0.290960158,0.729430698,0.729345734,FALSE
Mir3966,10,6,0.736965594,0.773715249,0.290960158,0.729430698,0.729345734,FALSE
Gm5876,10,6,0.736965594,0.773715249,0.290960158,0.729430698,0.729345734,FALSE
Nkx2-1,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Prl7a1,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Ptcd2,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Usp20,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Cd59a,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Mgat4d,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Olfr711,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Slitrk6,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Vmn1r68,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Fndc9,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
4933430I17Rik,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Tmprss9,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Tmprss11c,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
4930512M02Rik,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Chia1,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Mir135b,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Mir29c,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Gm24765,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Lce1e,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Gm23481,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Gm24789,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Gm25272,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
B020031M17Rik,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Gm14353,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Gm13002,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Gm15763,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Gm14439,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Gm26253,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Gm11655,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Gm13860,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Gm15952,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
1700007J10Rik,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Gm25824,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Gm25830,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Gm17555,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Vmn2r-ps69,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Gm3636,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Gm17354,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Gm3585,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Gm3611,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Mir3073a,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Gm16456,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Gm25670,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Olfr385,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Gm21095,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Vmn1r-ps75,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
4933424G06Rik,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Gm18491,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Gm20857,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Gm38132,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
2810432F15Rik,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Gm43333,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Gm44396,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Gm44457,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Gm42900,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Gm42887,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Gm18540,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Gm44991,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Gm45162,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Gm45164,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Gm20275,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Gm48273,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Olfr1059-ps1,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Gm40765,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Gm48479,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Vmn1r-ps96,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Gm30008,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Vmn1r-ps131,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Gm47747,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
AC149294.2,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
AC127371.1,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
CT025686.1,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
AC121359.2,6,3,1,1.036749655,0.294865369,0.737862871,0.736629445,FALSE
Gm37650,16,23,-0.523561956,-0.486812301,0.296192069,0.739909436,0.739909436,FALSE
Mid1-ps1,188,214,-0.186878135,-0.15012848,0.297430345,0.742968242,0.742968242,FALSE
Ints4,41,33,0.313157885,0.34990754,0.29817365,0.744790405,0.744790405,FALSE
Gm33472,67,57,0.233199176,0.269948831,0.29821225,0.744852241,0.744852241,FALSE
Gm28444,8,13,-0.700439718,-0.663690063,0.299138893,0.747132054,0.747132054,FALSE
As3mt,153,176,-0.202043776,-0.165294121,0.299435631,0.747838472,0.747838472,FALSE
Arpc3,891,959,-0.106105383,-0.069355729,0.301407109,0.752727284,0.752727284,FALSE
Snap91,55,68,-0.306103128,-0.269353473,0.301996431,0.754164036,0.754164036,FALSE
Gm43904,23,17,0.436099115,0.47284877,0.302592954,0.755618637,0.755618637,FALSE
Gm44586,12,18,-0.584962501,-0.548212846,0.303178767,0.757046359,0.757046359,FALSE
Rab15,42,34,0.304854582,0.341604236,0.303265623,0.757228096,0.757228096,FALSE
Picalm,3343,3344,-0.000431492,0.036318162,0.303353187,0.757411585,0.757280574,FALSE
Taf7,5,9,-0.847996907,-0.811247252,0.303371094,0.757350852,0.757280574,FALSE
Catip,5,9,-0.847996907,-0.811247252,0.303371094,0.757350852,0.757280574,FALSE
Gm12091,5,9,-0.847996907,-0.811247252,0.303371094,0.757350852,0.757280574,FALSE
Gm20817,5,9,-0.847996907,-0.811247252,0.303371094,0.757350852,0.757280574,FALSE
Gm48541,5,9,-0.847996907,-0.811247252,0.303371094,0.757350852,0.757280574,FALSE
Trhr,41,52,-0.342887714,-0.306138059,0.308051889,0.768929185,0.768929185,FALSE
Ppa1,252,236,0.094636874,0.131386529,0.314565078,0.785150347,0.785150347,FALSE
mt-Nd2,1112,1093,0.024863387,0.061613042,0.316010745,0.788722124,0.788722124,FALSE
Atp5j,58,49,0.243271151,0.280020806,0.316219851,0.789207413,0.789207413,FALSE
Adgrl1,11,7,0.652076697,0.688826351,0.31702882,0.791134653,0.791079614,FALSE
Pex14,11,7,0.652076697,0.688826351,0.31702882,0.791134653,0.791079614,FALSE
Gm12960,11,7,0.652076697,0.688826351,0.31702882,0.791134653,0.791079614,FALSE
Gm47521,11,7,0.652076697,0.688826351,0.31702882,0.791134653,0.791079614,FALSE
Top2b,50,62,-0.310340121,-0.273590466,0.317146414,0.791336342,0.791336342,FALSE
Car5b,17,12,0.502500341,0.539249995,0.317683333,0.792620909,0.792602531,FALSE
Gm48248,17,12,0.502500341,0.539249995,0.317683333,0.792620909,0.792602531,FALSE
Zyg11b,150,172,-0.197446064,-0.160696409,0.318254686,0.793991206,0.793991206,FALSE
Nfatc2,29,38,-0.389946518,-0.353196864,0.318710847,0.795092381,0.795092381,FALSE
Supt5,59,50,0.23878686,0.275536514,0.319521662,0.797078173,0.795412595,FALSE
Ubash3b,118,106,0.154722595,0.19147225,0.320924332,0.800540151,0.795412595,FALSE
Ttc26,13,19,-0.547487795,-0.510738141,0.32120353,0.801180886,0.795412595,FALSE
Gm5898,13,19,-0.547487795,-0.510738141,0.32120353,0.801180886,0.795412595,FALSE
Sdk1,219,204,0.102361718,0.139111372,0.321524182,0.801924924,0.795412595,FALSE
Tmcc3,60,51,0.234465254,0.271214908,0.322744208,0.804930518,0.795412595,FALSE
Gad1,18,25,-0.473931188,-0.437181534,0.323861819,0.807661702,0.795412595,FALSE
Gm2445,18,25,-0.473931188,-0.437181534,0.323861819,0.807661702,0.795412595,FALSE
Glod5,9,14,-0.637429921,-0.600680266,0.324169373,0.808353754,0.795412595,FALSE
4933404O12Rik,9,14,-0.637429921,-0.600680266,0.324169373,0.808353754,0.795412595,FALSE
Gm10031,123,111,0.148098639,0.184848294,0.327366454,0.816269297,0.795412595,FALSE
4930505A04Rik,24,32,-0.415037499,-0.378287844,0.32919116,0.820781056,0.795412595,FALSE
Alox12,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Mcts1,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Grm6,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Il12rb1,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Def6,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Scin,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Lcp2,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Prkra,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Dgcr14,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Cyp17a1,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Ruvbl2,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Map3k11,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Pax2,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Mapk13,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Nes,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Tmem242,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Sh2b2,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Il27ra,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Msh4,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Actn3,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Stx1a,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Gabpa,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Fpgs,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Acp4,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Fer1l4,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Iglon5,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Card14,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Piezo1,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Slc9a5,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Lage3,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Mov10l1,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Tmem27,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Il17rb,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Stk32c,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Cd274,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Pacsin2,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Mpp2,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Crhr1,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Pex12,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Slfn3,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Asf1a,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Guk1,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Zkscan17,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Dcdc2c,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Ap4s1,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
4930408O17Rik,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Gpatch2l,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Eci3,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Ctsq,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Shc3,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Fbp2,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
F12,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Il9,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Mctp1,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Serf1,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Crhbp,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Depdc1b,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Cdhr1,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Ptpn20,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
4930449E01Rik,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Slc45a2,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Smdt1,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Chkb,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Adgrg7,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Psmg1,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Kcnk16,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Taf8,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Cbs,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Smad2,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Cdc42bpg,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Majin,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Cyp2c39,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Inpp5a,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Tmem192,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Pde8a,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Ccdc51,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Slc28a1,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Gria4,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Tmem14a,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Tmem70,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Il1r2,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Prss39,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Fam135a,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Sdhaf4,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Sphkap,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Slc23a3,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Pdcd1,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Acbd3,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Usf1,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Mrc1,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Col5a1,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Agpat2,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Fam98b,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Snrpb,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Cpxm1,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Cst12,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
S100a11,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Papss1,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Pramef12os,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Kcnq4,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Edn2,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Ppie,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Epha8,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Cort,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Pmpcb,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Man2b2,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Chrna9,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Cds1,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Asphd2,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Rassf6,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Pot1a,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Figla,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Plin1,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Stard10,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Slc5a2,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Bag3,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Plk1,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Tex36,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Slc7a3,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Adgrg2,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Prame,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
F7,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Cog4,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Gse1,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Ces2g,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Dpep3,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Hephl1,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Acad8,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Alg9,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Dscaml1,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Robo3,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Pin1,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Mpi,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Igdcc3,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
Fbxw8,3,6,-1,-0.963250345,0.33113978,0.810225859,0.795412595,FALSE
