GeneNames,value1,value2,log2(Fold_change),log2(Fold_change) normalized,p-value,q-value(Benjamini et al. 1995),q-value(Storey et al. 2003),Signature(p-value < 0.001)
Bscl2,63,110,-0.80407979,-0.767330135,0.000604677,0.002367185,0.002367185,TRUE
Pabpc1,140,91,0.621488377,0.658238032,0.000605508,0.002370266,0.002370266,TRUE
Kdm3a,11,34,-1.628031223,-1.591281568,0.000608022,0.00237976,0.002379587,TRUE
Snupn,11,34,-1.628031223,-1.591281568,0.000608022,0.00237976,0.002379587,TRUE
Gm34015,11,34,-1.628031223,-1.591281568,0.000608022,0.00237976,0.002379587,TRUE
Odf2,24,55,-1.196397213,-1.159647558,0.000618026,0.002418566,0.002418566,TRUE
Paqr8,44,84,-0.932885804,-0.896136149,0.000620421,0.002427759,0.002427759,TRUE
Itgav,366,287,0.350792912,0.387542566,0.000625282,0.002446602,0.002446602,TRUE
Rmdn1,164,111,0.563136138,0.599885793,0.000633996,0.00248052,0.00248052,TRUE
Gm47469,54,25,1.111031312,1.147780967,0.000641994,0.002511628,0.002511628,TRUE
Col7a1,14,39,-1.478047297,-1.441297642,0.000643461,0.002517092,0.002517,TRUE
Gm2546,14,39,-1.478047297,-1.441297642,0.000643461,0.002517092,0.002517,TRUE
Bambi,51,23,1.148863386,1.185613041,0.000663665,0.002595751,0.002595657,TRUE
Gldn,51,23,1.148863386,1.185613041,0.000663665,0.002595751,0.002595657,TRUE
Rps21,10,32,-1.678071905,-1.64132225,0.000671932,0.002627798,0.002627798,TRUE
Gm10557,19,47,-1.306661338,-1.269911683,0.000673488,0.002633597,0.002633501,TRUE
Flt3l,19,47,-1.306661338,-1.269911683,0.000673488,0.002633597,0.002633501,TRUE
Mink1,34,12,1.502500341,1.539249995,0.000683836,0.002673769,0.002663696,TRUE
Sost,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Vsig2,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Armc6,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Golga2,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Rad23a,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Hapln2,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Kbtbd4,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Prkag3,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Zfp184,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Tmco6,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Pou2f2,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Clpx,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Ttpal,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Ctsa,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Ccl6,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Tlcd1,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Plek,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Polm,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Polr2h,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Dcaf4,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Spcs1,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Tgm1,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Angpt1,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Rbx1,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Tarbp2,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Tulp2,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Pot1b,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
3110040N11Rik,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Katnal2,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Prps2,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Sgk3,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Lactb2,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Cnga3,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Cyp27a1,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Plxna2,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Tnn,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Frzb,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Sec23b,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Edn3,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Cdh17,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Pappa,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Fancg,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Rhd,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Rint1,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Smr2,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Rfc5,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Ankrd7,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Cmas,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Ing4,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Sbk2,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Dbx1,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Itgam,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Smarca1,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Glt28d2,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Frg1,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Pla2g15,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Acat1,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Ankk1,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Lctl,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Tpcn1,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Abcc10,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Trmt13,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Batf,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Tiparp,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Arl6ip5,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Fam170a,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Il5,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Sh3bp4,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Lgi4,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Eipr1,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Oxsr1,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Pcp4l1,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Hfe2,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Tmem255b,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Ift172,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Cyp24a1,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Ephx1,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Alg1,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Slc6a5,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Urb1,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Slc7a5,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Vps41,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Fcho2,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Sytl3,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Wdr11,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Svop,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Olfr448,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Chd3os,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Opn5,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Myct1,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Tmem164,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Irs3,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Oog4,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
8430408G22Rik,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
4930539E08Rik,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm9833,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Olfr1318,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Prss58,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm9885,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm9934,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Eapp,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Vsnl1,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Afp,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Fabp3-ps1,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Rps15a-ps1,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Olfr397,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm17494,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm11189,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Zfp729b,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Zfp930,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Zfp13,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm6055,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Olfr569,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Stat4,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Chil4,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Olfr1202,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm24452,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Rpl26-ps2,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
A430093F15Rik,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Dytn,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Eif3g,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Ccdc160,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Sh3d21,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Klhl40,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Lrrc31,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Pak6,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Olfr1254,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Olfr1099,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Haus5,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Cldn34c1,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Rab26,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm22714,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm16061,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm15018,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gng2-ps1,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm11809,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm16209,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm12696,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm15237,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm6142,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
n-R5s80,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm11217,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
BC046401,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm16063,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm9816,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Trp53cor1,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm14642,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm16144,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm11351,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm43154,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm15675,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm13874,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm23122,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm24056,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Uckl1,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm15795,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm4675,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Olfr721-ps1,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm4011,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm20615,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm20036,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Vmn2r47,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm6660,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm21721,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm21103,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Vmn1r198,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm8305,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Vmn1r125,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm12350,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm15045,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm16513,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Fam240a,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm3466,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
1010001N08Rik,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm26826,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm5523,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm29067,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
2810013P06Rik,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
1700047M11Rik,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm19744,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm29597,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm28588,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Scgb1b28-ps,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm21064,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm37864,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm38198,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm19918,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
4930539M17Rik,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm37148,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm38094,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm38284,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm37830,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm43857,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm43192,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm42756,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm42510,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm35911,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm5297,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm42629,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
4930458A03Rik,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm43607,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm44460,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm42711,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm43150,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm42732,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm43784,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
1700065L07Rik,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm10415,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm44107,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm6266,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm44478,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm44487,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm35386,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
A930014E10Rik,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Olfr318,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Klk1b10-ps,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm30684,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm44996,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm44699,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm5996,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm45752,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm39317,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm47087,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm47002,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm19219,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm30624,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm19309,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm36839,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm48228,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Gm48626,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
AC124715.1,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
AC174678.1,3,18,-2.584962501,-2.548212846,0.000692746,0.002685867,0.002663696,TRUE
Ppp2r3a,95,151,-0.668549131,-0.631799476,0.000705828,0.002713802,0.002713802,TRUE
Gm45455,31,65,-1.068171503,-1.031421848,0.000712462,0.002739116,0.002739116,TRUE
Ppp6r3,532,439,0.277205306,0.313954961,0.000715914,0.002752188,0.002752188,TRUE
B230354K17Rik,23,53,-1.204358499,-1.167608844,0.000727077,0.002794905,0.002794905,TRUE
Gpalpp1,9,30,-1.736965594,-1.700215939,0.000734065,0.002821563,0.002821563,TRUE
Scly,77,42,0.874469118,0.911218773,0.000750923,0.002886156,0.002886156,TRUE
Fnip2,286,381,-0.413775851,-0.377026196,0.000789768,0.00303524,0.00303524,TRUE
Bud23,8,28,-1.807354922,-1.770605267,0.000790191,0.003036432,0.003036215,TRUE
Ero1lb,8,28,-1.807354922,-1.770605267,0.000790191,0.003036432,0.003036215,TRUE
Gm21241,8,28,-1.807354922,-1.770605267,0.000790191,0.003036432,0.003036215,TRUE
B130034C11Rik,32,11,1.540568381,1.577318036,0.000796167,0.003058629,0.003058301,TRUE
Gm21119,32,11,1.540568381,1.577318036,0.000796167,0.003058629,0.003058301,TRUE
Gm26632,32,11,1.540568381,1.577318036,0.000796167,0.003058629,0.003058301,TRUE
Gm7642,32,11,1.540568381,1.577318036,0.000796167,0.003058629,0.003058301,TRUE
Gnai1,470,383,0.295316365,0.332066019,0.000799089,0.003069306,0.003069306,TRUE
Ptprr,170,117,0.539026217,0.575775871,0.000800325,0.003073835,0.003073659,TRUE
Gm10029,4,20,-2.321928095,-2.28517844,0.000800336,0.003073659,0.003073659,TRUE
AC166344.3,114,71,0.683142895,0.719892549,0.000812729,0.003121031,0.003121031,TRUE
Gm11879,25,7,1.836501268,1.873250923,0.000815966,0.003133127,0.003133015,TRUE
Gm47571,25,7,1.836501268,1.873250923,0.000815966,0.003133127,0.003133015,TRUE
Gm47530,46,20,1.201633861,1.238383516,0.000818722,0.00314337,0.00314337,TRUE
Smim14,55,98,-0.833350131,-0.796600476,0.000827376,0.00317637,0.003174923,TRUE
Celf6,17,3,2.502500341,2.539249995,0.000828002,0.003176734,0.003174923,TRUE
Mapkbp1,17,3,2.502500341,2.539249995,0.000828002,0.003176734,0.003174923,TRUE
Sp6,17,3,2.502500341,2.539249995,0.000828002,0.003176734,0.003174923,TRUE
Xlr3a,17,3,2.502500341,2.539249995,0.000828002,0.003176734,0.003174923,TRUE
Slc25a16,17,3,2.502500341,2.539249995,0.000828002,0.003176734,0.003174923,TRUE
Faap20,17,3,2.502500341,2.539249995,0.000828002,0.003176734,0.003174923,TRUE
Defb30,17,3,2.502500341,2.539249995,0.000828002,0.003176734,0.003174923,TRUE
1700086P04Rik,17,3,2.502500341,2.539249995,0.000828002,0.003176734,0.003174923,TRUE
Gm24244,17,3,2.502500341,2.539249995,0.000828002,0.003176734,0.003174923,TRUE
Gm17102,17,3,2.502500341,2.539249995,0.000828002,0.003176734,0.003174923,TRUE
Gm27538,17,3,2.502500341,2.539249995,0.000828002,0.003176734,0.003174923,TRUE
Gm19114,17,3,2.502500341,2.539249995,0.000828002,0.003176734,0.003174923,TRUE
Gm43951,17,3,2.502500341,2.539249995,0.000828002,0.003176734,0.003174923,TRUE
Gm44756,17,3,2.502500341,2.539249995,0.000828002,0.003176734,0.003174923,TRUE
Gm31401,17,3,2.502500341,2.539249995,0.000828002,0.003176734,0.003174923,TRUE
Gm34609,17,3,2.502500341,2.539249995,0.000828002,0.003176734,0.003174923,TRUE
AC116596.2,17,3,2.502500341,2.539249995,0.000828002,0.003176734,0.003174923,TRUE
Klhdc1,12,35,-1.544320516,-1.507570861,0.000828698,0.003177363,0.003177363,TRUE
Rccd1,15,40,-1.415037499,-1.378287844,0.000834224,0.003198323,0.003198323,TRUE
Fam3c,152,221,-0.539975046,-0.503225391,0.000844512,0.003237536,0.003237536,TRUE
Gm16459,5,22,-2.137503524,-2.100753869,0.000851102,0.003262567,0.003262567,TRUE
Timm22,63,32,0.977279923,1.014029578,0.00085933,0.003293874,0.003293874,TRUE
1700109H08Rik,192,136,0.497499659,0.534249314,0.000869039,0.00333085,0.00333085,TRUE
Gabbr1,339,265,0.355292914,0.392042568,0.000876403,0.003358838,0.003358838,TRUE
